address,detail,sgg
강원도 강릉시 견소동 경강로2539번길 22,매매,5
강원도 강릉시 견소동 경강로2539번길 22,전세,3
강원도 강릉시 견소동 경강로2539번길 8,매매,3
강원도 강릉시 견소동 경강로2539번길 8,전세,1
강원도 강릉시 교동 가작로 170,매매,1
강원도 강릉시 교동 가작로 71,월세,9
강원도 강릉시 교동 가작로 71,전세,1
강원도 강릉시 교동 가작로 78,매매,2
강원도 강릉시 교동 가작로 78,월세,1
강원도 강릉시 교동 가작로 78,전세,1
강원도 강릉시 교동 가작로 85,월세,1
강원도 강릉시 교동 교동광장로 138-12,매매,5
강원도 강릉시 교동 교동광장로 138-12,월세,1
강원도 강릉시 교동 교동광장로 138-15,매매,2
강원도 강릉시 교동 교동광장로 138-15,전세,1
강원도 강릉시 교동 교동광장로 163,매매,1
강원도 강릉시 교동 명륜로 109-4,매매,1
강원도 강릉시 교동 명륜로 95-7,매매,1
강원도 강릉시 교동 명륜로 95-8,월세,1
강원도 강릉시 교동 수리골길17번길 21,매매,1
강원도 강릉시 교동 수리골길17번길 35,매매,2
강원도 강릉시 교동 옛강일길 41,매매,1
강원도 강릉시 교동 원대로30번길 11,매매,4
강원도 강릉시 교동 정원로 53-4,월세,5
강원도 강릉시 교동 정원로 53-4,전세,2
강원도 강릉시 교동 정원로 53-9,매매,1
강원도 강릉시 교동 정원로 53-9,전세,1
강원도 강릉시 교동 종합운동장길 92,매매,3
강원도 강릉시 교동 하슬라로 124,매매,4
강원도 강릉시 교동 하슬라로 124,전세,1
강원도 강릉시 교동 하슬라로10번길 7,매매,1
강원도 강릉시 교동 화부산로 29,매매,2
강원도 강릉시 교동 화부산로141번길 45,매매,2
강원도 강릉시 교동 화부산로141번길 48,매매,1
강원도 강릉시 교동 화부산로40번길 29,매매,1
강원도 강릉시 남문동 홍제로 7-17,매매,1
강원도 강릉시 남항진동 공항길127번길 22,매매,6
강원도 강릉시 내곡동 강변로 114,매매,3
강원도 강릉시 내곡동 강변로 114,전세,1
강원도 강릉시 내곡동 강변로172번안길 12-2,월세,1
강원도 강릉시 내곡동 관대길 63,매매,1
강원도 강릉시 내곡동 관대길16번길 6,매매,1
강원도 강릉시 내곡동 남부로125번길 37,매매,1
강원도 강릉시 내곡동 남산초교길 49,전세,2
강원도 강릉시 내곡동 범일로 528,매매,4
강원도 강릉시 내곡동 범일로 528,월세,1
강원도 강릉시 내곡동 범일로 645,매매,2
강원도 강릉시 노암동 강변로 270,매매,3
강원도 강릉시 노암동 강변로 328-8,매매,4
강원도 강릉시 노암동 남부로125번길 11,매매,1
강원도 강릉시 노암동 남부로125번길 23,매매,1
강원도 강릉시 노암동 남부로125번길 23,월세,1
강원도 강릉시 노암동 남부로125번길 7,매매,2
강원도 강릉시 노암동 남부로125번길 7,월세,1
강원도 강릉시 노암동 남부로125번길 7,전세,1
강원도 강릉시 노암동 남부로163번길 20,매매,1
강원도 강릉시 노암동 남부로191번길 21,매매,2
강원도 강릉시 노암동 노가니남길 25,매매,2
강원도 강릉시 노암동 노가니남길 25,전세,1
강원도 강릉시 노암동 노암길42번길 28,매매,4
강원도 강릉시 노암동 율곡로 2733,매매,1
강원도 강릉시 노암동 율곡로 2733,전세,3
강원도 강릉시 노암동 임영로26번길 10,매매,2
강원도 강릉시 대전동 과학단지로21번길 5-30,매매,1
강원도 강릉시 대전동 과학단지로21번길 5-30,월세,1
강원도 강릉시 송정동 경강로 2448,매매,1
강원도 강릉시 송정동 경강로 2511,매매,2
강원도 강릉시 송정동 경강로 2511,전세,1
강원도 강릉시 송정동 경강로2533번길 3-5,전세,2
강원도 강릉시 송정동 남강초교1길 55,매매,3
강원도 강릉시 송정동 팔송길 26,매매,2
강원도 강릉시 송정동 팔송길 26,전세,1
강원도 강릉시 송정동 해안로 107,전세,1
강원도 강릉시 송정동 해안로 93-8,매매,1
강원도 강릉시 송정동 해안로 93-8,전세,2
강원도 강릉시 연곡면 영진리 연주로 162,전세,1
강원도 강릉시 연곡면 영진리 영진3길 15,전세,1
강원도 강릉시 연곡면 영진리 영진3길 38,전세,2
강원도 강릉시 연곡면 영진리 영진3길 43,월세,1
강원도 강릉시 연곡면 영진리 영진길 33,월세,1
강원도 강릉시 옥계면 현내리 현내시장길 52,매매,1
강원도 강릉시 유천동 사임당로 180,매매,2
강원도 강릉시 유천동 선수촌로 113,전세,1
강원도 강릉시 임당동 경강로2095번길 6-1,매매,1
강원도 강릉시 입암동 강변로 364,월세,1
강원도 강릉시 입암동 강변로 458,매매,2
강원도 강릉시 입암동 강변로 508,월세,1
강원도 강릉시 입암동 강변로 508,전세,1
강원도 강릉시 입암동 강변로 510,월세,1
강원도 강릉시 입암동 강변로410번길 27,월세,1
강원도 강릉시 입암동 강변로410번길 31-5,매매,3
강원도 강릉시 입암동 강변로410번길 31-5,월세,4
강원도 강릉시 입암동 강변로410번길 31-5,전세,2
강원도 강릉시 입암동 강변로410번길 37,매매,1
강원도 강릉시 입암동 강변로440번길 30,매매,2
강원도 강릉시 입암동 강중길 13,매매,1
강원도 강릉시 입암동 성덕로 316-22,매매,5
강원도 강릉시 입암동 성덕로 328-15,매매,8
강원도 강릉시 입암동 성덕로 328-15,전세,1
강원도 강릉시 입암동 성덕포남로 39,매매,10
강원도 강릉시 입암동 성덕포남로 39,월세,2
강원도 강릉시 입암동 성덕포남로 39,전세,9
강원도 강릉시 입암동 성덕포남로 89,매매,2
강원도 강릉시 입암동 성덕포남로 89,월세,1
강원도 강릉시 입암동 성덕포남로 89,전세,1
강원도 강릉시 입암동 성덕포남로 89-17,월세,2
강원도 강릉시 입암동 성덕포남로 89-17,전세,1
강원도 강릉시 입암동 용지로 19,매매,8
강원도 강릉시 입암동 월대산로 57,매매,1
강원도 강릉시 입암동 입암로29번길 11,매매,5
강원도 강릉시 저동 경포로463번안길 14,매매,3
강원도 강릉시 저동 경포로463번안길 14,전세,2
강원도 강릉시 주문진읍 교항리 보리골길 26,매매,4
강원도 강릉시 주문진읍 교항리 보리골길 26,전세,2
강원도 강릉시 주문진읍 교항리 연주로 241-7,매매,2
강원도 강릉시 주문진읍 교항리 웃사다리4길 20,매매,2
강원도 강릉시 주문진읍 주문리 오리나루2길 25,매매,1
강원도 강릉시 주문진읍 주문리 주문로 144,매매,1
강원도 강릉시 지변동 죽헌길85번길 25,매매,1
강원도 강릉시 초당동 연당길 67-15,매매,2
강원도 강릉시 초당동 연당길 75,매매,2
강원도 강릉시 초당동 초당원길 21,매매,4
강원도 강릉시 초당동 초당원길 26-2,매매,3
강원도 강릉시 포남동 가작로259번길 8-3,매매,1
강원도 강릉시 포남동 경강로 2217,매매,1
강원도 강릉시 포남동 경강로2234번길 15,매매,1
강원도 강릉시 포남동 경강로2256번길 12,월세,1
강원도 강릉시 포남동 경강로2256번길 3,매매,1
강원도 강릉시 포남동 경강로2267번길 6,매매,1
강원도 강릉시 포남동 경강로2301번길 22,매매,2
강원도 강릉시 포남동 난설헌로78번길 29-17,전세,1
강원도 강릉시 포남동 난설헌로78번길 29-9,매매,1
강원도 강릉시 포남동 명륜로121번길 20,매매,1
강원도 강릉시 포남동 보래미상길 65,매매,8
강원도 강릉시 포남동 보래미상길 65,전세,2
강원도 강릉시 포남동 보래미하길53번길 9,매매,1
강원도 강릉시 포남동 산양큰길 37,매매,3
강원도 강릉시 포남동 성덕포남로146번길 26,매매,1
강원도 강릉시 포남동 하평3길 37,매매,4
강원도 강릉시 포남동 하평3길 37,전세,1
강원도 강릉시 포남동 하평길 41,매매,1
강원도 강릉시 포남동 하평길 55,월세,2
강원도 강릉시 홍제동 선수촌로 10,매매,7
강원도 강릉시 홍제동 선수촌로 10,월세,1
강원도 강릉시 홍제동 선수촌로 10,전세,2
강원도 강릉시 홍제동 선수촌로 55,매매,2
강원도 강릉시 홍제동 선수촌로 55,전세,2
강원도 강릉시 홍제동 선수촌로 79-29,전세,1
강원도 강릉시 홍제동 토성로 39,매매,2
강원도 강릉시 홍제동 토성로 51,전세,1
강원도 강릉시 홍제동 토성로 56,매매,1
강원도 강릉시 홍제동 토성로 56,전세,1
강원도 강릉시 홍제동 홍제로 34,매매,1
강원도 강릉시 회산동 강변로 58,월세,3
강원도 강릉시 회산동 관솔길12번길 14-7,전세,1
강원도 강릉시 회산동 회산로 313,월세,1
강원도 강릉시 회산동 회산로 344,매매,1
강원도 강릉시 회산동 회산로 344,전세,1
강원도 강릉시 회산동 회산로383번길 37,매매,2
강원도 고성군 간성읍 상리 수성로 126,전세,1
강원도 고성군 간성읍 상리 수성로 126-5,매매,2
강원도 고성군 간성읍 상리 수성로 126-5,월세,1
강원도 고성군 간성읍 신안리 남천마루2길 6,매매,3
강원도 고성군 간성읍 신안리 남천마루2길 6,월세,1
강원도 고성군 거진읍 반암리 반암길 18-1,매매,1
강원도 고성군 토성면 청간리 아야진해변길 1,매매,2
강원도 동해시 구미동 구미3길 46,매매,3
강원도 동해시 구미동 구미4길 1,매매,1
강원도 동해시 동회동 청운1길 29,매매,4
강원도 동해시 동회동 청운1길 29,월세,1
강원도 동해시 동회동 청운1길 29,전세,1
강원도 동해시 동회동 효자남길 33-20,전세,3
강원도 동해시 동회동 효자로 636-2,매매,1
강원도 동해시 묵호진동 일출로 151,매매,1
강원도 동해시 묵호진동 해맞이길 215,월세,1
강원도 동해시 묵호진동 해맞이길 231,매매,3
강원도 동해시 발한동 수원지2길 3-1,매매,1
강원도 동해시 발한동 지리골길 31,전세,1
강원도 동해시 발한동 지리골길 36,매매,1
강원도 동해시 발한동 해안로 635-15,매매,2
강원도 동해시 발한동 해안로 635-5,전세,2
강원도 동해시 부곡동 가마골길 26-5,매매,1
강원도 동해시 부곡동 가마골길 42-10,매매,1
강원도 동해시 부곡동 부곡4길 10,매매,3
강원도 동해시 부곡동 부곡4길 26,매매,1
강원도 동해시 부곡동 수원지1길 16,매매,1
강원도 동해시 부곡동 임항로 10,매매,1
강원도 동해시 부곡동 해안로 449,매매,1
강원도 동해시 북평동 단봉길 39,전세,2
강원도 동해시 북평동 단봉길 40,월세,2
강원도 동해시 북평동 단봉길 40,전세,1
강원도 동해시 북평동 전천로 270,전세,1
강원도 동해시 송정동 동해역길 19,월세,1
강원도 동해시 쇄운동 청운1길 16,월세,2
강원도 동해시 쇄운동 청운1길 16,전세,1
강원도 동해시 쇄운동 청운1길 30,월세,22
강원도 동해시 쇄운동 청운1길 30,전세,32
강원도 동해시 쇄운동 효자로 572-1,매매,2
강원도 동해시 쇄운동 효자로 572-1,월세,2
강원도 동해시 쇄운동 효자로 572-1,전세,3
강원도 동해시 쇄운동 효자로 586,전세,2
강원도 동해시 용정동 봉오동길 20,매매,1
강원도 동해시 용정동 봉오동길 22,월세,1
강원도 동해시 이도동 동해대로 4833,전세,1
강원도 동해시 이도동 배골길 32-4,월세,1
강원도 동해시 이도동 이원길 180,매매,1
강원도 동해시 이도동 이원길 180-2,전세,1
강원도 동해시 이도동 전천로 175-24,월세,1
강원도 동해시 이도동 전천로 175-24,전세,1
강원도 동해시 이로동 월평로 49,월세,1
강원도 동해시 천곡동 감추1길 8,매매,2
강원도 동해시 천곡동 대학로 31,매매,3
강원도 동해시 천곡동 동굴1길 80,매매,1
강원도 동해시 천곡동 동굴로 15,월세,1
강원도 동해시 천곡동 동굴로 34,매매,1
강원도 동해시 천곡동 동굴로 61-19,월세,1
강원도 동해시 천곡동 샘실1길 5,매매,5
강원도 동해시 천곡동 샘실1길 5,전세,2
강원도 동해시 천곡동 천곡로 15,매매,5
강원도 동해시 천곡동 천곡로 15,월세,2
강원도 동해시 천곡동 천곡로 15,전세,2
강원도 동해시 천곡동 천곡로 20,월세,1
강원도 동해시 천곡동 천곡로 56-3,매매,1
강원도 동해시 천곡동 천곡로 7,매매,2
강원도 동해시 천곡동 평릉길 14,매매,1
강원도 동해시 천곡동 평릉길 14,전세,1
강원도 동해시 천곡동 한섬로 8,매매,8
강원도 동해시 천곡동 한섬로 8,전세,2
강원도 동해시 평릉동 평릉1길 39,매매,3
강원도 동해시 평릉동 평원로 100,매매,1
강원도 동해시 평릉동 평원로 110,월세,5
강원도 동해시 평릉동 평원로 110,전세,3
강원도 동해시 평릉동 평원로 115,전세,1
강원도 동해시 효가동 양지길 20-1,매매,1
강원도 동해시 효가동 양지길 20-1,전세,1
강원도 동해시 효가동 양지길 20-2,매매,1
강원도 동해시 효가동 양지길 20-2,전세,1
강원도 삼척시 건지동 엑스포로 173,매매,1
강원도 삼척시 건지동 엑스포로 174,월세,1
강원도 삼척시 교동 교동로 133,매매,3
강원도 삼척시 교동 교동로 97,매매,3
강원도 삼척시 교동 대학로 83,월세,1
강원도 삼척시 교동 동해대로 4183,매매,4
강원도 삼척시 교동 동해대로 4273,매매,2
강원도 삼척시 교동 정상로 81,매매,3
강원도 삼척시 교동 정상로 81,월세,3
강원도 삼척시 교동 정상로 90,매매,3
강원도 삼척시 교동 하실길 72,매매,6
강원도 삼척시 교동 하실길 72,월세,1
강원도 삼척시 교동 하실길 72,전세,1
강원도 삼척시 남양동 남양길 63-24,월세,2
강원도 삼척시 남양동 남양안길 52,매매,1
강원도 삼척시 남양동 봉황로 31,매매,1
강원도 삼척시 남양동 사대3길 17,매매,2
강원도 삼척시 남양동 사대길 52-18,매매,1
강원도 삼척시 남양동 중앙시장1길 22-23,매매,1
강원도 삼척시 당저동 사대1길 25-34,매매,1
강원도 삼척시 읍중동 오십천로 410,매매,1
강원도 삼척시 정상동 동해대로 4044-13,매매,7
강원도 삼척시 정상동 동해대로 4122-20,매매,2
강원도 삼척시 정상동 영진서길 31,매매,1
강원도 삼척시 정상동 정상로 23,매매,1
강원도 삼척시 정상동 정상로 35,매매,3
강원도 삼척시 정상동 정상로 35,전세,1
강원도 삼척시 정상동 청석로 64,매매,4
강원도 삼척시 정상동 청석로 64,월세,1
강원도 삼척시 정상동 청석로 64,전세,1
강원도 삼척시 정상동 청석로 78,매매,1
강원도 속초시 교동 교동로1길 17,월세,2
강원도 속초시 교동 교동로7길 26,매매,1
강원도 속초시 교동 교동로7길 36,월세,1
강원도 속초시 교동 동해대로 4271,매매,3
강원도 속초시 교동 동해대로 4284,매매,8
강원도 속초시 교동 동해대로 4284,월세,1
강원도 속초시 교동 만리공원길 6,월세,1
강원도 속초시 교동 만천1길 43,매매,2
강원도 속초시 교동 만천1길 43,전세,2
강원도 속초시 교동 만천4길 1,매매,1
강원도 속초시 교동 만천4길 1,월세,1
강원도 속초시 교동 만천4길 32,매매,2
강원도 속초시 교동 만천8길 7,매매,1
강원도 속초시 교동 먹거리길 17,전세,1
강원도 속초시 교동 미시령로 3307,매매,2
강원도 속초시 교동 미시령로 3307,전세,1
강원도 속초시 교동 미시령로 3373-4,월세,1
강원도 속초시 교동 미시령로 3409,매매,2
강원도 속초시 교동 미시령로3337번길 20,매매,1
강원도 속초시 교동 미시령로3337번길 7,매매,5
강원도 속초시 교동 미시령로3337번길 7,전세,1
강원도 속초시 교동 미시령로3359번길 15,매매,9
강원도 속초시 교동 미시령로3359번길 15,전세,2
강원도 속초시 교동 미시령로3359번길 39,매매,1
강원도 속초시 교동 미시령로3359번길 4,매매,2
강원도 속초시 교동 미시령로3359번길 4,전세,1
강원도 속초시 교동 미시령로3359번길 5,매매,2
강원도 속초시 교동 미시령로3359번길 5,전세,2
강원도 속초시 교동 미시령로3359번길 9,매매,2
강원도 속초시 교동 미시령로3359번길 9,전세,1
강원도 속초시 교동 미시령로3389번길 10,매매,3
강원도 속초시 교동 미시령로3389번길 10,전세,1
강원도 속초시 교동 밤골3길 27,월세,1
강원도 속초시 교동 밤골3길 27,전세,4
강원도 속초시 교동 밤골3길 39,매매,5
강원도 속초시 교동 번영로43번길 52,매매,2
강원도 속초시 교동 수복로 12,매매,2
강원도 속초시 금호동 미시령로 3421,매매,1
강원도 속초시 금호동 미시령로 3429,매매,2
강원도 속초시 금호동 미시령로 3439,매매,4
강원도 속초시 금호동 수복로 174,매매,3
강원도 속초시 동명동 번영로129번길 22,매매,3
강원도 속초시 동명동 번영로129번길 22,월세,1
강원도 속초시 동명동 번영로129번길 29-21,매매,1
강원도 속초시 동명동 번영로129번길 6,매매,1
강원도 속초시 동명동 영랑호반길 103,매매,1
강원도 속초시 동명동 영랑호반길 103,전세,1
강원도 속초시 동명동 우렁길 8,매매,1
강원도 속초시 동명동 중앙로 190,전세,1
강원도 속초시 설악동 청봉로1길 21,매매,2
강원도 속초시 영랑동 영랑로3길 22,매매,2
강원도 속초시 영랑동 영랑로7길 13,매매,1
강원도 속초시 영랑동 중앙로 346,매매,1
강원도 속초시 조양동 동해대로 3933-6,매매,1
강원도 속초시 조양동 동해대로 3933-6,전세,1
강원도 속초시 조양동 동해대로3950번길 26,매매,2
강원도 속초시 조양동 소평로 162,매매,11
강원도 속초시 조양동 소평로 162,전세,2
강원도 속초시 조양동 소평로 80,월세,3
강원도 속초시 조양동 온정로 23,월세,11
강원도 속초시 조양동 온정로 24,매매,4
강원도 속초시 조양동 온정로 24,전세,1
강원도 속초시 조양동 온정로 6,매매,6
강원도 속초시 조양동 온정로 6,월세,1
강원도 속초시 조양동 온정로1길 11-8,매매,2
강원도 속초시 조양동 온정로1길 11-8,월세,1
강원도 속초시 조양동 온정로1길 11-8,전세,2
강원도 속초시 조양동 온정로1길 30,매매,7
강원도 속초시 조양동 온정로1길 30,전세,6
강원도 속초시 조양동 조양로 163,매매,2
강원도 속초시 조양동 조양로 40,매매,2
강원도 속초시 조양동 조양로142번길 13,매매,1
강원도 속초시 조양동 조양로142번길 13,월세,1
강원도 속초시 조양동 조양로142번길 13,전세,2
강원도 속초시 조양동 조양로142번길 6,매매,2
강원도 속초시 조양동 조양로22번길 4,매매,1
강원도 속초시 조양동 청대로 207,매매,1
강원도 속초시 조양동 청대로 207,전세,1
강원도 속초시 조양동 청대로 210,전세,2
강원도 속초시 조양동 청대로 22-7,매매,4
강원도 속초시 조양동 청대로 22-7,전세,4
강원도 속초시 조양동 청대로 40,매매,5
강원도 속초시 조양동 청대로 8,매매,5
강원도 속초시 조양동 청대로 8,월세,1
강원도 속초시 조양동 청대로 8,전세,1
강원도 속초시 조양동 청대로204번길 40,매매,8
강원도 속초시 조양동 청대로204번길 40,월세,1
강원도 속초시 조양동 청대로204번길 40,전세,3
강원도 속초시 조양동 청대로232번길 15-19,매매,1
강원도 속초시 조양동 청대마을길 20,매매,1
강원도 속초시 조양동 청호로2길 46-4,전세,1
강원도 속초시 조양동 해오름로 149,전세,1
강원도 속초시 청호동 청호로 22,매매,6
강원도 속초시 청호동 청호로 22,월세,2
강원도 속초시 청호동 청호로 22,전세,8
강원도 양구군 양구읍 상리 박수근로365번길 20-13,매매,1
강원도 양구군 양구읍 상리 박수근로365번길 20-9,매매,2
강원도 양구군 양구읍 상리 중심로 126-9,매매,1
강원도 양구군 양구읍 상리 중심로 77-93,매매,1
강원도 양구군 양구읍 상리 청춘로 16,매매,3
강원도 양구군 양구읍 송청리 우정로 22,매매,1
강원도 양구군 양구읍 정림리 박수근로313번길 17,매매,1
강원도 양구군 양구읍 정림리 박수근로313번길 17,월세,2
강원도 양구군 양구읍 정림리 박수근로313번길 17,전세,2
강원도 양구군 양구읍 중리 관공서로16번길 5-12,월세,1
강원도 양구군 양구읍 중리 관공서로16번길 5-12,전세,1
강원도 양구군 양구읍 중리 관공서로16번길 5-9,전세,1
강원도 양양군 강현면 정암리 정암1길 13-24,매매,1
강원도 양양군 손양면 하왕도리 손중로 211-8,매매,1
강원도 양양군 손양면 하왕도리 손중로 211-8,전세,1
강원도 양양군 양양읍 구교리 북문길 22-13,매매,1
강원도 양양군 양양읍 구교리 북문길 22-13,전세,1
강원도 양양군 양양읍 구교리 북문길 22-18,매매,1
강원도 양양군 양양읍 서문리 고치물길 22,매매,1
강원도 양양군 양양읍 서문리 양양로 154-9,전세,1
강원도 양양군 양양읍 서문리 임천1길 26-3,매매,1
강원도 양양군 양양읍 월리 남대천로 99-14,전세,1
강원도 양양군 현남면 광진리 동해대로 611-7,매매,2
강원도 양양군 현남면 광진리 동해대로 611-7,월세,1
강원도 양양군 현남면 광진리 동해대로 611-7,전세,2
강원도 양양군 현북면 기사문리 동해대로 1269-17,매매,1
강원도 양양군 현북면 중광정리 동해대로 1611-7,매매,3
강원도 영월군 영월읍 덕포리 덕포하리1길 36-1,매매,1
강원도 영월군 영월읍 방절리 청령포로 213,매매,1
강원도 영월군 영월읍 영흥리 단종로 88,매매,1
강원도 영월군 영월읍 영흥리 영모전길 122-6,매매,1
강원도 영월군 영월읍 하송리 제방안길 64,월세,1
강원도 영월군 영월읍 하송리 중앙로 4,매매,1
강원도 영월군 영월읍 하송리 하송로 26,매매,1
강원도 원주시 개운동 개운로 30,매매,3
강원도 원주시 개운동 개운로 30,전세,1
강원도 원주시 개운동 남원로606번길 2,전세,1
강원도 원주시 개운동 서원대로 389,매매,4
강원도 원주시 개운동 서원대로 389,월세,1
강원도 원주시 개운동 치악로 1777,매매,1
강원도 원주시 개운동 치악로1735번길 56,매매,1
강원도 원주시 개운동 행구로 54,매매,1
강원도 원주시 관설동 나비허리길 188,매매,9
강원도 원주시 관설동 나비허리길 188,월세,3
강원도 원주시 관설동 나비허리길 188,전세,6
강원도 원주시 관설동 단관초교길 9,매매,5
강원도 원주시 관설동 단관초교길 9,월세,2
강원도 원주시 관설동 시청로 494,매매,2
강원도 원주시 관설동 시청로 494,월세,1
강원도 원주시 관설동 시청로 494,전세,1
강원도 원주시 관설동 시청로 496,매매,1
강원도 원주시 관설동 시청로 524,매매,9
강원도 원주시 관설동 시청로 524,월세,2
강원도 원주시 관설동 시청로 524,전세,2
강원도 원주시 단계동 로아노크로 15,전세,1
강원도 원주시 단계동 모란1길 52,매매,1
강원도 원주시 단계동 모란1길 52,전세,1
강원도 원주시 단계동 모래내길 50,매매,1
강원도 원주시 단계동 모래내길 50,전세,1
강원도 원주시 단계동 백간길 16,월세,1
강원도 원주시 단계동 백간길 17,매매,2
강원도 원주시 단계동 백간길 17,전세,1
강원도 원주시 단계동 백간길 53,매매,1
강원도 원주시 단계동 백간길 63,매매,1
강원도 원주시 단계동 백간길 63,전세,1
강원도 원주시 단계동 백간길 72,매매,2
강원도 원주시 단계동 백간길 80,매매,2
강원도 원주시 단계동 백간길 80,전세,1
강원도 원주시 단계동 봉화로 122,전세,3
강원도 원주시 단계동 봉화서부로 11,매매,2
강원도 원주시 단계동 봉화서부로 11,전세,2
강원도 원주시 단계동 봉화서부로 26,월세,24
강원도 원주시 단계동 봉화서부로 26,전세,5
강원도 원주시 단계동 북원로 2235-12,월세,2
강원도 원주시 단계동 서원대로 205,매매,20
강원도 원주시 단계동 서원대로 205,월세,1
강원도 원주시 단계동 서원대로 205,전세,1
강원도 원주시 단계동 원문로 158,매매,1
강원도 원주시 단계동 천사로 10,전세,1
강원도 원주시 단계동 천사로 106,전세,1
강원도 원주시 단계동 천사로 90-1,전세,1
강원도 원주시 단구동 강변로 119,매매,1
강원도 원주시 단구동 나비허리길 22,매매,3
강원도 원주시 단구동 나비허리길 57,매매,3
강원도 원주시 단구동 남원로 492,매매,3
강원도 원주시 단구동 남원로 494,매매,2
강원도 원주시 단구동 남원로 494,월세,3
강원도 원주시 단구동 남원로 494,전세,2
강원도 원주시 단구동 남원로 496,매매,1
강원도 원주시 단구동 남원로 524,매매,7
강원도 원주시 단구동 남원로 524,월세,1
강원도 원주시 단구동 남원로 524,전세,1
강원도 원주시 단구동 남원로 526,매매,1
강원도 원주시 단구동 남원로 526,월세,2
강원도 원주시 단구동 남원로 526,전세,2
강원도 원주시 단구동 늘품로 16,매매,1
강원도 원주시 단구동 늘품로 38,매매,2
강원도 원주시 단구동 늘품로 6,월세,1
강원도 원주시 단구동 늘품로 6,전세,2
강원도 원주시 단구동 단관공원길 111,전세,1
강원도 원주시 단구동 단구로 250,매매,3
강원도 원주시 단구동 단구로 250,월세,1
강원도 원주시 단구동 단구로 250,전세,1
강원도 원주시 단구동 단구로 304,전세,2
강원도 원주시 단구동 단구로 406,전세,1
강원도 원주시 단구동 단구로 408,전세,2
강원도 원주시 단구동 단구로 411,매매,2
강원도 원주시 단구동 단구로 412,월세,1
강원도 원주시 단구동 단구로 412,전세,5
강원도 원주시 단구동 단구로 413,매매,2
강원도 원주시 단구동 단구로 416,전세,7
강원도 원주시 단구동 단구로 418,매매,5
강원도 원주시 단구동 단구로 418,전세,2
강원도 원주시 단구동 단구로 424,매매,1
강원도 원주시 단구동 단구초교길 11,매매,2
강원도 원주시 단구동 단구초교길 11,월세,1
강원도 원주시 단구동 단구초교길 11,전세,1
강원도 원주시 단구동 서원대로 380,매매,1
강원도 원주시 단구동 서원대로 380,월세,1
강원도 원주시 단구동 서원대로 427,매매,2
강원도 원주시 단구동 치악로 1634,매매,1
강원도 원주시 단구동 치악로 1650,전세,1
강원도 원주시 단구동 치악로 1652,월세,1
강원도 원주시 명륜동 남산로 30,매매,1
강원도 원주시 명륜동 남산로 30,월세,1
강원도 원주시 명륜동 남산로 30,전세,1
강원도 원주시 명륜동 남산로48번길 50,월세,1
강원도 원주시 명륜동 남원로 441,매매,1
강원도 원주시 명륜동 남원로 661,매매,1
강원도 원주시 명륜동 남원로 661,월세,2
강원도 원주시 명륜동 남원로469번길 81,매매,2
강원도 원주시 명륜동 남원로527번길 23,매매,1
강원도 원주시 명륜동 남원로527번길 61,매매,10
강원도 원주시 명륜동 남원로527번길 61,월세,1
강원도 원주시 명륜동 남원로527번길 61,전세,2
강원도 원주시 명륜동 무실로 155,매매,2
강원도 원주시 명륜동 무실로55번길 65,매매,2
강원도 원주시 명륜동 무실로55번길 65,전세,1
강원도 원주시 명륜동 서원대로 308,매매,1
강원도 원주시 명륜동 시청로 255,전세,1
강원도 원주시 명륜동 예술관길 32,매매,3
강원도 원주시 명륜동 예술관길 32,월세,1
강원도 원주시 명륜동 예술관길 32,전세,1
강원도 원주시 명륜동 한지공원길 102,매매,1
강원도 원주시 명륜동 향교길 53,전세,1
강원도 원주시 무실동 만대로 119,매매,1
강원도 원주시 무실동 만대로 119,월세,1
강원도 원주시 무실동 만대로 119,전세,1
강원도 원주시 무실동 만대로 21,월세,2
강원도 원주시 무실동 만대로 21,전세,1
강원도 원주시 무실동 만대로 89,매매,1
강원도 원주시 무실동 만대로 89,전세,2
강원도 원주시 무실동 만대로 96,월세,3
강원도 원주시 무실동 무실로 300,월세,5
강원도 원주시 무실동 무실로 380,전세,6
강원도 원주시 무실동 무실로 382,매매,3
강원도 원주시 무실동 무실로 382,월세,1
강원도 원주시 무실동 무실로 382,전세,3
강원도 원주시 무실동 무실로 415,매매,2
강원도 원주시 무실동 무실로 455,매매,6
강원도 원주시 무실동 시청로 64,매매,2
강원도 원주시 무실동 시청로 68,월세,4
강원도 원주시 무실동 시청로 88,매매,7
강원도 원주시 무실동 시청로 88,전세,3
강원도 원주시 무실동 시청로 89-16,전세,1
강원도 원주시 무실동 시청로 90,매매,3
강원도 원주시 무실동 시청로 90,전세,1
강원도 원주시 무실동 시청로 92,매매,8
강원도 원주시 무실동 시청로 92,월세,1
강원도 원주시 무실동 시청로 92,전세,2
강원도 원주시 문막읍 건등리 건등로 67,매매,1
강원도 원주시 문막읍 건등리 원문로 1684,월세,7
강원도 원주시 문막읍 건등리 원문로 1700,월세,1
강원도 원주시 문막읍 건등리 원문로 1700,전세,5
강원도 원주시 문막읍 동화리 왕건로 77,월세,1
강원도 원주시 문막읍 동화리 왕건로 77,전세,1
강원도 원주시 문막읍 동화리 왕건로 80,월세,6
강원도 원주시 문막읍 동화리 왕건로 80,전세,23
강원도 원주시 문막읍 동화리 원문로 1578,월세,1
강원도 원주시 문막읍 동화리 원문로 1578,전세,1
강원도 원주시 문막읍 포진리 삼괴정길 6,전세,1
