address,detail,sgg
부산광역시 수영구 민락동 광안해변로 418,월세,1
부산광역시 수영구 민락동 광안해변로 418,전세,1
부산광역시 수영구 민락동 광안해변로 446,매매,1
부산광역시 수영구 민락동 광안해변로 446,월세,1
부산광역시 수영구 민락동 광안해변로279번길 29,전세,1
부산광역시 수영구 민락동 광안해변로295번길 4-11,월세,1
부산광역시 수영구 민락동 광안해변로307번길 11,전세,1
부산광역시 수영구 민락동 광안해변로312번길 11,매매,1
부산광역시 수영구 민락동 광안해변로312번길 11,전세,1
부산광역시 수영구 민락동 광안해변로326번길 10,전세,5
부산광역시 수영구 민락동 광안해변로326번길 32,전세,4
부산광역시 수영구 민락동 광안해변로326번길 9,전세,1
부산광역시 수영구 민락동 무학로63번길 142,매매,1
부산광역시 수영구 민락동 무학로63번길 142,전세,3
부산광역시 수영구 민락동 민락로12번길 6,매매,1
부산광역시 수영구 민락동 민락로14번길 32,매매,1
부산광역시 수영구 민락동 민락로6번길 54,전세,1
부산광역시 수영구 민락동 민락본동로11번길 13,전세,1
부산광역시 수영구 민락동 민락본동로11번길 30,전세,1
부산광역시 수영구 민락동 민락본동로19번길 19-3,전세,2
부산광역시 수영구 민락동 민락본동로19번길 6,월세,1
부산광역시 수영구 민락동 민락수변로7번길 60,매매,1
부산광역시 수영구 민락동 민락수변로7번길 60,전세,1
부산광역시 수영구 민락동 수영로 754,월세,1
부산광역시 수영구 민락동 수영로 754,전세,4
부산광역시 수영구 민락동 수영로 776,매매,3
부산광역시 수영구 민락동 수영로 776,전세,5
부산광역시 수영구 수영동 구락로16번길 10,전세,1
부산광역시 수영구 수영동 구락로16번길 4,전세,1
부산광역시 수영구 수영동 구락로16번길 8,전세,1
부산광역시 수영구 수영동 구락로25번가길 3,월세,1
부산광역시 수영구 수영동 구락로43번가길 31,매매,12
부산광역시 수영구 수영동 망미번영로52번길 87-5,전세,1
부산광역시 수영구 수영동 망미번영로52번길 90,전세,1
부산광역시 수영구 수영동 수미로14번길 35,매매,1
부산광역시 수영구 수영동 수미로86번길 11,월세,1
부산광역시 수영구 수영동 수영로 691-3,매매,1
부산광역시 수영구 수영동 수영로 691-3,전세,1
부산광역시 수영구 수영동 수영로725번길 47,전세,1
부산광역시 수영구 수영동 수영로725번길 53,월세,2
부산광역시 수영구 수영동 수영로741번길 20,매매,6
부산광역시 수영구 수영동 수영로741번길 20,전세,2
부산광역시 수영구 수영동 수영로741번길 46,매매,2
부산광역시 수영구 수영동 수영로741번길 46,전세,1
부산광역시 수영구 수영동 연수로379번길 5,매매,1
부산광역시 수영구 수영동 연수로401번길 20,월세,1
부산광역시 수영구 수영동 연수로415번길 19,전세,1
부산광역시 연제구 거제동 거제대로 198,매매,5
부산광역시 연제구 거제동 거제대로 198,전세,1
부산광역시 연제구 거제동 거제대로108번길 6,월세,1
부산광역시 연제구 거제동 거제대로114번길 31,매매,1
부산광역시 연제구 거제동 거제대로136번길 30,매매,1
부산광역시 연제구 거제동 거제대로214번길 6,매매,1
부산광역시 연제구 거제동 거제대로96번길 14,월세,1
부산광역시 연제구 거제동 거제시장로21번길 41,전세,1
부산광역시 연제구 거제동 거제천로 233,매매,4
부산광역시 연제구 거제동 거제천로269번길 31,매매,1
부산광역시 연제구 거제동 거제천로269번길 31,월세,1
부산광역시 연제구 거제동 거제천로87번길 30,매매,1
부산광역시 연제구 거제동 명륜로 14,매매,1
부산광역시 연제구 거제동 법원로 42,전세,2
부산광역시 연제구 거제동 법원북로 13,매매,1
부산광역시 연제구 거제동 법원북로 13,전세,1
부산광역시 연제구 거제동 법원북로 16,매매,3
부산광역시 연제구 거제동 법원북로 16,전세,3
부산광역시 연제구 거제동 법원북로 34,매매,2
부산광역시 연제구 거제동 법원북로 34,월세,1
부산광역시 연제구 거제동 법원북로 34,전세,3
부산광역시 연제구 거제동 법원북로 93,매매,1
부산광역시 연제구 거제동 법원북로 93,월세,1
부산광역시 연제구 거제동 법원북로 93,전세,1
부산광역시 연제구 거제동 세병로 44,매매,4
부산광역시 연제구 거제동 세병로 68,매매,2
부산광역시 연제구 거제동 아시아드대로22번길 36,매매,4
부산광역시 연제구 거제동 아시아드대로28번길 9,매매,1
부산광역시 연제구 거제동 아시아드대로28번길 9,전세,1
부산광역시 연제구 거제동 아시아드대로46번길 15,매매,1
부산광역시 연제구 거제동 온천천공원길 4,매매,2
부산광역시 연제구 거제동 온천천공원길 4,전세,1
부산광역시 연제구 거제동 월드컵대로 196,매매,1
부산광역시 연제구 거제동 월드컵대로 266,전세,1
부산광역시 연제구 거제동 월드컵대로 325,매매,1
부산광역시 연제구 거제동 월드컵대로235번길 15,월세,1
부산광역시 연제구 거제동 월드컵대로243번길 19,매매,4
부산광역시 연제구 거제동 월드컵대로252번길 17,전세,1
부산광역시 연제구 거제동 월드컵대로252번길 5,매매,1
부산광역시 연제구 거제동 월드컵대로252번길 5,월세,1
부산광역시 연제구 거제동 중앙대로 1180-1,매매,1
부산광역시 연제구 거제동 중앙대로1226번길 30,매매,1
부산광역시 연제구 거제동 중앙대로1226번길 4,매매,2
부산광역시 연제구 거제동 중앙대로1226번길 4,전세,1
부산광역시 연제구 거제동 중앙대로1235번길 23-10,매매,1
부산광역시 연제구 거제동 해맞이로 23,매매,2
부산광역시 연제구 거제동 해맞이로61번길 8,전세,1
부산광역시 연제구 거제동 해맞이로77번길 37,매매,1
부산광역시 연제구 거제동 해맞이로89번길 28-1,매매,1
부산광역시 연제구 거제동 화지로 84,매매,1
부산광역시 연제구 거제동 화지로 84,전세,4
부산광역시 연제구 거제동 화지로76번길 11,매매,1
부산광역시 연제구 연산동 거제천로104번길 23,월세,1
부산광역시 연제구 연산동 거제천로118번길 34,월세,1
부산광역시 연제구 연산동 거제천로118번길 40,월세,1
부산광역시 연제구 연산동 거제천로118번길 51,월세,1
부산광역시 연제구 연산동 거제천로118번길 54,전세,2
부산광역시 연제구 연산동 거제천로118번길 60,월세,3
부산광역시 연제구 연산동 거제천로118번길 62,월세,1
부산광역시 연제구 연산동 거제천로118번길 64-2,전세,1
부산광역시 연제구 연산동 거제천로124번길 36,전세,2
부산광역시 연제구 연산동 거제천로124번길 40,전세,1
부산광역시 연제구 연산동 거제천로124번길 60,월세,1
부산광역시 연제구 연산동 거제천로124번길 60,전세,1
부산광역시 연제구 연산동 거제천로146번길 25,월세,1
부산광역시 연제구 연산동 거제천로146번길 39,전세,4
부산광역시 연제구 연산동 거제천로146번길 47,월세,1
부산광역시 연제구 연산동 거제천로146번길 64,월세,1
부산광역시 연제구 연산동 거제천로152번길 27,월세,1
부산광역시 연제구 연산동 거제천로152번길 34,전세,1
부산광역시 연제구 연산동 거제천로154번길 41,전세,1
부산광역시 연제구 연산동 거제천로230번길 53,매매,1
부산광역시 연제구 연산동 거제천로230번길 53,전세,1
부산광역시 연제구 연산동 거제천로230번길 71,전세,2
부산광역시 연제구 연산동 고분로 136,월세,1
부산광역시 연제구 연산동 고분로 200,매매,13
부산광역시 연제구 연산동 고분로 200,월세,1
부산광역시 연제구 연산동 고분로 200,전세,2
부산광역시 연제구 연산동 고분로 260,전세,1
부산광역시 연제구 연산동 고분로 270,매매,2
부산광역시 연제구 연산동 고분로 270,전세,3
부산광역시 연제구 연산동 고분로 280,매매,2
부산광역시 연제구 연산동 고분로 280,전세,1
부산광역시 연제구 연산동 고분로 60-1,매매,1
부산광역시 연제구 연산동 고분로112번길 18,매매,1
부산광역시 연제구 연산동 고분로112번길 23,매매,2
부산광역시 연제구 연산동 고분로235번길 57,전세,1
부산광역시 연제구 연산동 고분로236번길 13,매매,1
부산광역시 연제구 연산동 고분로98번길 16,매매,3
부산광역시 연제구 연산동 고분로98번길 16,월세,1
부산광역시 연제구 연산동 과정로 173,매매,1
부산광역시 연제구 연산동 과정로 173,전세,1
부산광역시 연제구 연산동 과정로 179,매매,1
부산광역시 연제구 연산동 과정로 211,매매,2
부산광역시 연제구 연산동 과정로 262,매매,1
부산광역시 연제구 연산동 과정로 74,매매,3
부산광역시 연제구 연산동 과정로132번길 54,월세,1
부산광역시 연제구 연산동 과정로191번다길 29,매매,1
부산광역시 연제구 연산동 과정로290번길 8,전세,1
부산광역시 연제구 연산동 과정로294번길 30,월세,1
부산광역시 연제구 연산동 과정로343번길 43,매매,11
부산광역시 연제구 연산동 과정로343번길 43,월세,1
부산광역시 연제구 연산동 과정로343번길 43,전세,3
부산광역시 연제구 연산동 과정로344번길 22,매매,1
부산광역시 연제구 연산동 금련로 27,전세,1
부산광역시 연제구 연산동 금련로30번길 14,매매,1
부산광역시 연제구 연산동 금련로42번길 13,매매,1
부산광역시 연제구 연산동 금련로9번길 6,전세,1
부산광역시 연제구 연산동 대리로22번길 118,매매,1
부산광역시 연제구 연산동 대리로5번길 41,전세,2
부산광역시 연제구 연산동 마곡천로 54,매매,1
부산광역시 연제구 연산동 마곡천로 54,전세,1
부산광역시 연제구 연산동 묘봉산로 4,매매,2
부산광역시 연제구 연산동 반송로 80,매매,3
부산광역시 연제구 연산동 반송로 80,월세,1
부산광역시 연제구 연산동 배산로 10-1,전세,1
부산광역시 연제구 연산동 배산로 36,매매,1
부산광역시 연제구 연산동 배산북로 31,매매,2
부산광역시 연제구 연산동 배산북로12번길 30,전세,1
부산광역시 연제구 연산동 봉수로 15,매매,2
부산광역시 연제구 연산동 세병로 34,전세,1
부산광역시 연제구 연산동 세병로 5,매매,4
부산광역시 연제구 연산동 세병로 5,월세,1
부산광역시 연제구 연산동 세병로 5,전세,1
부산광역시 연제구 연산동 세병로24번길 35,매매,1
부산광역시 연제구 연산동 시청로 12,매매,5
부산광역시 연제구 연산동 시청로 12,월세,1
부산광역시 연제구 연산동 시청로 12,전세,3
부산광역시 연제구 연산동 시청로 6,매매,3
부산광역시 연제구 연산동 시청로 6,전세,2
부산광역시 연제구 연산동 신금로 4,전세,3
부산광역시 연제구 연산동 신금로17번길 59,매매,1
부산광역시 연제구 연산동 신촌로 12,매매,3
부산광역시 연제구 연산동 신촌로 12,전세,1
부산광역시 연제구 연산동 신촌로 28,월세,2
부산광역시 연제구 연산동 신촌로23번길 40-6,전세,1
부산광역시 연제구 연산동 쌍미천로 122,매매,1
부산광역시 연제구 연산동 쌍미천로129번길 3,전세,1
부산광역시 연제구 연산동 쌍미천로141번길 10,월세,1
부산광역시 연제구 연산동 쌍미천로161번길 19,월세,1
부산광역시 연제구 연산동 쌍미천로161번길 19,전세,1
부산광역시 연제구 연산동 쌍미천로162번길 20,전세,2
부산광역시 연제구 연산동 쌍미천로47번길 31,매매,1
부산광역시 연제구 연산동 쌍미천로87번길 12,전세,1
부산광역시 연제구 연산동 쌍미천로93번길 10,전세,1
부산광역시 연제구 연산동 안연로 33,매매,5
부산광역시 연제구 연산동 안연로 33,월세,1
부산광역시 연제구 연산동 안연로 33,전세,1
부산광역시 연제구 연산동 안연로7번길 59,월세,1
부산광역시 연제구 연산동 연미로 14,매매,2
부산광역시 연제구 연산동 연미로 14,월세,1
부산광역시 연제구 연산동 연수로 103,월세,1
부산광역시 연제구 연산동 연수로 103,전세,1
부산광역시 연제구 연산동 연수로 110,매매,1
부산광역시 연제구 연산동 연수로 130,매매,1
부산광역시 연제구 연산동 연수로 130,월세,1
부산광역시 연제구 연산동 연수로 130,전세,2
부산광역시 연제구 연산동 연수로 233,전세,3
부산광역시 연제구 연산동 연수로82번길 12,월세,1
부산광역시 연제구 연산동 연수로87번길 51,월세,1
부산광역시 연제구 연산동 연제로 21,매매,1
부산광역시 연제구 연산동 연제로 7,매매,1
부산광역시 연제구 연산동 연제로27번길 8,월세,1
부산광역시 연제구 연산동 연제로8번길 29,매매,1
부산광역시 연제구 연산동 연제로8번길 30,매매,3
부산광역시 연제구 연산동 연제로8번길 75,매매,1
부산광역시 연제구 연산동 온천천남로 110,매매,8
부산광역시 연제구 연산동 온천천남로 110,월세,1
부산광역시 연제구 연산동 온천천남로 110,전세,2
부산광역시 연제구 연산동 월드컵대로 173,월세,1
부산광역시 연제구 연산동 월드컵대로 30,전세,1
부산광역시 연제구 연산동 월드컵대로 55,매매,1
부산광역시 연제구 연산동 월드컵대로114번길 25,월세,2
부산광역시 연제구 연산동 월드컵대로114번길 25,전세,1
부산광역시 연제구 연산동 월드컵대로119번길 32,월세,2
부산광역시 연제구 연산동 월드컵대로119번길 32,전세,1
부산광역시 연제구 연산동 월드컵대로119번길 55,전세,2
부산광역시 연제구 연산동 월드컵대로145번길 75,매매,1
부산광역시 연제구 연산동 월드컵대로145번길 75,전세,1
부산광역시 연제구 연산동 월드컵대로145번길 82,월세,1
부산광역시 연제구 연산동 월드컵대로153번길 18,전세,1
부산광역시 연제구 연산동 월드컵대로153번길 34,전세,1
부산광역시 연제구 연산동 월드컵대로165번길 71,월세,1
부산광역시 연제구 연산동 월드컵대로165번길 71,전세,1
부산광역시 연제구 연산동 월드컵대로91번가길 33,매매,1
부산광역시 연제구 연산동 월드컵대로91번가길 35,전세,1
부산광역시 연제구 연산동 월드컵대로91번길 10,월세,1
부산광역시 연제구 연산동 월드컵대로99번길 32-2,월세,1
부산광역시 연제구 연산동 월드컵대로99번길 37,매매,1
부산광역시 연제구 연산동 좌수영로 225,매매,1
부산광역시 연제구 연산동 중앙대로 1080,매매,1
부산광역시 연제구 연산동 중앙대로 1164,매매,1
부산광역시 연제구 연산동 중앙대로1038번길 54,월세,1
부산광역시 연제구 연산동 중앙대로1038번길 54,전세,2
부산광역시 연제구 연산동 중앙대로1038번길 59-6,매매,1
부산광역시 연제구 연산동 중앙대로1043번길 34,매매,1
부산광역시 연제구 연산동 중앙대로1043번길 34,월세,2
부산광역시 연제구 연산동 중앙대로1043번길 6,월세,1
부산광역시 연제구 연산동 중앙대로1050번길 19,월세,1
부산광역시 연제구 연산동 중앙대로1054번길 12,전세,1
부산광역시 연제구 연산동 중앙대로1054번길 14,전세,1
부산광역시 연제구 연산동 중앙대로1054번길 27,매매,1
부산광역시 연제구 연산동 중앙대로1056번길 10,전세,1
부산광역시 연제구 연산동 중앙대로1065번길 47,전세,1
부산광역시 연제구 연산동 중앙대로1066번길 10,전세,1
부산광역시 연제구 연산동 중앙대로1075번길 47,월세,1
부산광역시 연제구 연산동 중앙대로1075번길 47,전세,1
부산광역시 연제구 연산동 중앙대로1076번길 43,전세,1
부산광역시 연제구 연산동 중앙대로1076번길 49,전세,1
부산광역시 연제구 연산동 중앙대로1076번길 55,월세,1
부산광역시 연제구 연산동 중앙대로1124번길 14,매매,1
부산광역시 연제구 연산동 중앙대로1134번길 34,매매,2
부산광역시 연제구 연산동 중앙대로1134번길 34,월세,1
부산광역시 연제구 연산동 중앙대로1134번길 34,전세,1
부산광역시 연제구 연산동 중앙대로1150번길 25,전세,1
부산광역시 연제구 연산동 중앙대로990번길 19,월세,1
부산광역시 연제구 연산동 중앙천로14번길 15,월세,1
부산광역시 연제구 연산동 중앙천로37번가길 10,월세,1
부산광역시 연제구 연산동 토곡남로 11,매매,1
부산광역시 연제구 연산동 토곡남로 15,매매,4
부산광역시 연제구 연산동 토곡로 50-2,매매,1
부산광역시 연제구 연산동 토현로 10,매매,18
부산광역시 연제구 연산동 토현로 10,월세,8
부산광역시 연제구 연산동 토현로 10,전세,8
부산광역시 영도구 남항동1가 절영로 48,전세,1
부산광역시 영도구 남항동1가 절영로35번길 46,매매,1
부산광역시 영도구 남항동2가 남항로 32-5,전세,1
부산광역시 영도구 남항동3가 남항남로 52,월세,1
부산광역시 영도구 남항동3가 남항남로9번길 32,매매,1
부산광역시 영도구 대교동1가 남항서로 132,매매,6
부산광역시 영도구 대교동1가 봉래나루로 48,매매,3
부산광역시 영도구 대교동2가 태종로 98,매매,1
부산광역시 영도구 대교동2가 태종로95번길 14,매매,1
부산광역시 영도구 대평동1가 대평로 16,매매,3
부산광역시 영도구 동삼동 동삼로108번길 42,월세,1
부산광역시 영도구 동삼동 동삼로29번길 7,월세,1
부산광역시 영도구 동삼동 동삼로81번길 11-5,매매,1
부산광역시 영도구 동삼동 동삼북로 20,매매,3
부산광역시 영도구 동삼동 동삼서로 61,매매,1
부산광역시 영도구 동삼동 상리로 1,매매,14
부산광역시 영도구 동삼동 상리로 1,월세,4
부산광역시 영도구 동삼동 상리로 1,전세,2
부산광역시 영도구 동삼동 와치로 231,매매,2
부산광역시 영도구 동삼동 와치로 231,월세,1
부산광역시 영도구 동삼동 와치로 231,전세,2
부산광역시 영도구 동삼동 와치로 287,매매,4
부산광역시 영도구 동삼동 와치로 294,월세,1
부산광역시 영도구 동삼동 웃서발로 48-1,매매,1
부산광역시 영도구 동삼동 웃서발로31번길 20,전세,1
부산광역시 영도구 동삼동 장수3길 16,매매,1
부산광역시 영도구 동삼동 장수5길 27,매매,1
부산광역시 영도구 동삼동 장수5길 48,매매,1
부산광역시 영도구 동삼동 절영로 504,매매,2
부산광역시 영도구 동삼동 절영로 504,전세,3
부산광역시 영도구 동삼동 절영로 524,전세,1
부산광역시 영도구 동삼동 절영로 551,매매,2
부산광역시 영도구 동삼동 절영로 551,전세,2
부산광역시 영도구 동삼동 절영로490번길 18,매매,1
부산광역시 영도구 동삼동 중리로 32,매매,2
부산광역시 영도구 동삼동 중리로 32,전세,1
부산광역시 영도구 동삼동 중리로 41,매매,1
부산광역시 영도구 동삼동 중리로 41,월세,1
부산광역시 영도구 동삼동 중리북로21번길 10,전세,1
부산광역시 영도구 동삼동 중리북로39번길 19,매매,1
부산광역시 영도구 동삼동 태종로 644,월세,1
부산광역시 영도구 동삼동 태종로 692-6,매매,9
부산광역시 영도구 동삼동 태종로700번길 19,매매,1
부산광역시 영도구 동삼동 태종로700번길 19,전세,1
부산광역시 영도구 동삼동 함지로 19,매매,2
부산광역시 영도구 동삼동 함지로 8,매매,6
부산광역시 영도구 동삼동 함지로 8,전세,3
부산광역시 영도구 봉래동1가 대교로40번길 8,매매,2
부산광역시 영도구 봉래동2가 대교로14번길 17,매매,3
부산광역시 영도구 봉래동3가 대교로2번길 26,매매,1
부산광역시 영도구 봉래동3가 봉래나루로246번길 14,전세,1
부산광역시 영도구 봉래동3가 영봉길 93,전세,1
부산광역시 영도구 봉래동5가 봉래길 121,매매,1
부산광역시 영도구 봉래동5가 봉래길 134,매매,2
부산광역시 영도구 신선동2가 중복1길 66,월세,1
부산광역시 영도구 신선동2가 중복길 270,매매,1
부산광역시 영도구 신선동2가 중복길 270,전세,1
부산광역시 영도구 신선동2가 중복길 306,매매,1
부산광역시 영도구 신선동2가 중복길 384,매매,1
부산광역시 영도구 신선동3가 영마루3길 70-1,매매,2
부산광역시 영도구 신선동3가 하나길 143,매매,1
부산광역시 영도구 신선동3가 하나길 257,매매,1
부산광역시 영도구 영선동1가 절영로19번길 57,매매,1
부산광역시 영도구 영선동1가 태종로113번길 12,매매,1
부산광역시 영도구 영선동2가 영선대로 69,매매,2
부산광역시 영도구 영선동2가 영선대로 69,전세,8
부산광역시 영도구 영선동2가 영선대로 98,매매,1
부산광역시 영도구 영선동3가 남항서로70번길 99,매매,1
부산광역시 영도구 영선동3가 절영로101번길 8,매매,1
부산광역시 영도구 영선동3가 절영로102번길 16,매매,1
부산광역시 영도구 영선동4가 남항새싹길 79,매매,2
부산광역시 영도구 영선동4가 남항서로70번길 86,매매,1
부산광역시 영도구 영선동4가 남항서로70번길 86,전세,2
부산광역시 영도구 영선동4가 절영로 227,매매,4
부산광역시 영도구 영선동4가 절영로94번길 33,전세,1
부산광역시 영도구 영선동4가 해안산책길 30,매매,2
부산광역시 영도구 영선동4가 향토길 14,매매,2
부산광역시 영도구 청학동 솔안길 18-3,매매,1
부산광역시 영도구 청학동 우정길 73,매매,1
부산광역시 영도구 청학동 일산봉로 62,매매,1
부산광역시 영도구 청학동 조내기로 38,매매,1
부산광역시 영도구 청학동 청학남로 23,매매,1
부산광역시 영도구 청학동 청학남로 48,매매,3
부산광역시 영도구 청학동 청학동로 77,월세,1
부산광역시 영도구 청학동 청학서로 61,매매,1
부산광역시 영도구 청학동 태종로 260,매매,1
부산광역시 영도구 청학동 태종로 260,전세,1
부산광역시 영도구 청학동 태종로 404,전세,1
부산광역시 영도구 청학동 태종로 408-7,월세,1
부산광역시 영도구 청학동 태종로 428,매매,3
부산광역시 영도구 청학동 태종로358번길 3,전세,1
부산광역시 영도구 청학동 태종로372번길 2,월세,1
부산광역시 중구 대창동1가 동광길 102,전세,1
부산광역시 중구 대청동1가 대청로 121-1,매매,1
부산광역시 중구 대청동1가 대청로 121-1,월세,2
부산광역시 중구 대청동3가 대청로 83-15,월세,1
부산광역시 중구 대청동4가 대청로99번길 11,월세,1
부산광역시 중구 대청동4가 대청로99번길 13-1,월세,1
부산광역시 중구 대청동4가 대청북길16번길 11,전세,1
부산광역시 중구 대청동4가 대청북길16번길 12,월세,1
부산광역시 중구 대청동4가 대청북길16번길 9,매매,1
부산광역시 중구 대청동4가 대청북길17번길 44,월세,1
부산광역시 중구 대청동4가 망양로322번안길 7,매매,1
부산광역시 중구 대청동4가 망양로342번길 7-9,월세,1
부산광역시 중구 대청동4가 중구로 72-6,월세,2
부산광역시 중구 대청동4가 중구로 72-6,전세,13
부산광역시 중구 대청동4가 중구로 81,매매,1
부산광역시 중구 대청동4가 중구로62번길 9,월세,1
부산광역시 중구 대청동4가 중구로97번길 13,월세,1
부산광역시 중구 대청동4가 중구로97번길 13,전세,1
부산광역시 중구 보수동1가 고가길 9,매매,1
부산광역시 중구 보수동1가 보동길 108,매매,1
부산광역시 중구 보수동1가 보수대로144번길 14,매매,1
부산광역시 중구 보수동2가 대청로 37,매매,1
부산광역시 중구 보수동2가 보수대로118번길 49,매매,1
부산광역시 중구 보수동2가 보수대로124번길 50,전세,2
부산광역시 중구 보수동2가 보수대로124번길 62,전세,1
부산광역시 중구 보수동2가 흑교로45번길 5-1,매매,1
부산광역시 중구 보수동2가 흑교로81번길 9-1,전세,1
부산광역시 중구 보수동3가 대청로 17,매매,2
부산광역시 중구 보수동3가 흑교로67번길 30,매매,1
부산광역시 중구 보수동3가 흑교로81번길 13,전세,1
부산광역시 중구 부평동2가 대청로 60,매매,1
부산광역시 중구 부평동2가 흑교로 34,매매,1
부산광역시 중구 부평동3가 흑교로17번길 11,월세,2
부산광역시 중구 부평동3가 흑교로31번길 9,전세,1
부산광역시 중구 부평동4가 대청로 22,전세,1
부산광역시 중구 부평동4가 보수대로56번길 12,매매,3
부산광역시 중구 부평동4가 보수대로56번길 12,전세,1
부산광역시 중구 부평동4가 보수대로56번길 15,전세,1
부산광역시 중구 부평동4가 보수대로64번길 11,매매,1
부산광역시 중구 부평동4가 흑교로31번길 27-1,월세,1
부산광역시 중구 영주동 대영로224번길 8,전세,2
부산광역시 중구 영주동 대영로226번길 8,전세,1
부산광역시 중구 영주동 대영로242번길 8-1,월세,1
부산광역시 중구 영주동 대영로242번길 8-1,전세,1
부산광역시 중구 영주동 영주로 65,매매,2
부산광역시 중구 영주동 영주로 73,매매,3
부산광역시 중구 영주동 영초길 51,매매,1
부산광역시 중구 영주동 중구로 176-17,전세,1
부산광역시 중구 영주동 중구로 178,전세,1
부산광역시 중구 영주동 중구로 187-10,월세,1
부산광역시 중구 영주동 중구로188번길 21-1,전세,1
부산광역시 중구 영주동 중구로188번길 4-1,전세,3
부산광역시 중구 영주동 초량상로 13,전세,1
부산광역시 중구 영주동 초량중로6번길 18,전세,1
부산광역시 중구 중앙동1가 해관로 23,매매,38
부산광역시 중구 중앙동5가 대교로 141,월세,2
부산광역시 중구 중앙동5가 중앙대로 56,월세,1
부산광역시 중구 중앙동5가 중앙대로 64,월세,4
부산광역시 해운대구 반송동 반송로 827,매매,1
부산광역시 해운대구 반송동 반송순환로 202,매매,1
부산광역시 해운대구 반송동 신반송로 102,매매,1
부산광역시 해운대구 반송동 신반송로 11-19,매매,1
부산광역시 해운대구 반송동 신반송로 11-19,전세,1
부산광역시 해운대구 반송동 신반송로 163,매매,1
부산광역시 해운대구 반송동 신반송로 171,매매,1
부산광역시 해운대구 반송동 신반송로 171,전세,1
부산광역시 해운대구 반송동 신반송로 194,월세,3
부산광역시 해운대구 반송동 신반송로 196,월세,1
부산광역시 해운대구 반송동 신반송로 200,월세,3
부산광역시 해운대구 반송동 신반송로 29,월세,2
부산광역시 해운대구 반송동 신반송로 29,전세,3
부산광역시 해운대구 반송동 신반송로 72,매매,2
부산광역시 해운대구 반송동 신반송로 80,매매,1
부산광역시 해운대구 반송동 아랫반송로39번길 30-9,매매,1
부산광역시 해운대구 반송동 아랫반송로80번길 11-14,매매,1
부산광역시 해운대구 반송동 운봉길 51-9,매매,2
부산광역시 해운대구 반송동 윗반송로31번길 119-13,매매,1
부산광역시 해운대구 반여동 반여로 133,매매,6
부산광역시 해운대구 반여동 반여로 133,전세,3
부산광역시 해운대구 반여동 반여로 176,매매,3
부산광역시 해운대구 반여동 반여로 67,매매,7
부산광역시 해운대구 반여동 반여로 67,전세,3
부산광역시 해운대구 반여동 반여로 68-12,매매,4
부산광역시 해운대구 반여동 반여로 68-12,월세,1
부산광역시 해운대구 반여동 반여로 68-12,전세,2
부산광역시 해운대구 반여동 반여로 83,매매,1
부산광역시 해운대구 반여동 반여로 83,월세,2
부산광역시 해운대구 반여동 반여로 83,전세,2
부산광역시 해운대구 반여동 반여로185번길 32-9,매매,2
부산광역시 해운대구 반여동 반여로185번길 48-24,매매,1
부산광역시 해운대구 반여동 삼어로 103,매매,1
부산광역시 해운대구 반여동 삼어로 103,전세,1
부산광역시 해운대구 반여동 삼어로 131,매매,2
부산광역시 해운대구 반여동 삼어로 131,전세,1
부산광역시 해운대구 반여동 삼어로 135,매매,2
부산광역시 해운대구 반여동 삼어로 135,전세,1
부산광역시 해운대구 반여동 삼어로 149,매매,2
부산광역시 해운대구 반여동 삼어로 207,매매,1
부산광역시 해운대구 반여동 삼어로 55,매매,9
부산광역시 해운대구 반여동 삼어로 55,전세,1
부산광역시 해운대구 반여동 삼어로 61,매매,4
부산광역시 해운대구 반여동 삼어로 61,전세,3
부산광역시 해운대구 반여동 삼어로 77,매매,3
부산광역시 해운대구 반여동 삼어로 77,전세,2
부산광역시 해운대구 반여동 삼어로133번나길 18,매매,1
부산광역시 해운대구 반여동 삼어로147번길 11,매매,4
부산광역시 해운대구 반여동 삼어로91번길 106-1,매매,3
부산광역시 해운대구 반여동 선수촌로 122,매매,12
부산광역시 해운대구 반여동 선수촌로 122,전세,3
부산광역시 해운대구 반여동 선수촌로 146-4,월세,4
부산광역시 해운대구 반여동 선수촌로 146-4,전세,7
부산광역시 해운대구 반여동 선수촌로 9,매매,3
부산광역시 해운대구 반여동 선수촌로 9,월세,2
부산광역시 해운대구 반여동 선수촌로 9,전세,1
부산광역시 해운대구 반여동 선수촌로 95,매매,8
부산광역시 해운대구 반여동 선수촌로 95,월세,1
부산광역시 해운대구 반여동 선수촌로 95,전세,1
부산광역시 해운대구 반여동 선수촌로207번가길 62,매매,1
부산광역시 해운대구 반여동 선수촌로207번길 31,매매,1
부산광역시 해운대구 반여동 선수촌로207번다길 26-5,매매,1
부산광역시 해운대구 반여동 선수촌로21번길 30,매매,4
부산광역시 해운대구 반여동 선수촌로21번길 30,월세,1
부산광역시 해운대구 반여동 선수촌로21번길 30,전세,1
부산광역시 해운대구 반여동 선수촌로21번길 65,매매,4
부산광역시 해운대구 반여동 선수촌로21번길 65,전세,4
부산광역시 해운대구 반여동 재반로196번길 21-46,월세,1
부산광역시 해운대구 반여동 재반로196번길 21-58,매매,1
부산광역시 해운대구 반여동 재반로196번길 21-85,매매,1
부산광역시 해운대구 반여동 재반로196번길 7-18,매매,1
부산광역시 해운대구 반여동 재반로211번길 16-61,매매,1
부산광역시 해운대구 반여동 재반로211번길 22-9,매매,1
부산광역시 해운대구 반여동 재반로211번길 8-26,매매,1
