address,trans,comforts,education,medical,eatery,culture
대전광역시 서구 갈마동 계룡로342번길 49-10,2,77,184,133,1262,15
대전광역시 서구 갈마동 신갈마로211번안길 100,0,65,101,37,897,9
대전광역시 서구 갈마동 계룡로354번길 180-2,0,53,123,54,760,9
대전광역시 서구 갈마동 갈마중로28번길 24-6,0,82,277,196,1333,13
대전광역시 서구 갈마동 계룡로320번길 62,2,66,136,50,962,12
대전광역시 서구 괴정동 괴정로 15,1,77,204,127,832,13
대전광역시 서구 괴정동 도솔로 289,0,61,187,56,832,5
대전광역시 서구 괴정동 동서대로997번길 31-16,0,41,170,41,468,4
대전광역시 서구 괴정동 계룡로546번길 16,2,109,380,241,1412,15
대전광역시 서구 괴정동 갈마로197번길 75,1,90,264,161,1085,10
대전광역시 서구 괴정동 갈마로211번길 18,0,71,201,88,876,6
대전광역시 서구 괴정동 갈마로211번길 16,0,70,203,88,840,5
대전광역시 서구 괴정동 괴정로8번길 108,0,67,203,85,819,5
대전광역시 서구 괴정동 괴정로8번길 112,0,67,198,86,837,5
대전광역시 서구 괴정동 괴정로76번길 11,1,92,278,174,1133,11
대전광역시 서구 괴정동 괴정로 16-3,1,74,202,109,818,13
대전광역시 서구 괴정동 계룡로584번길 85,2,96,296,186,1201,13
대전광역시 서구 괴정동 괴정로98번길 87,0,67,192,91,941,6
대전광역시 서구 괴정동 도솔로302번길 16,0,60,180,102,898,6
대전광역시 서구 괴정동 도산로335번길 55,2,83,246,161,1079,11
대전광역시 서구 괴정동 괴정로22번길 22,1,79,231,118,887,9
대전광역시 서구 괴정동 괴정로22번길 24,1,78,237,112,877,9
대전광역시 서구 괴정동 괴정로22번길 26,1,78,240,117,876,9
대전광역시 서구 괴정동 괴정로16번길 6,1,75,223,103,804,9
대전광역시 서구 괴정동 괴정로98번길 88,0,67,196,90,929,6
대전광역시 서구 괴정동 도솔로357번길 11,2,96,295,191,1252,12
대전광역시 서구 괴정동 도솔로 366,2,91,282,187,1259,11
대전광역시 서구 괴정동 도솔로327번길 41,1,89,252,165,1080,9
대전광역시 서구 괴정동 도산로349번길 47,2,79,238,170,1119,11
대전광역시 서구 내동 도솔로 225-6,0,38,160,60,558,5
대전광역시 서구 내동 동서대로1021번길 72-1,0,51,189,51,585,5
대전광역시 서구 내동 동서대로1005번길 87-2,0,54,210,53,566,5
대전광역시 서구 내동 동서대로1005번길 47-5,0,44,191,51,522,4
대전광역시 서구 내동 배재로 262-14,0,31,130,46,356,3
대전광역시 서구 내동 도솔로267번길 37,0,49,189,52,548,5
대전광역시 서구 내동 도솔로245번길 53,0,40,165,55,494,5
대전광역시 서구 내동 배재로 269,0,23,126,31,265,3
대전광역시 서구 내동 배재로 267,0,25,124,30,268,3
대전광역시 서구 내동 동서대로1014번길 8-4,0,35,156,53,449,4
대전광역시 서구 내동 갈마로212번길 29,0,49,200,55,545,5
대전광역시 서구 내동 도솔로251번길 27,0,41,160,53,543,5
대전광역시 서구 내동 도솔로251번길 75,0,42,188,47,495,4
대전광역시 서구 내동 동서대로1030번길 14,0,39,159,60,539,5
대전광역시 서구 내동 동서대로1014번길 7,0,36,160,54,457,5
대전광역시 서구 내동 배재로 270-8,0,30,132,43,302,3
대전광역시 서구 내동 도솔로252번길 75,0,44,144,62,582,5
대전광역시 서구 내동 도솔로245번길 57,0,40,163,55,481,4
대전광역시 서구 내동 동서대로1006번길 22,0,34,144,48,372,4
대전광역시 서구 내동 도솔로279번길 29,0,55,191,50,623,5
대전광역시 서구 내동 배재로262번길 67-18,0,39,156,56,515,5
대전광역시 서구 내동 동서대로1022번길 6,0,37,167,57,473,5
대전광역시 서구 내동 도솔로251번길 18-39,0,50,189,51,589,5
대전광역시 서구 내동 동서대로1005번길 56-9,0,47,196,54,543,5
대전광역시 서구 내동 동서대로998번길 7-8,0,33,150,48,401,4
대전광역시 서구 내동 동서대로997번길 48,0,43,191,51,521,4
대전광역시 서구 내동 도산로 239-7,0,42,148,58,576,5
대전광역시 서구 내동 도솔로252번길 41,0,45,157,58,593,6
대전광역시 서구 내동 갈마로212번길 8-5,0,53,208,53,563,5
대전광역시 서구 내동 동서대로998번길 19,0,33,146,47,347,3
대전광역시 서구 내동 동서대로998번길 20,0,30,138,46,337,3
대전광역시 서구 내동 도솔로251번길 73,0,42,187,47,507,4
대전광역시 서구 내동 도솔로267번길 57,0,47,200,51,535,5
대전광역시 서구 내동 갈마로212번길 16,0,51,204,51,547,5
대전광역시 서구 내동 도솔로251번길 18-35,0,49,182,51,597,5
대전광역시 서구 내동 배재로262번길 24,0,35,139,48,379,3
대전광역시 서구 도마동 사마3길 52,0,31,89,84,540,5
대전광역시 서구 도마동 제비네12길 31,0,25,72,76,445,7
대전광역시 서구 도마동 제비네11길 45,0,25,69,77,434,7
대전광역시 서구 도마동 도솔로 13-2,0,22,77,77,420,8
대전광역시 서구 도마동 제비네7길 28,0,21,68,70,367,7
대전광역시 서구 도마동 대신1길 27,0,19,84,80,425,8
대전광역시 서구 도마동 대신1길 46,0,20,82,81,415,8
대전광역시 서구 도마동 도마로19번길 34,0,36,84,41,468,2
대전광역시 서구 도마동 도림1길 35,0,24,90,92,419,9
대전광역시 서구 도마동 용화6길 45,0,31,84,53,545,5
대전광역시 서구 도마동 도림4길 28,0,25,101,90,389,8
대전광역시 서구 도마동 도마로 114-1,0,22,147,95,575,4
대전광역시 서구 도마동 배재로 58,0,28,80,73,435,7
대전광역시 서구 도마동 용화5길 10,0,35,87,88,561,5
대전광역시 서구 도마동 도마8길 10,0,27,90,84,536,3
대전광역시 서구 도마동 도학4길 64,0,31,71,34,456,2
대전광역시 서구 도마동 배재로46번길 32,0,27,89,91,421,9
대전광역시 서구 도마동 배재로46번길 38,0,28,87,91,424,8
대전광역시 서구 도마동 배재로46번길 36,0,28,87,91,426,8
대전광역시 서구 도마동 배재로46번길 34,0,28,87,91,423,8
대전광역시 서구 도마동 용화4길 52,0,29,94,57,570,3
대전광역시 서구 도마동 도마19길 36,0,29,91,91,540,4
대전광역시 서구 도마동 도림6길 4,0,26,96,89,410,8
대전광역시 서구 도마동 제비네8길 69,0,25,73,78,447,8
대전광역시 서구 도마동 배재로 100,0,30,77,80,469,8
대전광역시 서구 도마동 용화6길 21,0,34,85,86,553,5
대전광역시 서구 도마동 도마17길 10,0,27,90,86,533,4
대전광역시 서구 도마동 유등로 323,0,29,153,103,630,4
대전광역시 서구 도마동 도마2길 29,0,19,92,82,448,7
대전광역시 서구 도마동 도마2길 31,0,19,89,82,453,7
대전광역시 서구 도마동 대신1길 54,0,19,85,87,421,8
대전광역시 서구 도마동 도림2길 19,0,25,90,92,420,10
대전광역시 서구 도마동 도림6길 65,0,23,92,73,350,8
대전광역시 서구 도마동 배재로 81-56,0,29,71,63,436,9
대전광역시 서구 도마동 도마10길 17,0,29,127,86,562,4
대전광역시 서구 도마동 조달청길 70,0,35,85,86,552,6
대전광역시 서구 도마동 도솔1길 24,0,31,81,81,486,8
대전광역시 서구 도마동 도림2길 21,0,25,90,92,420,10
대전광역시 서구 도마동 도림2길 25,0,25,92,92,424,10
대전광역시 서구 도마동 도림2길 23,0,25,91,92,421,10
대전광역시 서구 도마동 제비네8길 52,0,21,70,71,365,7
대전광역시 서구 도마동 제비네3길 59,0,23,73,71,405,8
대전광역시 서구 도마동 제비네3길 61,0,23,73,70,404,8
대전광역시 서구 도마동 제비네3길 63,0,23,73,70,411,8
대전광역시 서구 도마동 제비네3길 23,0,25,68,77,421,7
대전광역시 서구 도마동 대신1길 86,0,18,91,92,450,8
대전광역시 서구 도마동 도솔5길 62,0,29,79,78,469,9
대전광역시 서구 도마동 변동중로 17,0,29,126,41,395,2
대전광역시 서구 도마동 제비네6길 74,0,28,76,80,472,8
대전광역시 서구 도마동 도림1길 43,0,24,90,92,422,9
대전광역시 서구 도마동 도마19길 5,0,33,95,91,582,4
대전광역시 서구 도마동 제비네6길 52,0,23,69,77,412,7
대전광역시 서구 도마동 도솔6길 29,0,33,80,84,489,9
대전광역시 서구 도마동 제비네3길 83,0,22,74,71,388,8
대전광역시 서구 도마동 배재로91번길 5,0,31,73,82,451,9
대전광역시 서구 도마동 용화5길 4,0,34,87,86,551,5
대전광역시 서구 도마동 용화5길 8,0,34,87,87,556,5
대전광역시 서구 도마동 도마8길 42,0,27,96,82,528,4
대전광역시 서구 도마동 제비네10길 31,0,26,79,82,478,8
대전광역시 서구 도마동 제비네11길 34,0,27,71,77,451,7
대전광역시 서구 도마동 도솔3길 61,0,32,80,84,488,9
대전광역시 서구 도마동 도솔로 76,0,31,81,84,493,9
대전광역시 서구 도마동 사마6길 58,0,33,84,86,531,6
대전광역시 서구 도마동 제비네3길 53,0,23,70,74,409,7
대전광역시 서구 도마동 제비네6길 47,0,23,69,74,405,7
대전광역시 서구 도마동 도마9길 23,0,27,93,79,525,3
대전광역시 서구 도마동 사마6길 68,0,35,83,86,548,6
대전광역시 서구 도마동 도마로25번길 42-6,0,37,95,41,483,3
대전광역시 서구 도마동 도솔6길 73,0,30,76,82,465,9
대전광역시 서구 도마동 도산로 124,0,29,95,87,535,3
대전광역시 서구 도마동 제비네3길 57,0,23,72,74,409,7
대전광역시 서구 도마동 배재로186번길 23-19,0,35,89,41,400,3
대전광역시 서구 도마동 제비네7길 45,0,21,70,71,365,7
대전광역시 서구 도마동 도학3길 23,0,31,73,39,477,5
대전광역시 서구 도마동 배재로54번길 8,0,28,81,82,418,7
대전광역시 서구 도마동 도마로 78,0,29,100,66,566,3
대전광역시 서구 도마동 도림1길 45,0,26,89,92,424,9
대전광역시 서구 도마동 도림6길 41,0,23,102,61,345,8
대전광역시 서구 도마동 도림6길 39,0,23,101,69,346,8
대전광역시 서구 도마동 도마15길 30,0,28,101,85,536,3
대전광역시 서구 도마동 도마15길 32,0,27,109,86,539,3
대전광역시 서구 도마동 계백로 1385,0,22,70,71,368,7
대전광역시 서구 도마동 제비네11길 26,0,27,72,77,451,7
대전광역시 서구 도마동 제비네11길 24,0,27,72,77,454,7
대전광역시 서구 도마동 도솔로 67-5,0,32,81,85,491,9
대전광역시 서구 도마동 도솔로 65,0,32,82,85,491,9
대전광역시 서구 도마동 용화5길 29,0,35,85,87,559,5
대전광역시 서구 도마동 제비네12길 47,0,23,70,79,429,7
대전광역시 서구 도마동 제비네6길 51,0,23,69,74,409,7
대전광역시 서구 도마동 용화7길 55,0,31,85,44,536,5
대전광역시 서구 도마동 용화1길 109,0,31,84,44,531,5
대전광역시 서구 도마동 도마로 86-1,0,27,101,72,560,3
대전광역시 서구 도마동 도학1길 5,0,31,77,40,496,5
대전광역시 서구 도마동 도솔로 41,0,30,81,77,476,9
대전광역시 서구 도마동 도마15길 9,0,26,90,82,529,4
대전광역시 서구 도마동 도마15길 7,0,26,91,83,532,4
대전광역시 서구 도마동 용화4길 34,0,33,91,89,575,5
대전광역시 서구 도마동 도솔2길 12,0,33,81,81,515,8
대전광역시 서구 도마동 도솔5길 96,0,27,83,92,426,8
대전광역시 서구 도마동 도솔5길 60,0,31,79,78,467,9
대전광역시 서구 도마동 도솔5길 58,0,30,77,78,461,9
대전광역시 서구 도마동 제비네7길 59,0,21,71,70,367,7
대전광역시 서구 도마동 사마5길 20,0,32,87,84,544,6
대전광역시 서구 도마동 도림7길 38,0,26,90,76,376,8
대전광역시 서구 도마동 도솔로 101-1,0,32,80,81,516,5
대전광역시 서구 도마동 도림6길 9,0,25,97,89,401,8
대전광역시 서구 도마동 도림6길 13,0,25,96,89,396,8
대전광역시 서구 도마동 도마8길 12,0,28,92,81,539,3
대전광역시 서구 도마동 도림3길 5,0,25,98,89,409,8
대전광역시 서구 도마동 도림6길 43,0,23,102,60,335,8
대전광역시 서구 도마동 대신3길 49,0,18,87,91,429,8
대전광역시 서구 도마동 도솔로 8,0,22,77,74,408,7
대전광역시 서구 도마동 제비네11길 47,0,24,70,77,433,7
대전광역시 서구 도마동 배재로 30-1,0,24,91,56,331,8
대전광역시 서구 도마동 도마4길 30,0,21,99,79,474,4
대전광역시 서구 도마동 배재로46번길 33,0,28,87,92,428,9
대전광역시 서구 도마동 도솔5길 78,0,30,84,83,462,9
대전광역시 서구 도마동 용화5길 22,0,34,85,87,559,5
대전광역시 서구 도마동 용화5길 18,0,34,85,87,558,5
대전광역시 서구 도마동 용화5길 16,0,35,86,87,560,5
대전광역시 서구 도마동 도솔로 46,0,31,80,82,486,9
대전광역시 서구 도마동 도마17길 74,0,25,135,90,580,4
대전광역시 서구 도마동 조달청길 72,0,35,86,86,551,6
대전광역시 서구 도마동 도마19길 38-1,0,28,90,88,533,4
대전광역시 서구 도마동 도마19길 38,0,28,91,89,542,3
대전광역시 서구 도마동 도마19길 40-1,0,27,92,89,533,4
대전광역시 서구 도마동 도림6길 29,0,25,98,83,376,8
대전광역시 서구 도마동 도림6길 31,0,25,102,81,374,8
대전광역시 서구 도마동 도림6길 33,0,25,103,76,367,8
대전광역시 서구 도마동 도솔6길 67,0,29,78,78,464,9
대전광역시 서구 도마동 도마로19번길 38,0,36,84,40,466,3
대전광역시 서구 도마동 배재로46번길 26,0,27,88,91,412,7
대전광역시 서구 도마동 도마16길 65,0,29,101,73,569,3
대전광역시 서구 도마동 제비네7길 37,0,21,69,70,367,7
대전광역시 서구 변동 도산로207번길 77-1,0,36,151,60,500,3
대전광역시 서구 변동 유등로 367,0,26,216,71,575,6
대전광역시 서구 변동 변정1길 48,0,28,129,54,549,5
대전광역시 서구 변동 중반5길 88,0,28,177,80,480,6
대전광역시 서구 변동 도산로207번길 19,0,32,159,69,531,4
대전광역시 서구 변동 도마로49번길 23,0,34,109,45,554,4
대전광역시 서구 변동 도마로43번길 26,0,34,112,45,549,4
대전광역시 서구 변동 중반3길 132,0,27,197,74,481,4
대전광역시 서구 변동 변동서로 3,0,29,118,31,318,2
대전광역시 서구 변동 도산로207번길 75,0,35,151,60,504,3
대전광역시 서구 변동 중반3길 91,0,25,203,77,474,4
대전광역시 서구 변동 변정6길 35,0,23,132,55,546,5
대전광역시 서구 변동 변정6길 35-1,0,22,132,54,546,5
대전광역시 서구 변동 중반7길 62,0,29,192,83,549,7
대전광역시 서구 변동 변정7길 100,0,24,158,81,570,5
대전광역시 서구 변동 중반8길 90,0,29,171,76,536,6
대전광역시 서구 변동 변동서로27번길 28-1,0,20,78,18,252,2
대전광역시 서구 변동 동서대로1030번길 52,0,36,139,56,474,3
대전광역시 서구 변동 배재로227번길 37-12,0,21,79,17,263,2
대전광역시 서구 변동 변동중로64번길 33,0,37,157,60,535,4
대전광역시 서구 변동 동서대로1022번길 41-1,0,37,144,58,495,4
대전광역시 서구 변동 도마로 125,0,27,157,89,605,5
대전광역시 서구 변동 변정4길 39,0,27,156,87,599,6
대전광역시 서구 변동 중반9길 23,0,31,229,87,561,7
대전광역시 서구 변동 도마로 101-1,0,22,119,71,514,4
대전광역시 서구 변동 배재로232번길 32,0,29,130,39,379,2
대전광역시 서구 변동 변정6길 108,0,27,164,61,545,5
대전광역시 서구 변동 변정6길 110,0,28,166,60,555,5
대전광역시 서구 변동 변정6길 112,0,26,165,61,568,5
대전광역시 서구 변동 중반2길 120,0,26,207,69,544,6
대전광역시 서구 변동 중반3길 130,0,26,201,75,478,4
대전광역시 서구 변동 변정4길 26,0,25,161,61,585,6
대전광역시 서구 변동 도산로207번길 58,0,35,149,66,526,4
대전광역시 서구 변동 중반6길 86,0,32,160,63,541,5
대전광역시 서구 변동 중반7길 34,0,30,174,77,529,6
대전광역시 서구 변동 중반7길 24,0,30,165,71,538,6
대전광역시 서구 변동 동서대로1030번길 45-10,0,37,142,59,523,3
대전광역시 서구 변동 변정5길 119,0,26,189,61,568,6
대전광역시 서구 변동 변동서로27번길 19-6,0,20,84,21,254,2
대전광역시 서구 변동 동서대로1006번길 85-13,0,30,132,42,387,3
대전광역시 서구 변동 변동로 24-23,0,33,136,44,489,4
대전광역시 서구 변동 변동로 7,0,36,152,58,489,3
대전광역시 서구 변동 중반5길 67,0,29,165,71,527,6
대전광역시 서구 변동 동서대로1064번길 85,0,33,139,62,492,4
대전광역시 서구 변동 도산로 164,0,29,127,54,569,4
대전광역시 서구 변동 변정6길 72,0,21,129,48,525,4
대전광역시 서구 변동 중반3길 83,0,23,181,77,440,6
대전광역시 서구 복수동 오량2길 43,0,20,112,82,394,8
대전광역시 서구 복수동 오량2길 78,0,20,119,82,406,9
대전광역시 서구 복수동 오량4길 54,0,19,105,74,383,8
대전광역시 서구 복수동 오량2길 47,0,20,112,82,391,8
대전광역시 서구 복수동 복수동로52번길 135-26,0,22,142,20,315,5
대전광역시 서구 복수동 복수동로52번길 135-11,0,22,154,26,341,4
대전광역시 서구 복수동 유등로17번길 130-6,0,20,135,15,311,4
대전광역시 서구 복수동 오량2길 49,0,19,112,83,387,8
대전광역시 서구 복수동 복수북로 67-2,0,19,119,89,383,9
대전광역시 서구 복수동 오량2길 69,0,19,115,83,403,8
대전광역시 서구 복수동 오량2길 67,0,21,116,83,406,9
대전광역시 서구 복수동 오량2길 41,0,19,109,78,392,8
대전광역시 서구 복수동 오량4길 62,0,19,96,78,368,8
대전광역시 서구 복수동 오량2길 61,0,20,123,88,388,9
대전광역시 서구 복수동 오량2길 59,0,20,118,88,382,9
대전광역시 서구 복수동 오량2길 65,0,20,119,84,408,9
대전광역시 서구 복수동 오량4길 98,0,20,123,89,379,9
대전광역시 서구 복수동 오량2길 57,0,20,111,85,383,8
대전광역시 서구 복수동 오량6길 3,0,20,84,82,388,8
대전광역시 서구 복수동 복수남로32번길 37,0,22,130,30,340,3
대전광역시 서구 복수동 오량4길 8,0,19,83,70,367,7
대전광역시 서구 복수동 오량1길 52,0,20,81,69,370,7
대전광역시 서구 복수동 오량1길 54,0,19,83,69,373,7
대전광역시 서구 용문동 아랫강변9길 4,1,58,164,102,842,8
대전광역시 서구 용문동 계룡로686번길 36,1,48,119,111,798,7
대전광역시 서구 용문동 도솔로519번길 35,1,37,138,96,541,8
대전광역시 서구 용문동 아랫강변9길 33,1,47,143,103,787,8
대전광역시 서구 용문동 아랫강변9길 82,1,44,126,106,702,8
대전광역시 서구 용문동 유등로 613,1,33,132,88,518,8
대전광역시 서구 용문동 유등로 629,1,35,137,80,568,7
대전광역시 서구 용문동 유등로 627,1,35,137,81,570,8
대전광역시 서구 용문동 아랫강변1길 39,1,46,132,94,659,4
대전광역시 서구 용문동 아랫강변4길 66,1,45,129,104,752,7
대전광역시 서구 용문동 괴정로189번길 29,1,52,132,135,876,9
대전광역시 서구 용문동 괴정로189번길 25,1,51,133,135,876,11
대전광역시 서구 용문동 용문로 89-6,1,54,135,119,843,6
대전광역시 서구 용문동 도솔로 514,1,41,139,109,701,9
대전광역시 서구 용문동 아랫강변6길 122,1,54,117,97,787,7
대전광역시 서구 용문동 괴정로 195-12,1,47,147,126,904,9
대전광역시 서구 용문동 도솔로499번길 40,1,38,155,103,696,8
대전광역시 서구 용문동 도솔로499번길 42,1,38,153,108,693,8
대전광역시 서구 용문동 도산로370번길 11,1,53,132,117,850,5
대전광역시 서구 용문동 계룡로 658-18,1,51,130,105,794,4
대전광역시 서구 용문동 도산로 376-12,1,54,131,116,861,5
대전광역시 서구 용문동 도산로 376-20,1,53,131,110,818,4
대전광역시 서구 용문동 아랫강변10길 62,1,38,133,104,560,8
대전광역시 서구 용문동 아랫강변10길 56,1,42,133,100,550,8
대전광역시 서구 용문동 도산로335번길 14,1,69,173,149,951,9
대전광역시 서구 용문동 유등로505번길 24,1,49,119,118,806,7
대전광역시 서구 용문동 아랫강변10길 32,1,38,143,111,497,4
대전광역시 서구 용문동 아랫강변6길 120,1,54,124,99,805,7
대전광역시 서구 용문동 도산로335번길 25,1,70,171,150,958,9
대전광역시 서구 용문동 용문로 126-3,1,46,130,111,846,8
대전광역시 서구 용문동 용문로 126-2,1,47,131,115,854,8
대전광역시 서구 용문동 아랫강변9길 84,1,44,127,106,715,8
대전광역시 서구 용문동 유등로505번길 32,1,48,120,110,794,6
대전광역시 서구 용문동 도솔로505번길 16,1,41,135,104,701,8
대전광역시 서구 용문동 유등로 565,1,41,153,113,509,4
대전광역시 서구 용문동 유등로 567,1,41,153,112,485,4
대전광역시 서구 용문동 유등로 569,1,41,149,110,477,4
대전광역시 서구 용문동 계룡로636번길 42,1,70,195,153,1030,9
대전광역시 서구 용문동 도솔로519번길 11,1,37,135,100,601,9
대전광역시 서구 용문동 도솔로519번길 31,1,36,132,96,538,8
대전광역시 서구 용문동 괴정로181번길 6,1,51,158,139,894,11
대전광역시 서구 용문동 도산로452번길 25,1,35,136,97,681,8
대전광역시 서구 용문동 도산로370번길 61,1,48,115,105,784,6
대전광역시 서구 용문동 도산로 350-2,1,58,154,135,872,7
대전광역시 서구 용문동 용문로 88,1,58,153,134,867,7
대전광역시 서구 용문동 유등로 599,1,36,131,115,485,8
대전광역시 서구 용문동 유등로 599-1,1,36,131,115,490,8
대전광역시 서구 용문동 도산로452번길 60,1,36,130,114,495,8
대전광역시 서구 용문동 탄방로 133,1,45,138,96,585,5
대전광역시 서구 용문동 아랫강변3길 6,1,46,126,91,686,4
대전광역시 서구 용문동 도산로 342-7,1,59,163,132,887,7
대전광역시 서구 용문동 괴정로165번길 29,1,60,157,130,882,7
대전광역시 서구 용문동 아랫강변10길 58,1,41,133,101,563,8
대전광역시 서구 용문동 용문로 124,1,47,129,114,843,8
대전광역시 서구 정림동 정림로70번길 30,0,13,96,34,210,7
대전광역시 서구 정림동 정림동로30번길 6,0,16,136,36,260,7
대전광역시 서구 정림동 계백로1307번길 22-47,0,22,88,41,309,8
대전광역시 서구 정림동 정림로10번길 33,0,16,131,35,271,5
대전광역시 서구 정림동 정림로10번길 31,0,17,131,35,277,5
대전광역시 서구 정림동 정림로10번길 37-5,0,16,133,35,274,5
대전광역시 서구 정림동 계백로 1310-5,0,19,103,39,277,7
대전광역시 서구 정림동 계백로 1310-33,0,18,102,39,253,7
대전광역시 서구 정림동 계백로 1310-23,0,18,104,39,270,7
대전광역시 서구 정림동 정림로70번길 78,0,18,105,39,247,7
대전광역시 서구 정림동 정림서로 134-14,0,9,88,28,201,2
대전광역시 서구 정림동 계백로1300번길 132,0,20,150,39,334,7
대전광역시 서구 정림동 정림동로20번길 16,0,15,111,32,228,6
대전광역시 서구 정림동 정림로70번길 38-1,0,13,98,34,215,7
대전광역시 서구 정림동 정림동로30번길 31,0,17,144,35,281,6
대전광역시 서구 정림동 계백로 1301-17,0,20,100,37,270,7
대전광역시 서구 탄방동 큰마을4길 16,1,95,280,218,1293,15
대전광역시 서구 탄방동 도산로 399-1,1,65,178,126,940,12
대전광역시 서구 탄방동 도솔로411번길 40,3,107,498,263,1537,15
대전광역시 서구 탄방동 탄방로 50-8,2,93,383,228,1382,13
대전광역시 서구 탄방동 탄방로 76-2,2,79,215,165,1072,13
대전광역시 서구 탄방동 탄방로 76-1,2,79,222,169,1076,13
대전광역시 서구 탄방동 문정로90번길 51,3,104,504,272,1551,15
대전광역시 서구 탄방동 큰마을4길 17,1,98,281,246,1330,18
대전광역시 서구 탄방동 도산로431번길 80,2,86,379,221,1347,13
대전광역시 서구 탄방동 도산로431번길 76,2,87,378,220,1333,13
대전광역시 서구 탄방동 탄방로 86-1,1,64,193,137,976,13
대전광역시 서구 탄방동 숭어리샘1길 9,1,106,340,283,1532,16
대전광역시 유성구 갑동 갑동로25번길 133,0,2,5,0,44,5
대전광역시 유성구 교촌동 진잠로141번길 2,0,20,91,24,242,2
대전광역시 유성구 구암동 유성대로642번길 69,2,42,107,86,703,4
대전광역시 유성구 구암동 월드컵대로253번길 58,1,32,91,59,553,4
대전광역시 유성구 구암동 계룡로18번길 35,2,54,125,92,949,5
대전광역시 유성구 구암동 유성대로668번길 83,2,65,133,116,1022,6
대전광역시 유성구 구암동 유성대로646번길 70,2,42,108,90,721,4
대전광역시 유성구 구암동 월드컵대로253번안길 16-1,1,31,90,53,512,3
대전광역시 유성구 구암동 유성대로642번길 74,2,39,107,81,665,4
대전광역시 유성구 구암동 월드컵대로253번안길 45-1,2,38,106,78,629,4
대전광역시 유성구 구암동 월드컵대로245번길 19,1,18,70,25,283,2
대전광역시 유성구 구암동 계룡로16번길 37-10,2,48,115,85,882,4
대전광역시 유성구 구암동 유성대로646번길 74,2,42,111,96,753,4
대전광역시 유성구 구암동 유성대로626번길 35,1,25,82,42,430,3
대전광역시 유성구 구암동 유성대로642번길 34,1,31,84,50,515,3
대전광역시 유성구 구암동 월드컵대로245번길 37,1,22,74,39,357,2
대전광역시 유성구 구암동 계룡로46번길 57,2,70,145,118,1113,8
대전광역시 유성구 구암동 계룡로16번길 65,2,44,97,79,775,4
대전광역시 유성구 구암동 월드컵대로253번안길 45,2,37,106,75,617,4
대전광역시 유성구 구암동 유성대로668번길 84,2,61,125,108,1007,6
대전광역시 유성구 구암동 계룡로38번길 63,2,66,134,116,1049,7
대전광역시 유성구 구암동 월드컵대로289번길 22,2,41,118,96,712,4
대전광역시 유성구 구암동 계룡로38번길 31-1,2,71,142,115,1170,8
대전광역시 유성구 구암동 유성대로642번길 73,2,40,109,82,686,4
대전광역시 유성구 구암동 유성대로642번길 73-1,2,42,108,87,707,4
대전광역시 유성구 구암동 유성대로668번길 30,2,41,93,71,760,4
대전광역시 유성구 구암동 유성대로668번길 28-1,2,41,93,70,742,4
대전광역시 유성구 구암동 유성대로668번길 28,2,41,97,71,751,4
대전광역시 유성구 구암동 월드컵대로307번길 39,2,56,134,108,899,6
대전광역시 유성구 구암동 월드컵대로253번안길 52,2,36,109,73,612,3
대전광역시 유성구 구암동 유성대로642번길 46,1,33,87,69,562,4
대전광역시 유성구 구암동 유성대로646번길 34,1,32,92,63,587,4
대전광역시 유성구 구암동 유성대로646번길 40,1,34,94,68,605,4
대전광역시 유성구 구암동 유성대로646번길 42,1,33,93,69,590,4
대전광역시 유성구 구암동 계룡로18번길 11,2,60,123,95,967,5
대전광역시 유성구 구암동 계룡로18번길 9,2,60,124,98,977,5
대전광역시 유성구 구암동 계룡로18번길 5,2,60,124,93,971,5
대전광역시 유성구 구암동 계룡로18번길 7,2,61,124,96,983,5
대전광역시 유성구 구암동 계룡로32번길 41,2,64,129,107,1075,7
대전광역시 유성구 구암동 유성대로680번길 17,2,48,111,85,866,4
대전광역시 유성구 구암동 유성대로642번길 78,2,39,108,82,671,4
대전광역시 유성구 구암동 유성대로642번길 53,2,36,97,71,641,4
대전광역시 유성구 구암동 유성대로646번길 44,1,33,93,71,601,4
대전광역시 유성구 구암동 계룡로26번길 31,2,59,126,99,994,5
대전광역시 유성구 구암동 월드컵대로253번안길 42,1,35,105,70,597,3
대전광역시 유성구 구암동 월드컵대로253번안길 48,1,35,106,71,596,3
대전광역시 유성구 구암동 유성대로642번길 75-1,2,42,110,95,711,4
대전광역시 유성구 구암동 유성대로646번길 63,2,42,101,90,763,4
대전광역시 유성구 구암동 월드컵대로253번안길 27,1,34,93,68,592,3
대전광역시 유성구 구암동 계룡로16번길 63-9,2,46,105,82,830,4
대전광역시 유성구 구암동 계룡로16번길 63-10,2,46,103,82,815,4
대전광역시 유성구 구암동 유성대로694번길 14,2,55,128,92,950,5
대전광역시 유성구 노은동 노은서로 124,2,23,247,51,466,5
대전광역시 유성구 대동 대금로212번길 35-33,0,0,0,0,0,0
대전광역시 유성구 대동 대금로212번길 25,0,0,0,0,0,0
대전광역시 유성구 대정동 한우물로77번길 41-6,0,6,22,3,52,0
대전광역시 유성구 대정동 한우물로157번길 43-17,0,4,53,7,52,1
대전광역시 유성구 대정동 한우물로 21,0,10,57,4,81,1
대전광역시 유성구 대정동 한우물로155번길 42,0,2,31,4,38,1
대전광역시 유성구 대정동 한우물로155번길 35-35,0,1,18,0,21,1
