address,trans,comforts,education,medical,eatery,culture
대전광역시 중구 옥계동 대전천서로 41-1,0,21,90,47,365,3
대전광역시 중구 옥계동 대전천서로 41,0,21,90,47,365,3
대전광역시 중구 옥계동 학고개로 26-1,0,10,45,5,120,0
대전광역시 중구 옥계동 대종로71번길 50,0,17,78,38,275,1
대전광역시 중구 용두동 용두로24번길 34,3,70,250,148,966,21
대전광역시 중구 용두동 동서대로1332번길 14,2,54,260,148,859,17
대전광역시 중구 용두동 선화로 51-19,3,78,277,164,1247,28
대전광역시 중구 용두동 동서대로1352번길 81,3,72,246,158,1024,23
대전광역시 중구 용두동 계룡로733번길 72,2,37,189,92,498,7
대전광역시 중구 용두동 계룡로733번길 73,2,36,188,93,497,7
대전광역시 중구 용두동 어덕마을로 31,2,34,186,90,487,5
대전광역시 중구 용두동 동서대로1332번길 9-16,2,57,251,150,880,18
대전광역시 중구 용두동 용두로24번길 23-4,3,64,255,146,951,21
대전광역시 중구 용두동 계룡로733번길 53,2,37,179,96,470,4
대전광역시 중구 용두동 동서대로1327번길 102,1,29,186,79,518,10
대전광역시 중구 용두동 선화로12번길 27,3,62,203,137,873,22
대전광역시 중구 용두동 계룡로733번길 33,2,36,172,91,491,9
대전광역시 중구 용두동 계룡로733번길 75-11,2,35,185,97,486,4
대전광역시 중구 용두동 계룡로729번길 32,2,39,167,92,487,6
대전광역시 중구 유천동 유천로 43-3,0,44,249,92,802,9
대전광역시 중구 유천동 계백로1566번길 101-1,0,36,203,71,669,9
대전광역시 중구 유천동 계백로1654번길 114,0,42,188,90,748,14
대전광역시 중구 유천동 계백로1498번길 20-8,0,24,161,96,600,6
대전광역시 중구 유천동 태평로26번길 42-1,0,37,214,87,718,10
대전광역시 중구 유천동 유천로38번길 28-1,0,45,248,94,853,11
대전광역시 중구 유천동 유천로17번길 87,0,35,187,71,664,7
대전광역시 중구 유천동 유천로48번길 56,0,49,257,129,938,14
대전광역시 중구 유천동 유천로34번길 56-5,0,49,242,113,852,14
대전광역시 중구 유천동 문화로133번길 52-6,0,44,243,91,785,11
대전광역시 중구 유천동 유천로38번길 60,0,49,247,121,888,14
대전광역시 중구 유천동 유천로102번길 28,1,48,252,118,929,10
대전광역시 중구 유천동 유천로102번길 30,1,50,253,119,939,11
대전광역시 중구 유천동 문화로133번길 22-10,0,41,223,82,732,10
대전광역시 중구 유천동 유천로17번길 83,0,35,191,73,659,7
대전광역시 중구 유천동 문화로133번길 52-22,0,46,242,95,808,11
대전광역시 중구 유천동 문화로133번길 52-18,0,45,239,90,809,11
대전광역시 중구 유천동 유천로33번길 109,0,34,195,64,666,7
대전광역시 중구 중촌동 목중로70번길 28,0,28,144,63,372,5
대전광역시 중구 중촌동 목중로54번길 27-10,0,30,144,64,373,5
대전광역시 중구 중촌동 목중로 62,0,30,144,63,388,5
대전광역시 중구 중촌동 목중로 62-1,0,29,144,63,380,5
대전광역시 중구 태평동 계백로1653번길 123,1,54,237,146,959,15
대전광역시 중구 태평동 태평로151번길 39-2,2,35,180,75,573,11
대전광역시 중구 태평동 유등천동로 588-1,2,37,165,88,576,8
대전광역시 중구 태평동 태평로173번길 40,2,33,169,86,556,9
대전광역시 중구 태평동 태평로173번길 42,2,34,170,86,552,8
대전광역시 중구 태평동 태평로127번길 25,1,34,204,64,652,11
대전광역시 중구 태평동 태평로151번길 33,2,37,185,79,573,11
대전광역시 중구 태평동 수침로105번길 17,1,34,189,65,599,11
대전광역시 중구 태평동 동서대로1193번길 14-8,0,27,239,58,682,8
대전광역시 중구 태평동 태평로152번길 64,1,39,200,80,685,9
대전광역시 중구 태평동 유등천동로 550,1,34,207,73,598,10
대전광역시 중구 태평동 동서대로1193번길 56-9,1,35,201,70,596,11
대전광역시 중구 태평동 수침로105번길 18-1,1,35,188,66,594,11
대전광역시 중구 태평동 수침로105번길 18,1,35,189,66,589,11
대전광역시 중구 태평동 태평로123번길 13,1,35,211,58,659,11
대전광역시 중구 태평동 동서대로1250번길 26,1,46,223,112,851,8
대전광역시 중구 호동 대전천서로 125,0,20,111,56,422,7
대전광역시 중구 호동 대종로199번길 50,0,11,40,22,194,3
대전광역시 중구 호동 모암로 36-2,0,17,79,50,315,3
대전광역시 중구 호동 대종로151번길 37,0,17,90,54,359,4
대전광역시 중구 호동 모암로 12,0,20,97,56,403,6
대전광역시 중구 호동 모암로30번길 23,0,17,83,55,363,4
대전광역시 중구 호동 모암로42번길 9-12,0,11,34,14,189,1
대전광역시 중구 호동 모암로42번길 11,0,15,44,21,235,1
대전광역시 중구 호동 모암로42번길 13,0,14,40,22,232,1
대전광역시 중구 호동 모암로30번길 21,0,17,84,55,361,4
대전광역시 중구 호동 대종로141번길 50,0,17,85,55,364,4
대전광역시 중구 호동 대종로141번길 52,0,17,81,55,357,4
대전광역시 중구 호동 대종로141번길 47,0,17,85,55,367,4
대전광역시 중구 호동 모암로 5,0,23,108,57,408,6
대전광역시 중구 호동 모암로8번길 32,0,21,107,56,408,7
대전광역시 중구 호동 모암로24번길 12-1,0,20,89,56,389,5
대전광역시 중구 호동 모암로14번길 36,0,19,99,56,395,6
대전광역시 중구 호동 모암로7번길 10,0,22,104,55,402,6
대전광역시 중구 호동 모암로 48,0,15,51,21,243,1
대전광역시 중구 호동 대종로199번길 49,0,11,40,18,189,3
대전광역시 중구 호동 범골로22번길 19-1,0,10,43,18,209,3
대전광역시 중구 호동 대종로199번길 45,0,11,43,19,201,3
대전광역시 중구 호동 범골로34번길 11,0,8,36,17,200,3
대전광역시 중구 호동 모암로 62-1,0,9,24,13,151,1
대전광역시 대덕구 대화동 대화1길 17-1,0,11,47,28,236,5
대전광역시 대덕구 대화동 대전로 1247,0,19,76,32,329,8
대전광역시 대덕구 대화동 대화로 19,0,16,87,30,278,5
대전광역시 대덕구 대화동 대화로 53,0,10,31,17,138,4
대전광역시 대덕구 대화동 대화1길 77,0,23,54,31,341,8
대전광역시 대덕구 대화동 대화11길 11,0,15,76,25,288,7
대전광역시 대덕구 대화동 대화10길 72,0,18,87,29,305,7
대전광역시 대덕구 대화동 동심1길 103,0,11,42,24,198,6
대전광역시 대덕구 대화동 대전로 1255,0,19,87,37,361,8
대전광역시 대덕구 대화동 생산5길 22,0,9,28,21,173,4
대전광역시 대덕구 대화동 동심5길 16,0,11,29,20,163,4
대전광역시 대덕구 덕암동 덕암로173번길 8,0,13,37,13,162,2
대전광역시 대덕구 덕암동 덕암북로 86,0,31,94,60,467,4
대전광역시 대덕구 덕암동 덕암로265번길 81,0,33,110,65,511,5
대전광역시 대덕구 덕암동 덕암로234번길 23,0,27,67,31,359,3
대전광역시 대덕구 덕암동 덕암로234번길 15,0,30,81,47,408,3
대전광역시 대덕구 덕암동 덕암북로58번길 23,0,30,108,57,481,4
대전광역시 대덕구 덕암동 덕암로167번길 26,0,11,35,11,127,2
대전광역시 대덕구 덕암동 덕암북로22번길 51,0,32,110,62,504,6
대전광역시 대덕구 덕암동 덕암북로10번길 23,0,30,106,64,492,5
대전광역시 대덕구 목상동 대덕대로1470번길 55,0,19,77,20,201,4
대전광역시 대덕구 목상동 대덕대로1520번길 55,0,27,93,29,296,4
대전광역시 대덕구 목상동 대덕대로1486번길 65,0,22,90,25,265,5
대전광역시 대덕구 목상동 대덕대로1470번길 27,0,18,57,11,166,4
대전광역시 대덕구 목상동 대덕대로1520번길 77,0,25,91,26,288,5
대전광역시 대덕구 목상동 대덕대로1524번길 27,0,23,87,28,269,4
대전광역시 대덕구 법동 동춘당로 151,0,26,292,104,803,12
대전광역시 대덕구 법동 동춘당로 178,0,29,217,100,746,11
대전광역시 대덕구 법동 동춘당로 160,0,25,222,101,662,12
대전광역시 대덕구 법동 계족로663번길 30,0,12,113,55,232,11
대전광역시 대덕구 법동 계족로663번길 32,0,13,122,56,264,11
대전광역시 대덕구 법동 계족로690번길 21,0,14,171,61,308,12
대전광역시 대덕구 법동 아리랑로 211,0,12,106,55,216,11
대전광역시 대덕구 법동 계족로663번길 23,0,20,178,70,425,12
대전광역시 대덕구 법동 계족로663번길 27,0,27,151,80,547,12
대전광역시 대덕구 법동 계족로663번길 29,0,22,144,68,489,13
대전광역시 대덕구 비래동 우암로 463,0,25,165,33,406,6
대전광역시 대덕구 비래동 우암동로 2,0,22,154,31,368,4
대전광역시 대덕구 비래동 우암로412번길 45,0,22,93,29,345,4
대전광역시 대덕구 비래동 비래동로 44,0,25,156,35,416,4
대전광역시 대덕구 비래동 비래동로31번길 50,0,31,178,36,469,7
대전광역시 대덕구 비래동 동서대로1748번길 45,0,66,137,84,903,11
대전광역시 대덕구 비래동 신상로 21,0,24,85,28,344,4
대전광역시 대덕구 비래동 비래동로32번길 45,0,32,105,37,431,5
대전광역시 대덕구 비래동 우암동로18번길 30,0,21,123,31,355,4
대전광역시 대덕구 비래동 비래서로10번길 21,0,63,149,64,787,11
대전광역시 대덕구 비래동 비래서로 42,0,50,123,53,577,8
대전광역시 대덕구 비래동 비래동로16번길 17,0,38,115,39,474,6
대전광역시 대덕구 비래동 비래서로61번길 71,0,30,121,37,432,5
대전광역시 대덕구 비래동 우암동로15번길 30,0,18,152,31,342,5
대전광역시 대덕구 비래동 비래동로31번길 30,0,30,171,37,468,8
대전광역시 대덕구 비래동 우암동로17번길 26,0,17,146,30,334,5
대전광역시 대덕구 비래동 비래동로31번길 53,0,34,179,37,491,7
대전광역시 대덕구 비래동 우암로 394,0,27,96,35,385,6
대전광역시 대덕구 비래동 비래동로23번길 60,0,38,185,38,533,7
대전광역시 대덕구 비래동 비래서로25번길 37,0,39,176,39,532,8
대전광역시 대덕구 상서동 덕암로154번길 6,0,12,26,7,115,2
대전광역시 대덕구 상서동 덕암로148번안길 26,0,12,27,7,120,2
대전광역시 대덕구 석봉동 대덕대로 1587,0,22,66,52,317,2
대전광역시 대덕구 석봉동 대덕대로 1555,0,25,96,60,433,4
대전광역시 대덕구 석봉동 석봉북로12번길 3,0,29,102,58,480,3
대전광역시 대덕구 석봉동 대덕대로1605번길 32,0,28,98,57,432,2
대전광역시 대덕구 석봉동 석봉로30번길 32,0,31,103,61,472,4
대전광역시 대덕구 석봉동 대덕대로1593번길 69,0,25,75,55,364,2
대전광역시 대덕구 석봉동 석봉로30번안길 57,0,32,103,63,490,4
대전광역시 대덕구 석봉동 석봉로 31,0,29,100,58,472,3
대전광역시 대덕구 석봉동 석봉로58번안길 82,0,31,100,61,464,3
대전광역시 대덕구 송촌동 동춘당로 8,0,32,195,49,607,7
대전광역시 대덕구 송촌동 동춘당로23번길 22,0,37,226,55,756,7
대전광역시 대덕구 송촌동 동춘당로23번길 13,0,32,217,54,697,7
대전광역시 대덕구 송촌동 동춘당로114번길 60,0,18,221,49,543,4
대전광역시 대덕구 송촌동 계족산로 135,0,16,216,33,488,3
대전광역시 대덕구 송촌동 계족산로 136,0,18,198,34,485,4
대전광역시 대덕구 송촌동 동춘당로114번길 47,0,20,241,69,587,10
대전광역시 대덕구 송촌동 동춘당로23번길 65,0,45,202,47,772,8
대전광역시 대덕구 송촌동 동춘당로15번길 54,0,43,202,49,725,7
대전광역시 대덕구 송촌동 동춘당로23번길 4,0,33,223,54,713,7
대전광역시 대덕구 신대동 신탄진로 217,0,5,19,5,53,0
대전광역시 대덕구 신일동 대덕대로1448번길 80,0,14,25,5,130,4
대전광역시 대덕구 신탄진동 신탄진로810번길 20,0,29,98,61,446,2
대전광역시 대덕구 신탄진동 신탄진로810번길 60,0,25,72,55,399,2
대전광역시 대덕구 신탄진동 대청로64번길 41,0,16,34,39,277,1
대전광역시 대덕구 신탄진동 대청로64번길 11,0,16,37,41,294,1
대전광역시 대덕구 신탄진동 신탄진로778번길 105,0,21,52,45,363,2
대전광역시 대덕구 신탄진동 신탄진동로36번길 32,0,25,71,55,419,3
대전광역시 대덕구 신탄진동 신탄진동로23번길 44,0,25,80,58,414,2
대전광역시 대덕구 신탄진동 신탄진로778번길 35,0,29,88,59,449,3
대전광역시 대덕구 신탄진동 신탄진로796번길 51,0,25,82,59,425,2
대전광역시 대덕구 신탄진동 신탄진로796번길 53,0,25,78,57,419,2
대전광역시 대덕구 신탄진동 신탄진로810번길 73,0,23,67,51,378,2
대전광역시 대덕구 연축동 신탄진로 170,0,6,19,5,54,0
대전광역시 대덕구 오정동 대전로1032번길 13-13,0,33,74,24,433,9
대전광역시 대덕구 오정동 한밭대로1033번길 15,0,13,40,25,209,8
대전광역시 대덕구 오정동 대전로1185번길 30,0,17,44,25,236,10
대전광역시 대덕구 오정동 대전로1020번길 86,0,41,80,28,528,10
대전광역시 대덕구 오정동 한밭대로1003번길 25,0,10,41,24,181,6
대전광역시 대덕구 오정동 대전로1020번길 85,0,39,66,25,501,8
대전광역시 대덕구 와동 신탄진로210번길 91,0,5,19,5,52,0
대전광역시 대덕구 와동 신탄진로218번길 12,0,5,19,5,52,0
대전광역시 대덕구 와동 신탄진로232번길 10,0,5,19,5,53,0
대전광역시 대덕구 와동 신탄진로218번길 62,0,5,19,5,52,0
대전광역시 대덕구 읍내동 아리랑로113번안길 32,0,5,37,11,73,4
대전광역시 대덕구 읍내동 대전로1397번길 79,0,3,34,11,74,4
대전광역시 대덕구 읍내동 계족로761번길 24,0,6,46,21,91,10
대전광역시 대덕구 중리동 홍도로135번길 121,0,40,102,32,686,9
대전광역시 대덕구 중리동 중리서로 31,0,27,109,66,531,8
대전광역시 대덕구 중리동 중리서로 36,0,28,117,67,546,7
대전광역시 대덕구 중리동 중리서로 30,0,30,113,59,528,9
대전광역시 대덕구 중리동 계족로521번길 79,0,67,130,49,950,9
대전광역시 대덕구 중리동 홍도로135번길 35,0,54,125,52,798,9
대전광역시 대덕구 평촌동 신탄진로681번길 11,0,16,45,14,204,2
대전광역시 대덕구 평촌동 신탄진로 649,0,14,40,13,170,2
대전광역시 대덕구 평촌동 덕암로 200,0,17,45,13,205,2
대전광역시 동구 가양동 매봉로 18,0,56,164,97,899,10
대전광역시 동구 가양동 가양로56번길 37,0,53,125,78,807,13
대전광역시 동구 가양동 동서대로1778번길 122,0,44,130,56,584,7
대전광역시 동구 가양동 충정로 136,0,51,123,38,636,7
대전광역시 동구 가양동 동대전로284번길 117,0,46,134,63,659,7
대전광역시 동구 가양동 가양로80번길 23,0,51,130,84,814,13
대전광역시 동구 가양동 동대전로263번길 68,0,56,137,91,837,12
대전광역시 동구 가양동 가양로 154,0,66,134,117,878,11
대전광역시 동구 가양동 비래서로62번길 75,0,47,139,58,645,9
대전광역시 동구 가양동 비래서로62번길 57,0,45,131,54,591,7
대전광역시 동구 가양동 비래서로42번길 69,0,57,137,74,814,11
대전광역시 동구 가양동 우암로 192,0,46,126,63,733,10
대전광역시 동구 가양동 가양로68번길 17,0,54,131,92,830,12
대전광역시 동구 가양동 우암로296번길 39,0,42,120,39,586,5
대전광역시 동구 가양동 동서대로1778번길 48,0,61,130,68,803,11
대전광역시 동구 가양동 동서대로1778번길 79,0,48,134,55,595,9
대전광역시 동구 가양동 동서대로1778번길 78,0,49,132,58,637,9
대전광역시 동구 가양동 흥룡로65번길 46,0,56,137,61,754,11
대전광역시 동구 가양동 충정로 5,0,38,130,57,589,6
대전광역시 동구 가양동 충정로18번길 60,0,40,133,58,609,5
대전광역시 동구 가양동 비래서로62번길 5,0,39,111,41,474,6
대전광역시 동구 가양동 계족로382번길 125,0,59,138,112,837,11
대전광역시 동구 가양동 동대전로256번길 74,0,41,118,39,589,4
대전광역시 동구 가양동 흥룡로71번길 115,0,55,125,59,676,11
대전광역시 동구 가양동 흥룡로 40,0,53,141,70,764,8
대전광역시 동구 가양동 동대전로321번길 9,0,64,145,109,923,10
대전광역시 동구 가양동 동서대로1770번길 76,0,62,135,70,822,11
대전광역시 동구 가양동 흥룡로36번길 20,0,48,136,66,736,8
대전광역시 동구 가오동 대전로 389-11,0,23,108,48,382,3
대전광역시 동구 가오동 은어송로 59,0,20,121,48,410,6
대전광역시 동구 가오동 대전로470번길 25,0,21,128,58,430,7
대전광역시 동구 가오동 대전로470번길 24,0,21,125,58,427,7
대전광역시 동구 가오동 동구청로 67,0,22,118,48,420,5
대전광역시 동구 가오동 은어송로 117,1,24,116,66,384,5
대전광역시 동구 가오동 은어송로 100,1,21,122,59,386,4
대전광역시 동구 가오동 신기로 100,1,27,123,70,418,6
대전광역시 동구 가오동 대전로448번길 11,0,21,127,56,445,7
대전광역시 동구 가오동 대전로448번길 16,0,20,126,54,421,6
대전광역시 동구 천동 대전로 499,1,20,126,68,493,7
대전광역시 동구 낭월동 산내로 1330,0,8,32,15,101,3
대전광역시 동구 낭월동 산내로 1375,0,7,27,12,67,3
대전광역시 동구 대동 동대전로110번길 141,1,50,116,48,608,11
대전광역시 동구 대동 대동천우안4길 14,2,34,94,94,744,19
대전광역시 동구 대동 계족로140번길 33,2,30,110,54,444,8
대전광역시 동구 대동 계족로 137,2,28,101,76,533,10
대전광역시 동구 대동 동대전로46번길 30,2,50,121,131,1015,25
대전광역시 동구 대동 동대전로110번길 139,1,49,117,48,610,11
대전광역시 동구 대성동 대전로340번길 20,0,15,68,33,178,2
대전광역시 동구 대성동 대전로 332,0,10,50,4,115,1
대전광역시 동구 대성동 동구청로 35,0,24,120,47,420,4
대전광역시 동구 대성동 대전로340번길 15,0,16,72,42,246,2
대전광역시 동구 삼성동 대전로906번길 86-1,0,25,117,65,412,11
대전광역시 동구 삼성동 대전로 872,1,29,154,102,733,15
대전광역시 동구 삼성동 대전천동로 618,2,60,191,114,1365,26
대전광역시 동구 삼성동 선화로 183,2,66,198,116,1484,39
대전광역시 동구 삼성동 대전천동로 612,2,64,199,116,1454,38
대전광역시 동구 삼성동 우암로 133-1,0,22,122,97,538,11
대전광역시 동구 삼성동 대전로 968,0,39,106,35,525,9
대전광역시 동구 삼성동 대전로867번길 51,2,56,182,121,1224,25
대전광역시 동구 삼성동 대전로 935,0,31,113,40,382,9
대전광역시 동구 성남동 우암로 186,0,33,112,100,582,11
대전광역시 동구 성남동 성남로 15,0,33,110,93,649,12
대전광역시 동구 성남동 동서대로1572번길 165,0,23,103,92,545,10
대전광역시 동구 성남동 계족로368번길 11,0,64,109,100,861,10
대전광역시 동구 신흥동 옥천로 38,2,17,115,41,331,8
대전광역시 동구 신흥동 동대전로46번길 120,2,27,108,83,523,16
대전광역시 동구 용운동 대학로 102-7,0,30,44,5,272,4
대전광역시 동구 용운동 동부로85번길 12,1,25,82,58,273,7
대전광역시 동구 용운동 동부로73번길 95,0,24,84,33,296,10
대전광역시 동구 용운동 용운로 80,2,32,115,59,481,6
대전광역시 동구 용운동 백룡로 138,0,49,98,26,552,12
대전광역시 동구 용운동 용운로 124-4,0,27,99,31,323,9
대전광역시 동구 용운동 대학로50번길 53,0,41,78,17,379,10
대전광역시 동구 용전동 홍도로46번길 20,0,74,129,79,886,12
대전광역시 동구 용전동 홍도로 60,0,74,130,79,914,11
대전광역시 동구 용전동 한밭대로1237번길 52,0,67,260,76,1077,10
대전광역시 동구 용전동 계족로 443,0,74,142,81,917,12
대전광역시 동구 용전동 계족로512번길 52,0,77,108,94,1116,8
대전광역시 동구 용전동 계족로512번길 42,0,79,105,93,1149,6
대전광역시 동구 용전동 계족로512번길 96,0,74,113,96,893,8
대전광역시 동구 용전동 계족로489번길 73,0,75,121,83,958,12
대전광역시 동구 용전동 계족로450번길 52,0,73,132,80,933,9
대전광역시 동구 원동 대전로 758,3,58,172,145,1286,32
대전광역시 동구 인동 대흥로202번길 13,3,63,182,153,1364,36
대전광역시 동구 인동 대흥로202번길 16,3,66,185,150,1378,36
대전광역시 동구 인동 대전천동로 458,2,53,121,101,998,32
대전광역시 동구 인동 대흥로206번길 54,3,62,151,131,1215,37
대전광역시 동구 인동 대전천동로 478,3,63,157,147,1315,38
대전광역시 동구 인동 계족로 65,2,23,121,58,383,8
대전광역시 동구 인동 대전로 664,1,34,118,62,510,11
대전광역시 동구 자양동 성동로 74,0,53,87,38,577,6
대전광역시 동구 자양동 백룡로 50,1,58,113,42,625,8
대전광역시 동구 자양동 성동로7번길 58-10,0,52,85,21,576,5
대전광역시 동구 자양동 성동로7번길 58-11,0,58,79,33,635,5
대전광역시 동구 자양동 백룡로21번길 53,0,47,93,19,552,5
대전광역시 동구 중동 대전로807번길 58,2,59,189,125,1504,44
대전광역시 동구 중동 선화로192번길 39,2,56,178,116,1516,38
대전광역시 동구 천동 대전로542번길 121,1,18,95,59,379,10
대전광역시 동구 천동 대전로 529,1,18,113,69,490,6
대전광역시 동구 천동 대전로542번길 78-1,2,13,87,40,321,9
대전광역시 동구 판암동 동구청로203번길 36,2,19,106,42,243,5
대전광역시 동구 판암동 동구청로203번길 35,2,20,113,50,285,6
대전광역시 동구 판암동 동구청로204번길 46,1,19,84,49,264,6
대전광역시 동구 판암동 동부로10번길 55,2,17,98,56,299,5
대전광역시 동구 판암동 새울로 19,1,19,61,49,235,6
대전광역시 동구 판암동 옥천로180번길 47-2,1,15,73,40,175,4
대전광역시 동구 판암동 옥천로180번길 23,1,15,68,40,175,4
대전광역시 동구 판암동 동부로 73,2,26,92,56,308,8
대전광역시 동구 판암동 동부로 55-58,2,27,98,56,328,9
대전광역시 동구 홍도동 동산초교로10번길 20,0,58,130,96,829,10
대전광역시 동구 홍도동 동산초교로23번길 15,0,50,124,71,664,8
대전광역시 동구 홍도동 동산초교로 15-14,0,51,126,77,686,8
대전광역시 동구 홍도동 옛신탄진로81번길 16-12,0,41,90,43,536,9
대전광역시 동구 홍도동 대전로1002번길 24-4,0,35,86,30,549,8
대전광역시 동구 홍도동 대전로1002번길 24-6,0,37,86,33,548,9
대전광역시 동구 홍도동 동산초교로 46,0,58,144,73,675,9
대전광역시 동구 홍도동 동산초교로 34,0,58,135,78,726,8
대전광역시 동구 홍도동 동산초교로55번길 20,0,50,122,55,615,9
대전광역시 동구 홍도동 동산초교로 47,0,50,130,63,651,9
대전광역시 동구 홍도동 동산초교로22번길 17,0,62,138,92,843,8
대전광역시 동구 홍도동 동산초교로22번길 15,0,63,148,83,776,7
대전광역시 동구 홍도동 홍도로39번길 25,0,65,149,82,828,8
대전광역시 동구 홍도동 대전로994번길 75,0,42,110,63,628,9
대전광역시 동구 홍도동 동서대로 1579,0,49,121,84,682,8
대전광역시 동구 효동 대전로 646,1,23,105,52,414,9
대전광역시 서구 가수원동 가수원로 98,0,22,147,43,467,5
대전광역시 서구 가수원동 가수원로 83,0,27,189,57,595,5
대전광역시 서구 가수원동 가수원로 72,0,18,106,32,410,5
대전광역시 서구 가수원동 계백로1158번길 113,0,13,85,28,374,5
대전광역시 서구 가수원동 가수원로 106,0,22,141,42,486,5
대전광역시 서구 가수원동 가수원로 6,0,12,77,27,280,3
대전광역시 서구 가수원동 가수원로 5,0,5,63,8,139,2
대전광역시 서구 가장동 가장로 106,1,61,163,131,870,8
대전광역시 서구 가장동 가장로 107,1,64,159,148,931,8
대전광역시 서구 가장동 가장로 162,1,41,206,90,668,10
대전광역시 서구 갈마동 신갈마로 102,0,54,154,72,690,9
대전광역시 서구 갈마동 신갈마로86번길 14,0,35,120,27,459,5
대전광역시 서구 갈마동 신갈마로 95,0,40,134,35,540,8
대전광역시 서구 갈마동 신갈마로113번길 40,0,36,96,32,490,6
대전광역시 서구 갈마동 대덕대로 150,1,101,314,252,1417,17
대전광역시 서구 갈마동 갈마로117번길 23,0,64,174,82,827,9
대전광역시 서구 갈마동 대덕대로167번길 47,1,93,309,256,1514,15
대전광역시 서구 갈마동 신갈마로 186,2,87,215,183,1440,12
대전광역시 서구 갈마동 계룡로342번길 107-7,1,75,157,114,1193,10
대전광역시 서구 갈마동 신갈마로240번길 34,3,95,297,279,1631,18
대전광역시 서구 갈마동 갈마중로7번길 42,1,92,295,218,1488,13
대전광역시 서구 갈마동 대덕대로167번길 29,2,94,301,260,1520,15
대전광역시 서구 갈마동 계룡로320번길 118,0,66,106,33,968,10
대전광역시 서구 갈마동 계룡로342번길 19,2,73,202,116,1280,15
대전광역시 서구 갈마동 계룡로394번길 50,1,84,222,191,1431,13
대전광역시 서구 갈마동 갈마로 23,2,86,223,195,1443,13
대전광역시 서구 갈마동 신갈마로 176,1,78,194,166,1366,12
대전광역시 서구 갈마동 신갈마로 66-17,0,34,130,25,454,5
대전광역시 서구 갈마동 갈마로103번길 36,0,79,251,169,1182,12
대전광역시 서구 갈마동 대덕대로167번길 15,1,96,305,282,1536,16
대전광역시 서구 갈마동 대덕대로168번길 18,2,104,339,321,1611,22
대전광역시 서구 갈마동 대덕대로168번길 82,1,108,360,294,1661,19
대전광역시 서구 갈마동 대덕대로168번길 50,2,103,365,305,1646,19
대전광역시 서구 갈마동 대덕대로168번길 22,2,103,349,321,1621,22
대전광역시 서구 갈마동 신갈마로 58-17,0,31,113,24,375,4
대전광역시 서구 갈마동 대덕대로167번길 43,1,94,305,256,1509,15
대전광역시 서구 갈마동 대덕대로167번길 37,2,94,303,256,1513,15
대전광역시 서구 갈마동 대덕대로167번길 53,1,93,306,256,1505,13
대전광역시 서구 갈마동 갈마중로16번길 7,0,79,271,189,1326,13
대전광역시 서구 관저동 관저서로 19,0,28,143,51,423,4
대전광역시 서구 관저동 구봉산북로 52,0,28,128,48,238,2
대전광역시 서구 관저동 관저동로90번길 15,0,49,259,102,995,7
대전광역시 서구 관저동 관저남로 80,0,30,156,49,615,3
대전광역시 서구 관저동 관저중로 33,0,39,220,84,651,4
대전광역시 서구 관저동 관저동로 12,0,27,138,45,572,2
대전광역시 서구 관저동 관저로 51,0,44,181,86,758,6
대전광역시 서구 관저동 관저서로 20,0,32,187,77,596,4
대전광역시 서구 관저동 관저로 48,0,36,164,73,607,6
대전광역시 서구 관저동 관저로 84,0,44,208,101,749,5
대전광역시 서구 관저동 관저동로90번길 47,0,48,249,105,1061,7
대전광역시 서구 관저동 관저로 184,0,33,199,74,674,6
대전광역시 서구 관저동 구봉산북로 165,0,30,151,49,574,2
대전광역시 서구 관저동 관저북로 52,0,34,229,95,793,5
대전광역시 서구 관저동 관저로 83,0,43,234,90,760,5
대전광역시 서구 관저동 관저북로 87,0,16,71,32,208,2
대전광역시 서구 관저동 관저북로 80,0,19,103,34,249,2
대전광역시 서구 관저동 관저북로 14,0,41,225,86,789,6
대전광역시 서구 관저동 관저남로12번길 12,0,36,218,76,639,4
대전광역시 서구 괴정동 갈마로245번길 3,0,63,181,62,845,5
대전광역시 서구 괴정동 도솔로388번길 52,2,83,220,177,1166,13
대전광역시 서구 괴정동 용문로 41-80,2,86,237,197,1220,14
대전광역시 서구 괴정동 괴정로 55,1,92,283,185,1155,12
대전광역시 서구 괴정동 계룡로536번길 9,1,96,301,200,1233,13
대전광역시 서구 내동 신갈마로 51,0,25,92,22,236,1
대전광역시 서구 내동 신갈마로 46,0,34,124,23,377,4
대전광역시 서구 내동 갈마로 262,0,54,154,58,716,6
대전광역시 서구 내동 동서대로 976,0,27,121,31,295,3
대전광역시 서구 내동 동서대로 994,0,33,136,48,365,4
대전광역시 서구 내동 배재로 271,0,23,117,30,261,3
대전광역시 서구 내동 동서대로997번길 88,0,51,211,51,552,4
대전광역시 서구 내동 동서대로1014번길 26,0,37,150,48,391,4
대전광역시 서구 내동 동서대로1014번길 25,0,38,155,53,483,5
대전광역시 서구 내동 동서대로 967,0,31,100,19,297,2
대전광역시 서구 내동 도산로253번길 75,0,49,164,55,613,6
대전광역시 서구 내동 도솔로252번길 29,0,48,165,55,592,6
대전광역시 서구 도마동 배재로 134,0,31,69,33,431,2
대전광역시 서구 도마동 배재로 155-7,0,30,62,28,378,2
대전광역시 서구 도마동 배재로 155-26,0,30,65,29,388,2
대전광역시 서구 도마동 배재로 139-65,0,26,62,24,347,2
대전광역시 서구 도마동 배재로 139-31,0,27,64,26,351,3
대전광역시 서구 도마동 배재로 78,0,30,80,78,464,9
