"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190401 ~ 20200331"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 대전광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"대전광역시 동구 판암동","563-5","0563","0005","화이트빌 Ⅱ","67.9436","48.65","202001","28","17,500","4","2015","중심3길 12"
"대전광역시 동구 판암동","562-7","0562","0007","힐링마을","70.6575","62.2","202002","4","17,700","3","2016","옻밭2길 87"
"대전광역시 동구 홍도동","3-21","0003","0021","(3-21)","98.92","111.9","201911","25","15,800","1","1980","계족로417번길 26"
"대전광역시 동구 홍도동","3-21","0003","0021","(3-21)","98.92","111.9","201911","25","15,700","1","1980","계족로417번길 26"
"대전광역시 동구 홍도동","8-2","0008","0002","금강빌라","52.38","28.33","201906","15","6,500","2","1991","계족로 413-13"
"대전광역시 동구 홍도동","8-2","0008","0002","금강빌라","52.38","28.33","202002","17","9,000","2","1991","계족로 413-13"
"대전광역시 동구 홍도동","176-8","0176","0008","대복아트빌라(B동)","58.66","32.65","201912","6","5,600","2","1995","옛신탄진로 51-19"
"대전광역시 동구 홍도동","92-78","0092","0078","동산빌라","52.04","36.33","202003","9","5,000","1","1986","홍도로51번길 38"
"대전광역시 동구 홍도동","125-9","0125","0009","만인맨션 102동","65.295","56.67","201910","30","16,000","5","2013","옛신탄진로75번길 46"
"대전광역시 동구 홍도동","110-5","0110","0005","문화연립(나동)","60.76","52.23","202002","8","2,300","1","1979","옛신탄진로93번길 19"
"대전광역시 동구 홍도동","110-5","0110","0005","문화연립(나동)","60.76","52.23","202003","20","6,000","1","1979","옛신탄진로93번길 19"
"대전광역시 동구 홍도동","9-11","0009","0011","미도(B)","50.4","52.45","201912","26","3,700","2","1980","동서대로 1629-16"
"대전광역시 동구 홍도동","59-9","0059","0009","성원빌라A동","53.33","35.86","201906","12","7,700","2","1992","한남로7번길 80-11"
"대전광역시 동구 홍도동","59-9","0059","0009","성원빌라A동","53.33","35.86","201912","2","7,100","3","1992","한남로7번길 80-11"
"대전광역시 동구 홍도동","59-8","0059","0008","성원빌라B동","44.72","30.62","202002","16","6,500","1","1992","한남로7번길 80-9"
"대전광역시 동구 홍도동","126-4","0126","0004","영광빌라","62.44","34.79","201906","28","6,033","4","1997","옛신탄진로75번길 20-13"
"대전광역시 동구 홍도동","96-34","0096","0034","풍산빌라(96-34)","50.84","52.36","202001","21","7,500","2","1995","홍도로55번길 4"
"대전광역시 동구 홍도동","142-3","0142","0003","홍도빌라(다동)","58.635","43.56","201908","3","7,800","2","1993","옛신탄진로 51-20"
"대전광역시 동구 홍도동","23-20","0023","0020","홍도빌리지(23-20)","47.58","33.25","201908","17","7,250","3","1997","동산초교로 15-13"
"대전광역시 동구 홍도동","23-20","0023","0020","홍도빌리지(23-20)","44.72","31.25","201908","28","8,400","3","1997","동산초교로 15-13"
"대전광역시 동구 홍도동","23-20","0023","0020","홍도빌리지(23-20)","47.58","33.25","201910","22","7,600","2","1997","동산초교로 15-13"
"대전광역시 동구 홍도동","23-21","0023","0021","홍도빌리지(23-21)","66.47","47.26","201904","17","10,000","4","1997","동산초교로 15-9"
"대전광역시 동구 홍도동","23-21","0023","0021","홍도빌리지(23-21)","68.74","48.88","201908","15","11,500","1","1997","동산초교로 15-9"
"대전광역시 동구 홍도동","23-21","0023","0021","홍도빌리지(23-21)","72.73","51.73","201911","27","12,200","1","1997","동산초교로 15-9"
"대전광역시 동구 홍도동","23-21","0023","0021","홍도빌리지(23-21)","66.47","47.26","202002","17","10,360","4","1997","동산초교로 15-9"
"대전광역시 동구 홍도동","23-23","0023","0023","홍도빌리지(23-23)","71.55","38.33","201911","28","13,000","2","1997","동산초교로 11"
"대전광역시 동구 홍도동","127-13","0127","0013","흥진빌라B동","63.44","41.99","201908","2","9,500","2","1997","옛신탄진로81번길 11"
"대전광역시 동구 홍도동","127-13","0127","0013","흥진빌라B동","63.44","41.99","202003","12","9,000","2","1997","옛신탄진로81번길 11"
"대전광역시 동구 효동","167-1","0167","0001","대동주택APT","60.662","23.83","201909","24","8,000","1","1980","천동초등동길 13"
"대전광역시 서구 가수원동","656-49","0656","0049","가수원연립","65.52","88.81","202001","3","15,000","2","1983","계백로 1118"
"대전광역시 서구 가장동","26-4","0026","0004","Apple Town","69.07","52.69","201907","16","19,000","3","2016","가장로 166"
"대전광역시 서구 가장동","26-4","0026","0004","Apple Town","69.07","52.69","201908","23","19,200","4","2016","가장로 166"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","46.71","36.78","201908","28","19,500","2","1994","들말2길 68"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","47.7","37.46","201910","10","19,500","4","1994","들말2길 68"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","47.61","37.41","201911","7","20,100","1","1994","들말2길 68"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","45.72","36.08","202001","16","19,000","4","1994","들말2길 68"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","50.31","39.32","202002","5","27,500","2","1994","들말2길 68"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","47.61","37.41","202002","7","23,470","4","1994","들말2길 68"
"대전광역시 서구 가장동","40-3","0040","0003","건양아트빌라","50.31","39.32","202002","29","27,000","3","1994","들말2길 68"
"대전광역시 서구 가장동","54-5","0054","0005","동명빌라","59.7","52.57","201905","25","8,300","1","1995","도산로314번길 11"
"대전광역시 서구 가장동","54-5","0054","0005","동명빌라","59.7","52.57","201908","1","8,500","2","1995","도산로314번길 11"
"대전광역시 서구 가장동","54-5","0054","0005","동명빌라","59.7","52.57","202003","16","8,700","4","1995","도산로314번길 11"
"대전광역시 서구 가장동","36-39","0036","0039","명신빌라","58.38","49.3","201907","17","17,000","4","1991","들말6길 57"
"대전광역시 서구 가장동","36-39","0036","0039","명신빌라","37.35","31.6","201907","24","15,000","4","1991","들말6길 57"
"대전광역시 서구 가장동","36-39","0036","0039","명신빌라","58.38","49.3","201908","19","17,000","2","1991","들말6길 57"
"대전광역시 서구 가장동","22-5","0022","0005","삼보빌라1동(22-5)","43.71","38.06","201908","28","8,350","2","1991","도산로314번길 68"
"대전광역시 서구 가장동","22-38","0022","0038","삼보빌라3동(22-38)","44.49","38.74","201906","6","7,800","1","1991","도산로314번길 72"
"대전광역시 서구 가장동","29-10","0029","0010","상진빌라A동(29-10)","47.15","34.67","201912","4","6,000","4","1992","도산로282번길 57"
"대전광역시 서구 가장동","40-38","0040","0038","성하아트빌라","61.29","37.85","201906","6","18,000","4","1994","들말2길 66"
"대전광역시 서구 가장동","40-38","0040","0038","성하아트빌라","59.94","41.21","201911","6","21,000","4","1994","들말2길 66"
"대전광역시 서구 가장동","40-38","0040","0038","성하아트빌라","71.01","47.49","202002","12","30,000","2","1994","들말2길 66"
"대전광역시 서구 가장동","40-38","0040","0038","성하아트빌라","61.29","37.85","202002","29","23,000","3","1994","들말2길 66"
"대전광역시 서구 가장동","40-38","0040","0038","성하아트빌라","68.76","42.08","202003","10","29,100","2","1994","들말2길 66"
"대전광역시 서구 가장동","41-3","0041","0003","수정빌라","46.55","39.79","201904","1","6,500","3","1992","도산로282번길 46"
"대전광역시 서구 가장동","41-3","0041","0003","수정빌라","46.55","39.79","202001","9","6,100","4","1992","도산로282번길 46"
"대전광역시 서구 가장동","45-6","0045","0006","신도빌라","69.06","46.3","201908","9","11,400","2","1995","도산로282번길 9"
"대전광역시 서구 가장동","45-6","0045","0006","신도빌라","69.06","46.3","201910","28","12,500","2","1995","도산로282번길 9"
"대전광역시 서구 가장동","49-40","0049","0040","아트빌라103동(49-40)","45.42","44.46","201904","23","7,000","2","1990","괴정로166번길 34"
"대전광역시 서구 가장동","49-32","0049","0032","아트빌라107동(49-32)","45.42","37.99","202002","26","7,600","1","1990","도산로314번길 10-7"
"대전광역시 서구 가장동","57-50","0057","0050","유락주택나동(57-50)","45.72","44.45","201905","26","8,600","4","1989","도솔로328번길 77"
"대전광역시 서구 가장동","57-50","0057","0050","유락주택나동(57-50)","45.72","44.45","201911","10","8,500","2","1989","도솔로328번길 77"
"대전광역시 서구 가장동","36-33","0036","0033","한밭빌라","45.86","50.28","201904","1","10,000","1","1989","들말6길 63"
"대전광역시 서구 가장동","36-33","0036","0033","한밭빌라","45.86","50.28","201906","28","16,000","2","1989","들말6길 63"
"대전광역시 서구 가장동","36-33","0036","0033","한밭빌라","45.86","50.28","201910","28","23,000","3","1989","들말6길 63"
"대전광역시 서구 가장동","36-40","0036","0040","행복빌라","45.34","69.03","201908","31","18,000","1","1990","들말3길 31"
"대전광역시 서구 갈마동","296-2","0296","0002","갈마빌라","76.38","58.54","201911","9","9,800","3","1987","계룡로326번길 32"
"대전광역시 서구 갈마동","320-48","0320","0048","거성빌라(320-48)","46.05","26.7","201907","16","5,100","3","1993","신갈마로195번길 37-1"
"대전광역시 서구 갈마동","320-48","0320","0048","거성빌라(320-48)","46.05","26.7","201910","31","4,750","4","1993","신갈마로195번길 37-1"
"대전광역시 서구 갈마동","368-18","0368","0018","건우빌라","45.9","44.07","201905","20","4,400","1","1990","계룡로326번길 139-6"
"대전광역시 서구 갈마동","295-26","0295","0026","공신빌라","70.67","45.48","201908","26","12,000","2","1997","계룡로326번길 37"
"대전광역시 서구 갈마동","295-26","0295","0026","공신빌라","63.1","40.61","201911","21","9,800","4","1997","계룡로326번길 37"
"대전광역시 서구 갈마동","348-16","0348","0016","대영빌라","58.29","25.25","201905","2","7,800","3","1991","갈마중로28번길 26"
"대전광역시 서구 갈마동","300-12","0300","0012","대웅빌라(300-12)","58.96","40.34","201910","23","4,000","4","1991","신갈마로195번길 68"
"대전광역시 서구 갈마동","300-12","0300","0012","대웅빌라(300-12)","58.96","40.34","201910","23","4,000","4","1991","신갈마로195번길 68"
"대전광역시 서구 갈마동","300-8","0300","0008","대웅빌라(300-8)","53.68","34.01","201906","14","5,200","3","1991","신갈마로211번안길 35"
"대전광역시 서구 갈마동","300-9","0300","0009","대웅빌라(300-9)","53.68","33.96","201906","24","7,300","4","1991","신갈마로211번안길 39"
"대전광역시 서구 갈마동","300-18","0300","0018","대풍빌라","59.77","29.15","201905","4","7,500","3","1991","신갈마로209번길 75"
"대전광역시 서구 갈마동","300-18","0300","0018","대풍빌라","59.77","29.15","201906","4","11,000","3","1991","신갈마로209번길 75"
"대전광역시 서구 갈마동","300-18","0300","0018","대풍빌라","59.77","29.15","201912","17","11,500","1","1991","신갈마로209번길 75"
"대전광역시 서구 갈마동","406-4","0406","0004","대호빌라A,B동","45.42","41.07","201908","19","5,100","1","1989","갈마로117번길 53"
"대전광역시 서구 갈마동","316-13","0316","0013","덕진빌라","43.94","41.07","201908","1","5,700","1","1990","계룡로354번길 67"
"대전광역시 서구 갈마동","264-34","0264","0034","동림빌라","82.38","58.16","201911","17","14,000","2","1991","신갈마로240번길 31"
"대전광역시 서구 갈마동","294-6","0294","0006","목화빌라","42.49","22.45","201904","2","4,900","1","1997","계룡로354번길 24"
"대전광역시 서구 갈마동","294-6","0294","0006","목화빌라","69.3","36.61","201905","7","9,600","4","1997","계룡로354번길 24"
"대전광역시 서구 갈마동","264-31","0264","0031","무궁화","46.28","51.59","201910","21","6,250","3","1982","신갈마로230번길 19"
"대전광역시 서구 갈마동","264-31","0264","0031","무궁화","46.28","51.59","202003","18","6,900","2","1982","신갈마로230번길 19"
"대전광역시 서구 갈마동","264-2","0264","0002","무궁화(264-2)","46.29","51.59","201910","15","5,000","1","1983","계룡로367번길 44"
"대전광역시 서구 갈마동","264-41","0264","0041","무궁화빌라","53.4","33.88","202003","23","6,100","1","1992","계룡로367번길 42"
"대전광역시 서구 갈마동","264-42","0264","0042","무궁화빌라(264-42)","68.71","37.8","201911","1","6,200","4","1992","계룡로367번길 40"
"대전광역시 서구 갈마동","264-43","0264","0043","무궁화빌라(264-43)","68.71","37.6","201911","22","6,900","4","1992","계룡로367번길 38"
"대전광역시 서구 갈마동","264-44","0264","0044","무궁화빌라(264-44)","53.4","28.36","202003","26","7,150","3","1992","신갈마로240번길 22"
"대전광역시 서구 갈마동","396-12","0396","0012","물샘빌라","50.71","30.07","202001","12","8,200","5","2006","대덕대로127번길 68"
"대전광역시 서구 갈마동","296-3","0296","0003","반도빌라","44.675","36.75","201908","13","5,500","1","1990","계룡로326번길 38"
"대전광역시 서구 갈마동","296-3","0296","0003","반도빌라","44.675","36.75","201912","9","8,000","3","1990","계룡로326번길 38"
"대전광역시 서구 갈마동","296-12","0296","0012","반도빌라","31.86","21.38","202003","30","4,200","2","1990","계룡로326번길 40"
"대전광역시 서구 갈마동","376-29","0376","0029","상록빌라B동","44.16","46.12","201910","10","6,500","2","1990","신갈마로155번길 21"
"대전광역시 서구 갈마동","262-11","0262","0011","아성빌라","70","45.5","201906","7","12,000","2","1995","계룡로367번길 49"
"대전광역시 서구 갈마동","304-25","0304","0025","아성아트빌라","63.86","48.78","202002","13","11,400","2","1997","계룡로326번길 49"
"대전광역시 서구 갈마동","262-42","0262","0042","연흥빌라A동","63.23","35.05","202003","2","9,500","1","1994","계룡로367번길 35"
"대전광역시 서구 갈마동","390-8","0390","0008","영승로얄빌라트","59.52","28.98","201907","15","9,000","4","1996","신갈마로127번길 41"
"대전광역시 서구 갈마동","390-8","0390","0008","영승로얄빌라트","67.12","32.69","201909","21","8,200","1","1996","신갈마로127번길 41"
"대전광역시 서구 갈마동","295-25","0295","0025","영승빌라가동(295-25)","43.68","26.42","201905","27","7,800","3","1991","신갈마로211번길 39"
"대전광역시 서구 갈마동","295-23","0295","0023","영승빌라다동(295-23)","43.68","21.6","201907","2","8,300","3","1991","신갈마로211번길 43"
"대전광역시 서구 갈마동","산35-44","0035","0044","영풍빌라","146.41","196.29","201912","21","27,000","2","1989","신갈마로211번안길 104"
"대전광역시 서구 갈마동","산35-44","0035","0044","영풍빌라","146.5","196.41","202001","12","29,000","3","1989","신갈마로211번안길 104"
"대전광역시 서구 갈마동","산35-44","0035","0044","영풍빌라","146.5","196.41","202003","21","28,500","3","1989","신갈마로211번안길 104"
"대전광역시 서구 갈마동","328-42","0328","0042","우정빌라","68.88","44.59","201905","8","9,500","2","1995","신갈마로195번길 67"
"대전광역시 서구 갈마동","328-1","0328","0001","우정빌라(328-1)","68.88","38.09","201911","1","10,000","3","1995","신갈마로211번안길 51"
"대전광역시 서구 갈마동","405-8","0405","0008","유림빌라","66.36","61.02","201909","29","9,000","1","2002","갈마중로8번길 76"
"대전광역시 서구 갈마동","300-19","0300","0019","유진빌라(300-19)","59.36","40.73","201911","29","7,800","2","1991","신갈마로211번안길 29"
"대전광역시 서구 갈마동","368-16","0368","0016","은혜주택","53.94","43.19","202002","7","6,000","1","1990","계룡로326번길 143"
"대전광역시 서구 갈마동","348-19","0348","0019","임광빌라(348-19)","57.6","51","201909","6","6,500","1","1990","갈마중로28번길 36"
"대전광역시 서구 갈마동","264-45","0264","0045","임광하이츠","58.92","37.37","201911","1","7,400","3","1994","계룡로367번길 48"
"대전광역시 서구 갈마동","264-45","0264","0045","임광하이츠","42.84","27.17","202002","2","5,400","4","1994","계룡로367번길 48"
"대전광역시 서구 갈마동","264-1","0264","0001","임광하이츠(264-1)","42.24","23.47","201912","13","5,500","4","1994","계룡로367번길 50"
"대전광역시 서구 갈마동","402-11","0402","0011","전원그린빌리지","43.12","19.47","201912","2","5,000","2","2000","대덕대로111번길 50-15"
"대전광역시 서구 갈마동","300-6","0300","0006","정남빌라","52.74","34.04","202001","16","7,000","1","1991","신갈마로211번안길 33"
"대전광역시 서구 갈마동","388-4","0388","0004","정일빌라(388-4)","67.9","48.19","201908","17","9,500","4","1997","계룡로354번길 174"
"대전광역시 서구 갈마동","305-30","0305","0030","청우빌라","77.57","68.62","201905","29","10,800","1","1997","계룡로342번길 49-10"
"대전광역시 서구 갈마동","358-5","0358","0005","한미빌리지","126.54","83.2","201912","24","25,000","4","1999","신갈마로211번안길 100"
"대전광역시 서구 갈마동","388-7","0388","0007","한밭빌라","51.12","59.18","201906","1","6,200","2","1989","계룡로354번길 180-2"
"대전광역시 서구 갈마동","348-9","0348","0009","해영빌라","82.93","47.99","202003","10","12,750","2","2003","갈마중로28번길 24-6"
"대전광역시 서구 갈마동","300-4","0300","0004","현대빌라","83.85","60.78","202003","3","12,800","2","1998","계룡로320번길 62"
"대전광역시 서구 괴정동","126-5","0126","0005","국민","77.25","90.35","201906","3","9,400","1","1979","괴정로 15"
"대전광역시 서구 괴정동","126-5","0126","0005","국민","77.25","90.34","201911","13","10,000","1","1979","괴정로 15"
"대전광역시 서구 괴정동","93-49","0093","0049","다솔팰리스","66.2374","43.58","201904","4","21,800","5","2017","도솔로 289"
"대전광역시 서구 괴정동","268-12","0268","0012","대광빌라","40.8","25.22","201907","4","6,000","4","1992","동서대로997번길 31-16"
"대전광역시 서구 괴정동","268-12","0268","0012","대광빌라","48.64","30.06","202002","14","6,800","2","1992","동서대로997번길 31-16"
"대전광역시 서구 괴정동","10-12","0010","0012","대명주택","74.69","60.35","201907","3","12,700","4","1997","계룡로546번길 16"
"대전광역시 서구 괴정동","68-13","0068","0013","대성빌라","49.44","36.8","201905","9","9,000","3","1991","갈마로197번길 75"
"대전광역시 서구 괴정동","98-24","0098","0024","리베라아트빌라(98-24)","54.7","29.69","202001","19","6,900","1","1993","갈마로211번길 18"
"대전광역시 서구 괴정동","98-25","0098","0025","리베라아트빌라(98-25)","54.82","26.48","201910","16","7,200","2","1993","갈마로211번길 16"
"대전광역시 서구 괴정동","98-25","0098","0025","리베라아트빌라(98-25)","54.82","26.48","201912","27","8,300","2","1993","갈마로211번길 16"
"대전광역시 서구 괴정동","110-7","0110","0007","리베라아트빌라1동","46.125","29.54","201906","4","6,240","1","1994","괴정로8번길 108"
"대전광역시 서구 괴정동","110-42","0110","0042","리베라아트빌라3동","46.125","29.64","201908","1","6,000","2","1994","괴정로8번길 112"
"대전광역시 서구 괴정동","66-14","0066","0014","삼호","48.26","43","201906","13","6,000","2","1978","괴정로76번길 11"
"대전광역시 서구 괴정동","66-14","0066","0014","삼호","45.95","43","202001","2","4,500","2","1978","괴정로76번길 11"
"대전광역시 서구 괴정동","125-38","0125","0038","서우빌라","49.2","38.83","201911","13","4,200","2","1992","괴정로 16-3"
"대전광역시 서구 괴정동","47-19","0047","0019","성수그린가동","43.505","26.15","201910","21","8,300","4","1995","계룡로584번길 85"
"대전광역시 서구 괴정동","15-36","0015","0036","성철스위트홈","72.01","27.29","201911","18","18,200","5","2001","계룡로536번길 12"
"대전광역시 서구 괴정동","15-36","0015","0036","성철스위트홈","190.77","72.3","201911","21","46,200","6","2001","계룡로536번길 12"
"대전광역시 서구 괴정동","94-31","0094","0031","성하로얄빌라","47.775","26.9","201906","24","6,000","4","1996","괴정로98번길 87"
"대전광역시 서구 괴정동","90-4","0090","0004","수정주택","47.49","35.43","201909","30","5,000","3","1991","도솔로302번길 16"
"대전광역시 서구 괴정동","52-37","0052","0037","영승뉴빌라나동","78.27","42.7","202001","4","12,850","3","1998","도산로335번길 55"
"대전광역시 서구 괴정동","123-8","0123","0008","우경그린빌라(1,2동)","44.86","35.4","201907","24","5,000","3","1990","괴정로22번길 22"
"대전광역시 서구 괴정동","123-13","0123","0013","우경그린빌라(A,B동)","44.86","34.6","201912","21","4,600","2","1990","괴정로22번길 24"
"대전광역시 서구 괴정동","123-13","0123","0013","우경그린빌라(A,B동)","44.86","34.7","201912","28","7,600","1","1990","괴정로22번길 24"
"대전광역시 서구 괴정동","123-14","0123","0014","우경그린빌라(가,나동)","44.86","34.93","201908","27","5,400","2","1990","괴정로22번길 26"
"대전광역시 서구 괴정동","124-6","0124","0006","우경로얄빌라","46.82","30.47","201908","21","5,300","2","1991","괴정로16번길 6"
"대전광역시 서구 괴정동","97-10","0097","0010","우경로즈빌라1동","72.34","45.09","201912","10","9,300","2","1995","괴정로98번길 88"
"대전광역시 서구 괴정동","47-1","0047","0001","우경아트빌라1동","61.74","33.96","201906","14","9,450","4","1994","도솔로357번길 11"
"대전광역시 서구 괴정동","48-9","0048","0009","우진빌라","54","50.3","201908","17","7,500","2","1980","도솔로 366"
"대전광역시 서구 괴정동","48-9","0048","0009","우진빌라","54","50.3","202002","7","9,100","2","1980","도솔로 366"
"대전광역시 서구 괴정동","70-46","0070","0046","청우그린빌리지A","67.67","37.73","201907","13","13,000","4","1998","도솔로327번길 41"
"대전광역시 서구 괴정동","50-6","0050","0006","한성하이츠맨숀","59.21","36.81","202001","30","9,200","2","1992","도산로349번길 47"
"대전광역시 서구 내동","30-4","0030","0004","(30-4)","50.61","43.3","201905","10","3,500","1","1987","도솔로 225-6"
"대전광역시 서구 내동","33-19","0033","0019","(33-19)","54.15","46.43","201911","15","4,800","3","1990","동서대로1021번길 72-1"
"대전광역시 서구 내동","37-5","0037","0005","경성빌라","45.88","42.8","201908","2","5,000","1","1991","동서대로1005번길 87-2"
"대전광역시 서구 내동","37-5","0037","0005","경성빌라","45.88","42.8","202002","1","4,550","3","1991","동서대로1005번길 87-2"
"대전광역시 서구 내동","41-52","0041","0052","금강빌라C동(41-52)","59.04","34.86","201910","1","5,950","4","1992","동서대로1005번길 47-5"
"대전광역시 서구 내동","186-52","0186","0052","내동빌라","72.45","75.63","201904","15","9,800","1","2000","배재로 262-14"
"대전광역시 서구 내동","39-1","0039","0001","내동빌라(39-1)","45.68","47.7","201908","2","3,700","2","1982","도솔로267번길 37"
"대전광역시 서구 내동","23-5","0023","0005","다우주택","77.745","32.33","202003","2","10,000","2","1996","도솔로245번길 53"
"대전광역시 서구 내동","172-11","0172","0011","대명빌라(172-11)","63.81","41.09","201909","7","6,200","4","1995","배재로 269"
"대전광역시 서구 내동","172-11","0172","0011","대명빌라(172-11)","67.41","43.42","201911","4","7,500","4","1995","배재로 269"
"대전광역시 서구 내동","172-15","0172","0015","대명빌라(172-15)","58.08","43.33","201904","3","9,000","2","1995","배재로 267"
"대전광역시 서구 내동","172-15","0172","0015","대명빌라(172-15)","58.08","43.33","201904","13","7,500","4","1995","배재로 267"
"대전광역시 서구 내동","27-37","0027","0037","대웅아트빌라(27-37)","49.08","32.72","202003","29","6,000","-1","1990","동서대로1014번길 8-4"
"대전광역시 서구 내동","39-20","0039","0020","대중","50.64","32.55","201912","1","4,500","3","1980","갈마로212번길 29"
"대전광역시 서구 내동","21-14","0021","0014","대진빌라","75.24","60.79","202003","3","9,500","4","1997","도솔로251번길 27"
"대전광역시 서구 내동","25-1","0025","0001","대한아트빌라","54.33","37.5","202003","27","7,500","3","1994","도솔로251번길 75"
"대전광역시 서구 내동","29-4","0029","0004","동신빌라","77.76","58.94","202002","13","11,700","1","1997","동서대로1030번길 14"
"대전광역시 서구 내동","28-48","0028","0048","동진빌라B동(28-48)","65.73","40.03","202001","18","8,000","3","1998","동서대로1014번길 7"
"대전광역시 서구 내동","186-13","0186","0013","삼우빌리지(186-13)","74.995","46.01","201905","8","15,000","4","2003","배재로 270-8"
"대전광역시 서구 내동","10-6","0010","0006","세명빌라","73.46","46","202003","31","11,000","1","1996","도솔로252번길 75"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","3","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.7739","18.43","201912","26","8,032","3","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","21.1432","21.92","201912","26","9,371","3","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.925","18.59","201912","26","8,050","3","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.7739","18.43","201912","26","8,032","3","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.1315","17.76","201912","26","7,718","3","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","31.2167","32.37","201912","26","13,712","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","21.3032","22.09","201912","26","9,389","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","21.1432","21.92","201912","26","9,371","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","30.9203","32.06","201912","26","13,466","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","30.3203","31.44","201912","26","13,214","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","18.0607","18.73","201912","26","8,047","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","21.1432","21.92","201912","26","9,371","5","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.925","18.59","201912","26","8,039","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.925","18.59","201912","26","8,039","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","21.3032","22.09","201912","26","9,389","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","21.1432","21.92","201912","26","9,371","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.925","18.59","201912","26","8,050","2","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.22","201912","26","8,913","4","2019","도솔로245번길 57"
"대전광역시 서구 내동","23-4","0023","0004","세안주택","17.7739","18.43","201912","26","8,032","2","2019","도솔로245번길 57"
