"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200401 ~ 20200430"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"경기도 수원장안구 정자동","38-18","0038","0018","동산빌라","37.35","25.28","202004","7","8,800","2","1989","송정로24번길 71-14"
"경기도 수원장안구 정자동","321-24","0321","0024","동서빌라(가동)","47.91","19.68","202004","4","7,500","2","1991","정자로130번길 44"
"경기도 수원장안구 정자동","29-20","0029","0020","동일빌라(29-20)","45.99","30.87","202004","25","10,500","1","1991","수성로275번길 117-6"
"경기도 수원장안구 정자동","68-3","0068","0003","삼원주택(B동)","50.44","45.3","202004","30","15,500","2","1983","영화로 80"
"경기도 수원장안구 정자동","37-45","0037","0045","신형빌라","44.64","26.63","202004","23","7,000","3","1991","영화로97번길 22"
"경기도 수원장안구 정자동","29-7","0029","0007","원옥빌라","44.01","24.42","202004","17","7,300","1","1991","대평로52번길 68"
"경기도 수원장안구 정자동","72-5","0072","0005","익주타운101동","73.71","53.12","202004","9","13,000","4","1997","수성로275번길 22"
"경기도 수원장안구 정자동","23-5","0023","0005","황금","57.64","48.8","202004","23","12,700","2","1984","장안로151번길 12-7"
"경기도 수원장안구 조원동","736-20","0736","0020","다솜빌","73.61","18.27","202004","13","14,400","2","2015","조원로74번길 11-22"
"경기도 수원장안구 조원동","725-16","0725","0016","대성빌라","35.55","21.15","202004","18","5,800","-1","1991","금당로 16"
"경기도 수원장안구 조원동","737-22","0737","0022","미림주택(가동)","76.37","52.78","202004","14","14,100","4","2001","조원로74번길 42"
"경기도 수원장안구 조원동","773","0773","0000","써니하우스(773-0)","58.52","36.37","202004","11","18,000","2","2002","송정로168번길 12-1"
"경기도 수원장안구 조원동","739-10","0739","0010","영빌라(A동)","42.45","30.53","202004","9","6,800","1","1989","조원로74번길 10-22"
"경기도 수원장안구 조원동","637-9","0637","0009","원아트빌라","42.65","21.19","202004","20","8,900","2","2003","경수대로847번길 13-8"
"경기도 수원장안구 조원동","637-9","0637","0009","원아트빌라","34.72","17.25","202004","21","5,000","5","2003","경수대로847번길 13-8"
"경기도 수원장안구 조원동","741-14","0741","0014","정일빌라(6동)","50.21","28.3","202004","20","12,000","4","1993","송정로187번길 18"
"경기도 수원장안구 조원동","765-7","0765","0007","진주맨션11차(가동)","36.4","24.44","202004","14","3,300","-1","1990","조원로89번길 43-22"
"경기도 수원장안구 조원동","765-20","0765","0020","진주맨션11차(나동)","36.4","24.44","202004","23","8,800","3","1990","조원로89번길 43-26"
"경기도 수원장안구 조원동","566-14","0566","0014","진주빌라(566-14)","35.42","18.39","202004","16","6,500","3","1991","경수대로 831-7"
"경기도 수원장안구 조원동","738-26","0738","0026","형우빌라(738-26)","33.24","41.64","202004","3","7,500","1","1987","조원로74번길 22-16"
"경기도 수원장안구 조원동","738-27","0738","0027","형우빌라(738-27)","42.94","56.5","202004","19","11,000","2","1990","조원로74번길 22-18"
"경기도 수원장안구 파장동","566-19","0566","0019","건양빌라1동","65.22","40.43","202004","19","17,800","4","1994","이목로 62"
"경기도 수원장안구 파장동","292","0292","0000","광교스카이빌 A동","47.565","41.87","202004","9","21,700","2","2018","파장천로59번길 16"
"경기도 수원장안구 파장동","292","0292","0000","광교스카이빌 A동","47.7","41.99","202004","19","24,000","4","2018","파장천로59번길 16"
"경기도 수원장안구 파장동","293","0293","0000","광교스카이빌 B동","48.2","37.27","202004","6","21,700","2","2018","파장천로 65-5"
"경기도 수원장안구 파장동","293","0293","0000","광교스카이빌 B동","48.2","37.27","202004","8","21,700","3","2018","파장천로 65-5"
"경기도 수원장안구 파장동","293","0293","0000","광교스카이빌 B동","47.7","36.89","202004","16","21,500","5","2018","파장천로 65-5"
"경기도 수원장안구 파장동","571-15","0571","0015","궁전빌라","47.66","24.51","202004","4","5,900","-1","1991","파장로100번길 13-11"
"경기도 수원장안구 파장동","590-17","0590","0017","동광빌라","60.535","44.15","202004","7","6,000","-1","1997","파장로60번길 14-5"
"경기도 수원장안구 파장동","212-17","0212","0017","동방빌라(212-17)","57.33","26.78","202004","7","12,000","2","1992","수일로 10"
"경기도 수원장안구 파장동","572-15","0572","0015","명성빌라(572-15)","41.07","25.45","202004","11","8,900","2","1990","파장로68번길 55"
"경기도 수원장안구 파장동","592","0592","0000","새롬빌(592)","51.52","24.95","202004","15","13,500","2","2003","파장천로26번길 24"
"경기도 수원장안구 파장동","587","0587","0000","우미빌","46.86","25.37","202004","18","17,300","5","2017","파장천로26번길 12"
"경기도 수원장안구 하광교동","408-14","0408","0014","청원빌라 A동","36.05","29.22","202004","23","5,000","3","1989","광교산로125번길 11"
"경기도 수원팔달구 고등동","132-1","0132","0001","고등빌라","40.32","24.05","202004","8","10,200","2","1995","고등로59번길 19-5"
"경기도 수원팔달구 고등동","143-16","0143","0016","골드하이빌A동","60.9","30.34","202004","13","13,200","2","2003","팔달로52번길 29"
"경기도 수원팔달구 고등동","305-2","0305","0002","도시빌라A동","34.22","19","202004","13","12,500","1","1992","갓매산로70번길 15"
"경기도 수원팔달구 고등동","305-2","0305","0002","도시빌라A동","46.4","19.4","202004","29","16,300","2","1992","갓매산로70번길 15"
"경기도 수원팔달구 고등동","305-3","0305","0003","도시빌라B동","37.71","27.33","202004","23","17,000","4","1992","갓매산로70번길 13"
"경기도 수원팔달구 고등동","69-17","0069","0017","로얄베르디움","41.29","32.21","202004","2","20,000","3","2017","고화로31번길 10"
"경기도 수원팔달구 고등동","5-6","0005","0006","영창탑스빌","39.9","22.08","202004","10","11,500","3","2010","팔달로110번길 21"
"경기도 수원팔달구 고등동","105-20","0105","0020","오성빌라A동","53.55","34.7","202004","17","18,500","3","1991","고등로52번길 7"
"경기도 수원팔달구 고등동","4-19","0004","0019","청암빌라가동나동","45.72","18.08","202004","27","9,300","3","1991","고화로 95"
"경기도 수원팔달구 남수동","27-1","0027","0001","네오빌","63.05","32.45","202004","20","21,500","4","2016","창룡대로 32"
"경기도 수원팔달구 남수동","31-1","0031","0001","보성빌라나동","35.95","34","202004","22","3,800","-1","1990","창룡대로30번길 21"
"경기도 수원팔달구 매산로1가","24","0024","0000","매산","49.39","35.71","202004","4","17,200","4","1977","갓매산로71번길 8"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.17","7.7","202004","6","6,383","5","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","16.71","7.08","202004","6","5,871","4","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.84","7.98","202004","6","6,616","4","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.17","7.7","202004","6","6,383","4","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","16.71","7.08","202004","6","5,871","5","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.84","7.98","202004","6","6,616","5","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.51","7.84","202004","6","6,505","5","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.51","7.84","202004","6","6,505","6","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","24.01","10.17","202004","6","8,440","6","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.17","7.7","202004","6","6,383","3","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.84","7.98","202004","6","6,616","3","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","16.71","7.08","202004","6","5,871","3","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","20.69","8.76","202004","6","7,272","4","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.51","7.84","202004","6","6,505","4","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","18.51","7.84","202004","6","6,505","3","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","20.69","8.76","202004","6","7,272","3","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","21.69","9.19","202004","6","7,617","5","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로2가","69-5","0069","0005","솔 House","25.08","10.62","202004","6","8,811","6","2012","갓매산로21번길 15"
"경기도 수원팔달구 매산로3가","105-49","0105","0049","베스트빌(105-49)","24.84","15.43","202004","16","5,500","3","2004","갓매산로 11-1"
"경기도 수원팔달구 매산로3가","105-49","0105","0049","베스트빌(105-49)","23.4","14.53","202004","16","3,400","1","2004","갓매산로 11-1"
"경기도 수원팔달구 매향동","11-4","0011","0004","(11-4)","46.6","41.97","202004","21","7,800","1","1989","창룡대로103번길 104"
"경기도 수원팔달구 매향동","115-8","0115","0008","성원주택나동","50.16","38.3","202004","16","9,000","1","1989","수원천로 366-1"
"경기도 수원팔달구 매향동","115-11","0115","0011","성원주택다동","47.34","29.1","202004","1","8,100","3","1989","수원천로 366-5"
"경기도 수원팔달구 매향동","115-13","0115","0013","성원주택라동","36.63","30.5","202004","28","6,100","2","1990","수원천로 366-3"
"경기도 수원팔달구 매향동","122-106","0122","0106","수아비스","73.805","40.49","202004","6","22,500","2","2015","창룡대로 47"
"경기도 수원팔달구 우만동","509-12","0509","0012","[509-12]","48.38","31.67","202004","5","20,600","2","2018","경수대로 648"
"경기도 수원팔달구 우만동","136-14","0136","0014","건국빌라","61.17","41.63","202004","15","12,800","3","1991","권광로348번길 8"
"경기도 수원팔달구 우만동","505-13","0505","0013","건우빌라","51.54","37.98","202004","9","12,650","2","1991","팔달문로153번길 77-1"
"경기도 수원팔달구 우만동","527-25","0527","0025","명지빌라 2동","36.86","18.43","202004","3","8,750","1","1990","팔달문로139번길 11-7"
"경기도 수원팔달구 우만동","525-4","0525","0004","미성빌라","50.4","36.7","202004","27","13,500","2","1990","팔달문로153번길 21"
"경기도 수원팔달구 우만동","468-1","0468","0001","삼성캐슬(101동102동)","45.72","28.6","202004","20","17,800","5","2016","창룡대로150번길 37-2"
"경기도 수원팔달구 우만동","512-18","0512","0018","삼화빌라 2동","48.93","36.26","202004","27","12,400","2","1992","팔달문로153번길 39"
"경기도 수원팔달구 우만동","508-7","0508","0007","오성 PLUS","34.6375","20.25","202004","29","15,900","2","2016","경수대로656번길 5"
"경기도 수원팔달구 우만동","531-24","0531","0024","은행빌라","48.06","32.6","202004","1","11,500","2","1989","팔달문로 173"
"경기도 수원팔달구 우만동","513-14","0513","0014","태성빌라 14동","37.36","29.02","202004","7","10,700","2","1990","팔달문로153번길 46"
"경기도 수원팔달구 우만동","499-5","0499","0005","현대빌라(A동,B동)","49.12","30","202004","16","15,000","2","1991","월드컵로321번길 12-4"
"경기도 수원팔달구 인계동","996-6","0996","0006","(996-6)","40.2","20.42","202004","4","8,000","3","1991","장다리로172번길 7-9"
"경기도 수원팔달구 인계동","248-7","0248","0007","스마트빌","35.07","28.67","202004","13","15,700","3","2016","경수대로553번길 48"
"경기도 수원팔달구 인계동","984-9","0984","0009","한일그린빌리지","59.985","35.37","202004","1","13,700","4","1996","장다리로195번길 22"
"경기도 수원팔달구 지동","481-1","0481","0001","반석맨션3","59.73","31.34","202004","27","9,800","3","1993","경수대로 619-5"
"경기도 수원팔달구 지동","333-17","0333","0017","천일빌라","50.01","29.02","202004","15","23,700","3","1996","팔달문로32번길 18-5"
"경기도 수원팔달구 지동","333-17","0333","0017","천일빌라","42.54","24.69","202004","15","22,430","3","1996","팔달문로32번길 18-5"
"경기도 수원팔달구 화서동","39-46","0039","0046","숙지산빌라A동","36.18","33.63","202004","8","5,000","-1","1990","팔달로173번길 20-1"
"경기도 수원팔달구 화서동","39-49","0039","0049","숙지산빌라B동","36.18","30.75","202004","8","8,500","1","1990","팔달로173번길 20-7"
"경기도 수원팔달구 화서동","184-105","0184","0105","피카소힐(184-105)","51.955","34.62","202004","21","19,500","3","2015","동말로 10"
"경기도 시흥시 거모동","1750-3","1750","0003","(1750-3)","72.18","32.61","202004","14","12,000","4","2000","한우물로11번길 17"
"경기도 시흥시 거모동","1745-4","1745","0004","가람주택나동","59.7","32.3","202004","15","12,000","3","2000","한우물로21번길 15"
"경기도 시흥시 거모동","1767-4","1767","0004","대림빌라","59.88","32.1","202004","4","9,500","2","1997","군자로534번안길 12-2"
"경기도 시흥시 거모동","1771-2","1771","0002","동림아트빌","47.025","26.71","202004","4","14,000","4","2013","도일로112번안길 19"
"경기도 시흥시 거모동","1721-9","1721","0009","라이프맨션가동나동","59.95","38.22","202004","9","5,300","-1","1996","군자로465번길 10"
"경기도 시흥시 거모동","1728-10","1728","0010","삼익아트빌104동","59.98","33.32","202004","17","11,000","3","2001","한우물로 58"
"경기도 시흥시 거모동","1723-10","1723","0010","신세계맨션2차가동","59.72","32.31","202004","20","7,500","-1","2000","군자로477번안길 6-4"
"경기도 시흥시 거모동","1747-18","1747","0018","신한그린빌(A동B동)","59.8","30.89","202004","15","9,050","2","2002","도일로123번길 31-8"
"경기도 시흥시 거모동","1764-2","1764","0002","신현대빌라6차","59.85","25.84","202004","15","12,000","1","2001","군자로 550"
"경기도 시흥시 거모동","1777-6","1777","0006","한신맨션가동","59.82","34.91","202004","9","10,900","2","2001","도일로92번길 9-1"
"경기도 시흥시 논곡동","256-16","0256","0016","삼보그린빌","47.29","21.43","202004","21","4,600","-1","2003","논곡길 18-3"
"경기도 시흥시 논곡동","271-1","0271","0001","청우주택가,나동","49.53","32.52","202004","21","6,500","2","1992","수인로2431번길 13-5"
"경기도 시흥시 대야동","497-9","0497","0009","광진하이츠빌라","62.6","34.87","202004","13","15,900","2","1995","대골안길 80-1"
"경기도 시흥시 대야동","461-30","0461","0030","극동아트빌B동","52.99","31.93","202004","7","14,400","2","2002","호현로85번길 4"
"경기도 시흥시 대야동","489-1","0489","0001","금성아이원파크빌1동","51.8","25.2","202004","11","13,500","3","2003","대야로3번길 7-1"
"경기도 시흥시 대야동","461-21","0461","0021","나성빌라가동","36.56","23.97","202004","18","5,700","4","1994","호현로 91-5"
"경기도 시흥시 대야동","493-9","0493","0009","동진리치빌","37.78","29.78","202004","1","15,000","4","2016","대골안길 72"
"경기도 시흥시 대야동","493-6","0493","0006","동진리치빌","59.03","34.39","202004","27","19,800","3","2016","호현로34번안길 12"
"경기도 시흥시 대야동","486","0486","0000","두산아트빌","54.7","21.27","202004","15","12,000","4","2003","대야로3번길 21"
"경기도 시흥시 대야동","478","0478","0000","삼호","41.73","40.91","202004","11","10,000","2","1985","호현로73번길 7"
"경기도 시흥시 대야동","477-10","0477","0010","삼호다동","39.36","39.59","202004","23","10,000","2","1987","문화마을로16번길 64"
"경기도 시흥시 대야동","477-10","0477","0010","삼호다동","39.36","39.59","202004","23","10,000","3","1987","문화마을로16번길 64"
"경기도 시흥시 대야동","478-2","0478","0002","석윤스카이빌라B동","50.2","24.19","202004","8","12,000","4","2002","호현로63번길 8"
"경기도 시흥시 대야동","452-17","0452","0017","성원1차2동","52.02","28.51","202004","17","14,500","2","1994","대야로43번길 16-1"
"경기도 시흥시 도창동","383-8","0383","0008","로즈빌D동","59.99","34.85","202004","24","11,800","3","2003","수인로2857번길 39"
"경기도 시흥시 매화동","314-5","0314","0005","공작빌라5동","35.98","27.5","202004","7","7,700","3","1991","매화1로 53"
"경기도 시흥시 매화동","241-7","0241","0007","미주빌라나동","34.965","24.67","202004","18","3,300","-1","1990","매화2로23번길 15"
"경기도 시흥시 매화동","235-18","0235","0018","삼도주택D,E동","62.44","38.49","202004","24","11,000","3","1995","매화1로32번길 5-13"
"경기도 시흥시 매화동","251-10","0251","0010","영진아트맨션5차8동","44.99","22.07","202004","18","9,200","4","2003","매화로 62-12"
"경기도 시흥시 매화동","355-4","0355","0004","이레하이츠Ⅲ","47.55","42.92","202004","6","14,000","2","2016","매화2로48번길 4-3"
"경기도 시흥시 미산동","317-4","0317","0004","미산아트빌2동","59","30.6","202004","17","8,800","4","2003","미산로143번안길 3"
"경기도 시흥시 미산동","93-8","0093","0008","방주주택다동","60.44","43.9","202004","24","7,800","4","1999","미산로 67"
"경기도 시흥시 신천동","817-16","0817","0016","거성빌리지","59.4","33.99","202004","4","14,600","2","1995","수인로3413번길 33-1"
"경기도 시흥시 신천동","891-6","0891","0006","경성그린빌라나동","41.97","30.2","202004","27","9,500","2","1996","신천로7번길 36"
"경기도 시흥시 신천동","884-3","0884","0003","금강아트빌","58.14","30.7","202004","9","13,000","4","1993","시흥대로1073번길 4-5"
"경기도 시흥시 신천동","851-1","0851","0001","금강프라임빌","39.47","24.13","202004","9","15,800","6","2016","신천로63번길 1"
"경기도 시흥시 신천동","883-1","0883","0001","기원아트빌","39.985","15.52","202004","21","11,400","3","2003","시흥대로1073번길 4-10"
"경기도 시흥시 신천동","856-9","0856","0009","대림빌라4차5동","52.41","31.37","202004","13","16,000","3","1995","신천로80번길 32-4"
"경기도 시흥시 신천동","856-9","0856","0009","대림빌라4차5동","52.41","31.37","202004","28","9,400","-1","1995","신천로80번길 32-4"
"경기도 시흥시 신천동","846-9","0846","0009","대원빌라트","48.3","18.96","202004","24","11,000","3","2001","신천천동로25번길 18"
"경기도 시흥시 신천동","835-27","0835","0027","동신맨션4차","37.67","15.3","202004","10","9,900","5","2002","신천8길 4"
"경기도 시흥시 신천동","724-6","0724","0006","명성에이스빙E동","33.54","19.03","202004","21","6,900","3","2000","호현로9번길 34"
"경기도 시흥시 신천동","847","0847","0000","범우빌라","58.79","28.7","202004","2","7,500","-1","1994","신천천동로25번길 19"
"경기도 시흥시 신천동","716","0716","0000","베네스트","48.42","28.97","202004","16","30,000","5","2019","호현로21번길 23-1"
"경기도 시흥시 신천동","889-8","0889","0008","삼양파크빌(가동)","59.92","26.13","202004","28","4,500","-1","2002"," 1057"
"경기도 시흥시 신천동","889-24","0889","0024","삼양파크빌(나동)","38.93","23.81","202004","28","5,000","1","2002"," 1057"
"경기도 시흥시 신천동","705-44","0705","0044","삼화그린타운C동","59.51","27.9","202004","22","14,300","3","2002","수인로3394번길 16-3"
"경기도 시흥시 신천동","845-9","0845","0009","선우그랜드빌","30.6","14.45","202004","7","7,000","5","2002","신천천동로51번길 20"
"경기도 시흥시 신천동","835-22","0835","0022","성진그린빌","48.56","28.9","202004","15","17,000","3","2016","수인로3395번길 56"
"경기도 시흥시 신천동","819-1","0819","0001","솔빛마을10차4동","39.48","15.02","202004","11","7,500","5","2002","신흥마을2길 7"
"경기도 시흥시 신천동","855-8","0855","0008","솔빛마을3차","53.67","22.2","202004","13","14,000","3","2001","수인로3325번길 22"
"경기도 시흥시 신천동","876-14","0876","0014","수정빌라2차","50.32","30.13","202004","9","10,500","1","1997","신천로19번길 18"
"경기도 시흥시 신천동","836-1","0836","0001","스토리빌","71.56","42.95","202004","14","22,500","4","2017","신천8길 9"
"경기도 시흥시 신천동","834-2","0834","0002","스토리하우스","64.84","32.06","202004","7","17,500","2","2015","신천6길 17-1"
"경기도 시흥시 신천동","879-1","0879","0001","신양빌리지(879-1)","55.75","25.59","202004","23","12,200","2","1997","신천로 17"
"경기도 시흥시 신천동","879-17","0879","0017","신양빌리지(879-17)","59.21","26.1","202004","6","13,600","3","1997","신천로 17"
"경기도 시흥시 신천동","380-2","0380","0002","신창연립","47.82","56.81","202004","1","14,000","2","1985","신천5길 10"
"경기도 시흥시 신천동","380-2","0380","0002","신창연립","51.36","61.62","202004","8","15,000","3","1985","신천5길 10"
"경기도 시흥시 신천동","314-13","0314","0013","신천탑그린빌","64.92","38.28","202004","11","19,700","5","2014","호현로103번길 81"
"경기도 시흥시 신천동","878-2","0878","0002","영진맨션A동B동","59.21","30.72","202004","1","15,000","2","1996","시흥대로1089번길 15"
"경기도 시흥시 신천동","878-2","0878","0002","영진맨션A동B동","59.85","31.05","202004","28","13,300","2","1996","시흥대로1089번길 15"
"경기도 시흥시 신천동","754-3","0754","0003","영진아트맨션2차나동","59.67","35.42","202004","15","12,000","4","2002","신천1길 20-21"
"경기도 시흥시 신천동","839-12","0839","0012","예가빌","35.06","33.9","202004","11","15,600","4","2014","신천5길 2"
"경기도 시흥시 신천동","844-5","0844","0005","오승맨션","50.82","27.59","202004","28","12,700","3","1994","신천천동로51번길 4-1"
"경기도 시흥시 신천동","851-5","0851","0005","우성빌라1동","50.04","35.99","202004","10","11,500","1","1996","포도원로 119-1"
"경기도 시흥시 신천동","771-3","0771","0003","은하맨션B동","59.705","33.43","202004","15","14,500","1","1995","신천로100번안길 16"
"경기도 시흥시 신천동","821-3","0821","0003","이레아트맨션가동","59.69","37.59","202004","10","12,000","2","1997","신천6길 39"
"경기도 시흥시 신천동","314-91","0314","0091","제일맨션","47.505","19.45","202004","7","12,600","2","2002","문화마을로6번길 16"
"경기도 시흥시 신천동","888-19","0888","0019","태성로얄빌라102동","59.99","32.36","202004","24","13,500","4","1996","신천로7번길 25"
"경기도 시흥시 신천동","701-9","0701","0009","태청빌라","57.15","27.38","202004","7","13,500","4","1994","문화마을로16번길 31-5"
"경기도 시흥시 신천동","701-9","0701","0009","태청빌라","111.3","53.46","202004","11","11,800","-1","1994","문화마을로16번길 31-5"
"경기도 시흥시 신천동","877-1","0877","0001","학천빌라트","44.1","25.53","202004","11","11,000","1","1994","신천로25번안길 6-2"
"경기도 시흥시 은행동","317-15","0317","0015","NS빌A동","36.4","31.86","202004","2","12,000","3","2014","검바위1로 4"
"경기도 시흥시 은행동","276-22","0276","0022","광덕빌라7차","50.46","31.6","202004","2","11,500","4","1996","검바위2로 32-3"
"경기도 시흥시 은행동","274-3","0274","0003","동경주택8차다동","76.15","48.88","202004","18","15,500","1","1992","검바위2로 40-24"
"경기도 시흥시 은행동","321-3","0321","0003","동도빌라5동6동","35.72","20.4","202004","7","9,000","2","1991","검바위1로3번길 4-1"
"경기도 시흥시 은행동","251-20","0251","0020","동명빌라3동","34.99","23.28","202004","23","9,700","3","1988","검바위1로 51-10"
"경기도 시흥시 은행동","251-7","0251","0007","동명빌라4동","34.99","29.63","202004","30","10,200","1","1988","검바위1로 60-12"
"경기도 시흥시 은행동","251-6","0251","0006","동명빌라6동","34.365","22.75","202004","27","10,200","2","1988","검바위1로 60-10"
"경기도 시흥시 은행동","278-7","0278","0007","동아센서","56.155","28.71","202004","26","9,500","2","1993","은행로12번길 25-3"
"경기도 시흥시 은행동","248-29","0248","0029","명성2차","46.08","48.89","202004","17","16,000","3","1984","검바위1로 64"
"경기도 시흥시 은행동","252-39","0252","0039","삼립주택","38.34","28.88","202004","27","9,800","1","1990","검바위2로 54-1"
"경기도 시흥시 은행동","105-1","0105","0001","새보미주택","44.2","29.94","202004","27","6,000","1","1985","수인로 3249-10"
"경기도 시흥시 은행동","245-10","0245","0010","솔빛마을7차3동","59.25","27.2","202004","15","15,000","2","2002","검바위1로 70-2"
"경기도 시흥시 은행동","248-54","0248","0054","수정빌라","40.41","49.82","202004","4","15,500","2","1986","검바위2로 62"
"경기도 시흥시 은행동","248-54","0248","0054","수정빌라","44.28","53.99","202004","13","15,500","2","1986","검바위2로 62"
"경기도 시흥시 은행동","248-54","0248","0054","수정빌라","44.28","53.99","202004","23","14,700","1","1986","검바위2로 62"
"경기도 시흥시 은행동","248-54","0248","0054","수정빌라","40.41","49.82","202004","27","15,200","1","1986","검바위2로 62"
"경기도 시흥시 은행동","248-54","0248","0054","수정빌라","40.41","49.82","202004","29","16,800","1","1986","검바위2로 62"
"경기도 시흥시 은행동","252-10","0252","0010","신성빌리지","51.51","24.04","202004","29","14,700","3","2002","검바위2로 52-7"
"경기도 시흥시 은행동","320-10","0320","0010","신성아트타운18차","55.32","30.88","202004","15","9,000","4","2002","검바위1로 10"
"경기도 시흥시 은행동","277","0277","0000","신양빌라","34.59","24.17","202004","27","6,700","3","1998","은행로12번길 25-1"
"경기도 시흥시 은행동","252-80","0252","0080","신풍빌라다동","29.6","14.78","202004","1","6,400","3","2003","검바위2로 58-3"
"경기도 시흥시 은행동","289-24","0289","0024","예다음(나동)","41.0025","35.12","202004","14","15,650","4","2015","검바위1로 12-1"
"경기도 시흥시 은행동","318-5","0318","0005","중앙탑스빌102동","59.94","32.7","202004","9","15,000","1","2002","수인로3247번길 120"
"경기도 시흥시 은행동","109-63","0109","0063","진양빌라","41.4","47.56","202004","4","9,000","1","1986","은행로65번길 21-12"
"경기도 시흥시 은행동","109-63","0109","0063","진양빌라","41.4","47.56","202004","14","8,400","2","1986","은행로65번길 21-12"
"경기도 시흥시 정왕동","2027-1","2027","0001","(2027-1)","61.08","22.83","202004","20","10,000","3","2003","오이도5길 14"
"경기도 시흥시 정왕동","1981-11","1981","0011","미성빌리지(1981-11)","59.255","28.9","202004","6","9,500","2","2002","오이도중앙로5번길 4-7"
"경기도 시흥시 정왕동","2305-10","2305","0010","삼주골든빌","74.34","40.3","202004","15","7,800","4","2003","역전로313번길 6"
"경기도 시흥시 정왕동","1982-13","1982","0013","서해골든타운(1982-13)","55.98","27.89","202004","13","9,600","1","2002","오이도중앙로5번길 6-3"
"경기도 시흥시 정왕동","2033-4","2033","0004","씨앤빌","55.43","27.87","202004","6","8,000","4","2002","오이도6길 30-1"
"경기도 시흥시 정왕동","2293-5","2293","0005","정왕하이츠빌(B동)","72.65","46.16","202004","18","16,000","3","2009","마유로443번길 31"
"경기도 시흥시 정왕동","2027-3","2027","0003","한스빌리지","57.15","29.55","202004","6","8,000","1","2002","오이도5길 18"
"경기도 시흥시 조남동","169-40","0169","0040","건영빌라가동","36.535","28.5","202004","10","12,800","3","1991","동서로 1052"
"경기도 시흥시 조남동","179-3","0179","0003","동호주택나동","33.12","13.63","202004","4","9,900","4","2002","조남길 24"
"경기도 시흥시 조남동","171-60","0171","0060","맘모스궁전","58.51","47.73","202004","11","15,800","4","1998","목감초등길 15"
"경기도 시흥시 조남동","179-6","0179","0006","휴먼펠리스","44.98","36.42","202004","13","21,500","4","2017","동서로 1046-6"
"경기도 시흥시 포동","13-21","0013","0021","대주탑스빌","59.31","33.7","202004","2","13,000","3","2003","신현로38번길 26-1"
"경기도 시흥시 포동","3-8","0003","0008","일화주택B동","51.12","31.38","202004","3","9,400","4","1991","신현로14번길 17"
"경기도 시흥시 하중동","856-5","0856","0005","(856-5)","61.95","22.87","202004","19","9,200","4","2002","하중로 197"
"경기도 안산단원구 고잔동","579-1","0579","0001","3차효자빌라","37.89","43.39","202004","8","15,500","2","1990","큰우물길 2"
"경기도 안산단원구 고잔동","579-1","0579","0001","3차효자빌라","37.89","43.39","202004","17","16,100","2","1990","큰우물길 2"
