"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200401 ~ 20200430"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"서울특별시 동작구 대방동","344-6","0344","0006","미래winners(344-6)","29.44","20.49","202004","24","24,000","3","2015","여의대방로46길 36"
"서울특별시 동작구 대방동","391-220","0391","0220","삼화빌라","46","21.5","202004","20","15,500","-1","1997","대방동7길 7"
"서울특별시 동작구 대방동","415-22","0415","0022","수정타운-다","57.3","30.47","202004","1","23,000","2","2002","여의대방로24나길 17-4"
"서울특별시 동작구 대방동","391-310","0391","0310","제이하우스","29.95","19.83","202004","10","27,000","2","2018","대방동27길 83-1"
"서울특별시 동작구 동작동","102-50","0102","0050","유정빌라","67.38","32.67","202004","14","15,000","-1","1997","동작대로41길 25"
"서울특별시 동작구 본동","50-16","0050","0016","골든빌","38.17","25.68","202004","11","41,700","2","2008","노량진로26길 16-45"
"서울특별시 동작구 사당동","220-40","0220","0040","(220-40)","28.79","22.58","202004","8","17,600","1","1989","사당로9나길 3"
"서울특별시 동작구 사당동","242-6","0242","0006","(242-6)","46.49","20.44","202004","17","33,500","2","2001","사당로10길 50"
"서울특별시 동작구 사당동","57-81","0057","0081","(57-81)","28.35","22.6","202004","16","27,000","2","1987","동작대로35다길 32-3"
"서울특별시 동작구 사당동","241-25","0241","0025","241-25","54.38","34.64","202004","15","44,500","3","2015","사당로10길 92"
"서울특별시 동작구 사당동","708-1091","0708","1091","708-1091","61.02","42.46","202004","13","47,500","3","2015","사당로8가길 30"
"서울특별시 동작구 사당동","1051-18","1051","0018","LS펠리체","51.35","33.84","202004","21","34,000","4","2016","남부순환로255가길 6"
"서울특별시 동작구 사당동","1051-29","1051","0029","남광쉐르빌","42.16","27.77","202004","10","39,800","4","2019","남부순환로257길 8"
"서울특별시 동작구 사당동","272-22","0272","0022","남성역하늘채 아파트","41","29.08","202004","3","31,500","2","2019","사당로14길 25"
"서울특별시 동작구 사당동","180-13","0180","0013","대도로얄","65.36","31.66","202004","3","27,500","2","1992","사당로23길 265"
"서울특별시 동작구 사당동","419-42","0419","0042","더하우스8차","45.78","26.68","202004","24","29,000","2","2008","남부순환로265나길 13"
"서울특별시 동작구 사당동","230-19","0230","0019","로얄팰리스","29.91","17.76","202004","10","34,700","4","2016","사당로8가길 9-8"
"서울특별시 동작구 사당동","435-20","0435","0020","미래가","48.11","29.37","202004","25","36,800","3","2015","남부순환로269길 87"
"서울특별시 동작구 사당동","206-127","0206","0127","사당휴브리지(206-127)","12.42","8.27","202004","13","13,000","3","2015","사당로 158"
"서울특별시 동작구 사당동","1035-24","1035","0024","삼원A동","44.97","23.7","202004","18","24,000","5","2002","사당로26길 116-1"
"서울특별시 동작구 사당동","138-4","0138","0004","서광시티뷰","51.34","20.18","202004","15","44,000","6","2007","동작대로27다길 29"
"서울특별시 동작구 사당동","190-177","0190","0177","스카이빌(190-177)","38.59","23.06","202004","15","22,500","2","2011","사당로2다길 105"
"서울특별시 동작구 사당동","302","0302","0000","신아아트빌라","64.5","60.05","202004","2","72,000","1","1992","사당로16길 137-1"
"서울특별시 동작구 사당동","230-15","0230","0015","아름","41.64","30.25","202004","10","27,000","-1","1987","사당로16다길 87"
"서울특별시 동작구 사당동","230-15","0230","0015","아름","41.64","30.35","202004","11","32,000","-1","1987","사당로16다길 87"
"서울특별시 동작구 사당동","282-2","0282","0002","엘파라시오프라임","28.2","25.39","202004","15","34,000","3","2020","사당로14나길 6"
"서울특별시 동작구 사당동","235-81","0235","0081","연우","42.88","45.5","202004","24","29,900","3","1981","사당로8길 68"
"서울특별시 동작구 사당동","316-237","0316","0237","영풍타운","40.93","26.38","202004","11","29,900","2","2014","남부순환로269길 124"
"서울특별시 동작구 사당동","316-254","0316","0254","우남파크빌","51.35","26.75","202004","21","31,000","5","2011","사당로20바길 26"
"서울특별시 동작구 사당동","175-83","0175","0083","우창A","59.35","39.67","202004","7","23,300","-1","1989","사당로23사길 16-5"
"서울특별시 동작구 사당동","161-92","0161","0092","원진","76.96","45.49","202004","3","43,000","2","2003","사당로29라길 37"
"서울특별시 동작구 사당동","1050-33","1050","0033","임광빌라B","48.87","34","202004","13","21,000","-1","1986","남부순환로261길 35"
"서울특별시 동작구 사당동","297-4","0297","0004","정원주택","37.28","28.05","202004","2","21,900","1","1991","사당로16바길 15"
"서울특별시 동작구 사당동","59-13","0059","0013","청목레스빌","64.77","26.42","202004","16","36,000","3","2004","동작대로35가길 95"
"서울특별시 동작구 사당동","175-28","0175","0028","파라브","38.27","23.57","202004","21","28,000","4","2020","사당로23바길 16"
"서울특별시 동작구 사당동","175-28","0175","0028","파라브","58.62","36.07","202004","21","49,500","5","2020","사당로23바길 16"
"서울특별시 동작구 사당동","439-27","0439","0027","파인하우스","46.14","25.75","202004","15","27,000","3","2007","사당로20라길 31"
"서울특별시 동작구 사당동","427-18","0427","0018","프레스티지","41.49","26","202004","4","34,500","4","2014","사당로22나길 8"
"서울특별시 동작구 사당동","316-29","0316","0029","행운빌라(316-29)","44.9","21.96","202004","13","23,000","2","2001","사당로20다길 3"
"서울특별시 동작구 사당동","175-41","0175","0041","효심A","53.13","38.45","202004","24","25,000","3","1992","사당로23바길 36"
"서울특별시 동작구 상도1동","560-1","0560","0001","(560-1)","36.61","31.98","202004","30","19,700","1","1988","강남초등4길 8"
"서울특별시 동작구 상도1동","316-4","0316","0004","태성팰리스상도3차(316-4)","47.95","31.23","202004","20","27,200","3","2014","상도로45길 48-2"
"서울특별시 동작구 상도동","196-37","0196","0037","(196-37)","41.49","37","202004","16","40,000","-1","1986","성대로37길 76-5"
"서울특별시 동작구 상도동","201-21","0201","0021","(201-21)","55.17","33.86","202004","18","20,500","4","2006","성대로37길 48"
"서울특별시 동작구 상도동","379-6","0379","0006","금강빌라(379-6)","36.53","20.73","202004","20","6,000","-1","1990","국사봉1길 210"
"서울특별시 동작구 상도동","7-91","0007","0091","다나네스트빌(7-91)","36.48","26.69","202004","18","23,800","4","2008","매봉로4가길 27"
"서울특별시 동작구 상도동","214-54","0214","0054","더포레스트2차","43.49","27.88","202004","22","24,000","3","2016","양녕로22다길 17"
"서울특별시 동작구 상도동","210-86","0210","0086","도영타운(210-86)","42.75","26.73","202004","27","23,500","2","2014","양녕로25바길 20"
"서울특별시 동작구 상도동","202-252","0202","0252","동양","78.54","44.37","202004","15","25,000","3","2010","성대로 183"
"서울특별시 동작구 상도동","202-252","0202","0252","동양","78.54","44.37","202004","15","25,000","2","2010","성대로 183"
"서울특별시 동작구 상도동","324-23","0324","0023","동양스마트빌","14.308","7.29","202004","22","12,350","5","2012","상도로12길 5"
"서울특별시 동작구 상도동","324-23","0324","0023","동양스마트빌","14.308","7.29","202004","22","12,350","5","2012","상도로12길 5"
"서울특별시 동작구 상도동","196-36","0196","0036","둥지아트빌(196-36)","53.76","24.13","202004","3","32,000","4","2002","성대로37길 76-3"
"서울특별시 동작구 상도동","302-2","0302","0002","드림빌라","65.86","39.66","202004","10","25,000","1","2008","국사봉8길 70"
"서울특별시 동작구 상도동","33-6","0033","0006","드림캐슬(33-6)","59.25","36","202004","21","45,000","3","2016","상도로 258-5"
"서울특별시 동작구 상도동","335-58","0335","0058","라이프타운(한옥빌라)","75.87","44.4","202004","7","41,180","3","2008","상도로13라길 14-1"
"서울특별시 동작구 상도동","56-104","0056","0104","래미안빌라","65.34","37.45","202004","19","25,500","2","2003","상도로53길 31"
"서울특별시 동작구 상도동","1-18","0001","0018","리버파크빌","68.64","40.34","202004","28","28,200","4","2003","매봉로4길 9-4"
"서울특별시 동작구 상도동","302-49","0302","0049","명보스위트빌","77.97","42.51","202004","10","28,800","1","2002","국사봉6길 70"
"서울특별시 동작구 상도동","175-27","0175","0027","모던힐타운2차","30.98","19.51","202004","3","27,200","3","2015","장승배기로10가길 43-10"
"서울특별시 동작구 상도동","214-35","0214","0035","미경빌라(214-35)","44.27","23.79","202004","25","13,300","2","1991","양녕로22라길 23"
"서울특별시 동작구 상도동","202-187","0202","0187","삼성빌","37.9","23.4","202004","6","19,000","2","2011","성대로31길 11"
"서울특별시 동작구 상도동","214-336","0214","0336","상도세인트빌A(214-336)","34.95","27.52","202004","7","20,780","3","2014","양녕로22다길 14"
"서울특별시 동작구 상도동","356-2","0356","0002","샹그릴라","58.86","32.5","202004","21","37,000","3","2016","상도로17길 28"
"서울특별시 동작구 상도동","211-420","0211","0420","시트린하우스","32.73","19.1","202004","17","19,750","3","2013","양녕로30길 26"
"서울특별시 동작구 상도동","202-153","0202","0153","신성하이츠빌라","36.15","22.2","202004","29","14,000","3","1991","성대로37길 25"
"서울특별시 동작구 상도동","159-31","0159","0031","신우빌라(나동)(159-31)","29.07","25.7","202004","27","18,000","1","1989","상도로38길 3-44"
"서울특별시 동작구 상도동","188-25","0188","0025","신한쉐르빌","45.64","30.41","202004","22","34,000","4","2016","성대로29길 45"
"서울특별시 동작구 상도동","211-252","0211","0252","약수연립(가동)","47.5","61.88","202004","2","16,300","2","1981","양녕로22다길 36"
"서울특별시 동작구 상도동","210-105","0210","0105","엘리시아","29.89","19.01","202004","20","25,000","2","2014","양녕로25바길 15"
"서울특별시 동작구 상도동","279-329","0279","0329","예그린","28.82","18.52","202004","11","26,500","3","2020","성대로16길 55"
"서울특별시 동작구 상도동","356-65","0356","0065","원림아트빌(356-65)","74.61","27.54","202004","10","25,000","4","2002","상도로15사길 35"
"서울특별시 동작구 상도동","264-157","0264","0157","정원시티빌","57.65","31.51","202004","24","21,000","3","1997","성대로11가길 9"
"서울특별시 동작구 상도동","279-462","0279","0462","주미빌라","60.61","30.9","202004","11","19,300","1","2001","성대로16길 67"
"서울특별시 동작구 상도동","321-3","0321","0003","청운하우스","43.61","34.15","202004","4","39,100","5","2016","국사봉길 21-5"
"서울특별시 동작구 상도동","283-119","0283","0119","코너스톤","29.57","27.06","202004","27","25,000","2","2019","성대로6자길 13"
"서울특별시 동작구 상도동","264-170","0264","0170","탑시티빌","40.18","23.98","202004","28","17,000","3","2008","성대로11가길 10"
"서울특별시 동작구 상도동","379-1","0379","0001","하늘채","29.93","19.48","202004","8","18,000","4","2014","국사봉1나길 19"
"서울특별시 동작구 상도동","335-93","0335","0093","하이얏트빌","57.24","31.76","202004","27","23,500","4","2002","상도로13길 24"
"서울특별시 동작구 상도동","279-61","0279","0061","한강베스트빌","54.14","29.09","202004","13","22,000","4","2009","양녕로23길 120"
"서울특별시 동작구 상도동","221-1","0221","0001","현진빌라(221-1)","62.55","22.91","202004","17","46,000","1","1984","양녕로 177"
"서울특별시 동작구 상도동","212-41","0212","0041","효성주택(212-41)","54.6","31.9","202004","28","30,500","2","2013","양녕로20길 123"
"서울특별시 동작구 상도동","279-251","0279","0251","효성주택(279-251)","50.79","30.81","202004","17","28,000","4","2008","성대로12길 51"
"서울특별시 동작구 상도동","159-37","0159","0037","효파크빌","58.2","33.28","202004","10","41,700","5","2019","상도로38길 100"
"서울특별시 동작구 신대방동","623-1","0623","0001","문창리버빌","49.86","32.56","202004","14","52,700","2","2002","신대방2나길 10"
"서울특별시 동작구 신대방동","474-7","0474","0007","보라매빌","58.79","47.13","202004","3","40,100","5","2009","여의대방로10가길 17"
"서울특별시 동작구 신대방동","366-92","0366","0092","세원빌라","41.28","21.68","202004","15","19,500","1","2001","여의대방로22아길 60"
"서울특별시 동작구 신대방동","687-13","0687","0013","소노트리지움","32.04","19.85","202004","7","29,500","3","2019","대림로 46"
"서울특별시 동작구 신대방동","687-13","0687","0013","소노트리지움","32.04","19.85","202004","9","29,600","2","2019","대림로 46"
"서울특별시 동작구 신대방동","687-13","0687","0013","소노트리지움","32.04","19.85","202004","12","29,300","3","2019","대림로 46"
"서울특별시 동작구 신대방동","687-13","0687","0013","소노트리지움","41.78","25.88","202004","18","39,500","3","2019","대림로 46"
"서울특별시 동작구 신대방동","687-13","0687","0013","소노트리지움","32.04","19.85","202004","22","29,000","2","2019","대림로 46"
"서울특별시 동작구 신대방동","366-16","0366","0016","수정하이츠빌","47.2","28.1","202004","30","21,500","3","2008","여의대방로22아길 44"
"서울특별시 동작구 신대방동","721","0721","0000","스마티움(721)","13.77","9.87","202004","6","12,600","2","2014","보라매로19길 8"
"서울특별시 동작구 신대방동","632-7","0632","0007","에덴빌라","54.43","28.94","202004","6","28,000","1","1994","신대방14가길 16-2"
"서울특별시 동작구 신대방동","632-7","0632","0007","에덴빌라","55.31","29.42","202004","10","39,000","-1","1994","신대방14가길 16-2"
"서울특별시 동작구 신대방동","634-1","0634","0001","옥동그린","59.49","40.78","202004","15","58,000","4","2006","신대방2나길 14"
"서울특별시 동작구 흑석동","286-4","0286","0004","(286-4)","48.64","25.33","202004","11","80,000","1","1986","현충로20길 43-10"
"서울특별시 동작구 흑석동","193-3","0193","0003","낙원빌라다동","58.08","38.48","202004","3","38,000","1","1992","흑석로13마길 46-4"
"서울특별시 동작구 흑석동","211-40","0211","0040","초원빌라가동","47.04","44.05","202004","3","33,000","2","1992","흑석로6길 50-1"
"서울특별시 마포구 공덕동","105-147","0105","0147","고은빌","49.81","25.24","202004","14","110,337","4","2002","마포대로14가길 18-16"
"서울특별시 마포구 공덕동","112-6","0112","0006","피카소","29.87","20.47","202004","1","53,000","2","2020","만리재옛4길 13"
"서울특별시 마포구 구수동","16-5","0016","0005","동원스위트홈(16-5)","29.9","18.51","202004","10","25,800","3","2015","독막로24길 9"
"서울특별시 마포구 당인동","12-11","0012","0011","(12-11)","36.8","27.75","202004","25","27,000","-1","1990","어울마당로 20"
"서울특별시 마포구 당인동","12-15","0012","0015","(12-15)","36.69","28.36","202004","4","30,500","-1","1990","독막로12길 26"
"서울특별시 마포구 대흥동","337-52","0337","0052","(337-52)","49.56","22.98","202004","16","24,800","4","2005","대흥로 53-3"
"서울특별시 마포구 대흥동","772-1","0772","0001","대흥동다세대주택","35.16","24.62","202004","14","25,000","2","2002","토정로25안길 9"
"서울특별시 마포구 대흥동","764-6","0764","0006","동양하우징","43.6","29.75","202004","14","42,500","3","2016","대흥로8길 27-8"
"서울특별시 마포구 대흥동","764-6","0764","0006","동양하우징","29.52","19.84","202004","21","29,600","4","2016","대흥로8길 27-8"
"서울특별시 마포구 대흥동","338-1","0338","0001","마포나루타운","58.94","39.36","202004","25","44,800","4","2017","독막로38길 32"
"서울특별시 마포구 망원동","394-81","0394","0081","(394-81)","19.8","11.9","202004","3","16,000","2","2011","희우정로10길 28-3"
"서울특별시 마포구 망원동","419-2","0419","0002","(419-2)조광빌라","40.8","21.6","202004","25","15,000","-1","1991","월드컵로25길 155"
"서울특별시 마포구 망원동","439-11","0439","0011","(439-11)","45.95","33.72","202004","17","16,000","1","1977","월드컵로31길 110-5"
"서울특별시 마포구 망원동","456-40","0456","0040","(456-40)","41.608","24.33","202004","10","24,900","-1","1991","희우정로17길 13"
"서울특별시 마포구 망원동","57-20","0057","0020","(57-20)","28.59","20","202004","24","17,500","2","1991","월드컵로17길 16"
"서울특별시 마포구 망원동","57-46","0057","0046","(57-46)","39.6","26.63","202004","8","23,800","1","1986","월드컵로19길 30"
"서울특별시 마포구 망원동","397-13","0397","0013","7차우성빌라","37.18","35.45","202004","15","22,300","2","1989","망원로2길 78"
"서울특별시 마포구 망원동","455-64","0455","0064","GS Bill","34.32","23.61","202004","22","18,200","1","2008","희우정로21길 12-13"
"서울특별시 마포구 망원동","425-19","0425","0019","M팰리스빌","61.79","36.93","202004","4","45,800","3","2009","망원로7길 31-20"
"서울특별시 마포구 망원동","488","0488","0000","강변주택","46.1","26.77","202004","13","24,000","1","2000","동교로3길 17"
"서울특별시 마포구 망원동","418-4","0418","0004","글로리캐슬","34.16","22.49","202004","18","26,400","3","2012","희우정로20길 7"
"서울특별시 마포구 망원동","429-18","0429","0018","나성리치빌(429-18)","49.5","27.86","202004","30","27,000","4","2009","월드컵로25길 134"
"서울특별시 마포구 망원동","519","0519","0000","대명이튼캐슬","27.51","18.51","202004","17","26,500","2","2017","월드컵로13길 19-36"
"서울특별시 마포구 망원동","420-16","0420","0016","동광빌","48.64","30.22","202004","1","27,000","3","2008","망원로1길 4"
"서울특별시 마포구 망원동","433-22","0433","0022","동교센터빌","29.94","17.7","202004","17","35,000","6","2020","방울내로 58"
"서울특별시 마포구 망원동","433-22","0433","0022","동교센터빌","29.99","17.73","202004","18","32,200","2","2020","방울내로 58"
"서울특별시 마포구 망원동","433-22","0433","0022","동교센터빌","29.99","17.73","202004","18","32,500","6","2020","방울내로 58"
"서울특별시 마포구 망원동","433-22","0433","0022","동교센터빌","48.96","28.94","202004","26","45,800","3","2020","방울내로 58"
"서울특별시 마포구 망원동","433-22","0433","0022","동교센터빌","44.69","26.42","202004","30","43,000","4","2020","방울내로 58"
"서울특별시 마포구 망원동","408-16","0408","0016","동원파크빌(408-16)","37.9","24.71","202004","25","24,000","2","2007","희우정로20길 22-7"
"서울특별시 마포구 망원동","338-2","0338","0002","동원힐하우스","41.06","26.2","202004","4","30,500","3","2012","월드컵로11길 87"
"서울특별시 마포구 망원동","405-55","0405","0055","들국화쉐르빌","63.15","29.63","202004","16","32,500","5","2002","포은로5길 29"
"서울특별시 마포구 망원동","405-58","0405","0058","리버팰리스(405-58)","46.02","29.84","202004","30","31,800","5","2009","망원로6길 40-1"
"서울특별시 마포구 망원동","411-39","0411","0039","무지개센터빌","44.85","28.92","202004","4","39,700","5","2017","포은로6길 7-5"
"서울특별시 마포구 망원동","466-8","0466","0008","바우하우스","50.08","34.78","202004","11","36,000","4","2014","방울내로3길 26"
"서울특별시 마포구 망원동","414-71","0414","0071","베스티움","55.07","34.05","202004","11","36,000","4","2017","망원로 76-8"
"서울특별시 마포구 망원동","380-23","0380","0023","서울하이츠빌","67.81","29.03","202004","14","39,000","3","2001","월드컵로13길 19-4"
"서울특별시 마포구 망원동","461-20","0461","0020","성원빌라","36.59","27.87","202004","24","26,500","2","1991","동교로3길 83-6"
"서울특별시 마포구 망원동","461-20","0461","0020","성원빌라","36.59","27.86","202004","25","20,300","-1","1991","동교로3길 83-6"
"서울특별시 마포구 망원동","338-31","0338","0031","이루빌","28.38","19.4","202004","22","20,500","3","2011","월드컵로11길 73-7"
"서울특별시 마포구 망원동","396-45","0396","0045","이에스빌","30.42","19.9","202004","4","20,500","4","2008","망원로2길 90"
"서울특별시 마포구 망원동","431-13","0431","0013","진주빌라","35.68","15.57","202004","2","15,600","4","1996","월드컵로29길 116"
"서울특별시 마포구 망원동","404-10","0404","0010","진흥푸르지오(404-10)","33.7","20.63","202004","30","23,000","4","2008","망원로6길 41-6"
"서울특별시 마포구 망원동","404-17","0404","0017","하늘드리움","14.68","9.21","202004","1","14,400","3","2011","희우정로16길 43-5"
"서울특별시 마포구 망원동","416-77","0416","0077","현대타운","35.88","28.09","202004","1","28,000","3","1990","망원로4길 9-18"
"서울특별시 마포구 상수동","336-8","0336","0008","동성아트빌(A)","30.45","25.12","202004","11","26,500","2","2008","와우산로3길 28"
"서울특별시 마포구 상수동","93-58","0093","0058","서궁빌라트","72.3","35.55","202004","17","31,000","4","2003","와우산로10길 34"
"서울특별시 마포구 상암동","12-78","0012","0078","하늘빌","15.3","10.57","202004","24","13,500","4","2013","월드컵북로44길 72"
"서울특별시 마포구 서교동","477-3","0477","0003","(477-3)","45.97","29.08","202004","18","41,300","6","2012","월드컵로10길 47"
"서울특별시 마포구 서교동","452-1","0452","0001","대광아크로빌","71.25","28.06","202004","21","40,500","2","2002","동교로17길 54"
"서울특별시 마포구 서교동","451-34","0451","0034","목화빌리지","70.93","32.42","202004","15","40,000","3","2001","동교로17길 46-16"
"서울특별시 마포구 서교동","5-8","0005","0008","서교하우스나동","38.42","28.96","202004","11","15,000","-1","1986","월드컵로20길 16"
"서울특별시 마포구 서교동","395-109","0395","0109","서일아트빌","76.98","44.83","202004","6","45,000","3","2001","잔다리로3안길 15"
"서울특별시 마포구 서교동","474-10","0474","0010","청기와아트빌","59.75","31.9","202004","11","34,000","3","2000","월드컵로12길 41"
"서울특별시 마포구 성산동","30-1","0030","0001","(30-1)","42.5","26.16","202004","11","23,000","3","2012","성미산로7안길 49"
"서울특별시 마포구 성산동","200-277","0200","0277","명성빌라","72.21","39.13","202004","7","29,700","1","1992","새터산10길 4"
"서울특별시 마포구 성산동","30-19","0030","0019","성산하이츠빌","57.1","28.81","202004","8","29,850","4","2002","성미산로3길 56"
"서울특별시 마포구 성산동","134-197","0134","0197","소노하우스 성산1차","32.97","19.98","202004","4","26,100","3","2017","성암로1길 22"
"서울특별시 마포구 성산동","81-29","0081","0029","슈펜하임","29.83","18.08","202004","10","24,900","2","2016","성산로4안길 47-5"
"서울특별시 마포구 성산동","23-5","0023","0005","청송아트빌","82.74","51.35","202004","28","36,700","3","2005","성미산로11길 115-4"
"서울특별시 마포구 성산동","23-5","0023","0005","청송아트빌","82.74","51.35","202004","28","35,400","2","2005","성미산로11길 115-4"
"서울특별시 마포구 성산동","23-5","0023","0005","청송아트빌","109.89","68.2","202004","28","44,400","4","2005","성미산로11길 115-4"
"서울특별시 마포구 성산동","157-8","0157","0008","청운빌라","35.24","21.47","202004","10","17,000","1","1992","월드컵로36길 47-20"
"서울특별시 마포구 성산동","4-5","0004","0005","한신하이츠빌라","58.97","31.24","202004","6","22,000","2","1993","성미산로13길 91"
"서울특별시 마포구 신수동","22-50","0022","0050","(22-50)","18.16","9.02","202004","8","10,000","1","2003","백범로 73-6"
"서울특별시 마포구 신수동","250-27","0250","0027","동양하우징","52.54","46.61","202004","18","47,500","5","2016","대흥로9안길 18"
"서울특별시 마포구 아현동","702-3","0702","0003","(702-3)","27.72","19.6","202004","1","50,500","1","1989","손기정로7길 5-1"
"서울특별시 마포구 아현동","717-1","0717","0001","(717-1)","37.01","26.1","202004","10","52,000","-1","1982","손기정로10길 7"
"서울특별시 마포구 아현동","721-2","0721","0002","(721-2)","54.48","39.7","202004","2","68,000","2","1986","손기정로4길 19"
"서울특별시 마포구 아현동","724-14","0724","0014","(724-14)","28.58","21.46","202004","20","38,000","4","2020","손기정로12길 11"
"서울특별시 마포구 아현동","763-2","0763","0002","(구85-712)","35.52","21.8","202004","17","53,000","1","1988","환일2길 5-10"
"서울특별시 마포구 아현동","709","0709","0000","아현라온빌","16.19","8.07","202004","10","50,500","8","2020","손기정로 2"
"서울특별시 마포구 연남동","361-46","0361","0046","민우빌라B동","35.37","30.77","202004","7","18,800","2","1989","성미산로19길 96"
"서울특별시 마포구 연남동","562-13","0562","0013","연남아트빌","42.83","21.16","202004","15","26,000","5","2009","연남로3길 54-16"
"서울특별시 마포구 연남동","366-37","0366","0037","이조빌라D동","36.76","35.6","202004","10","22,000","1","1988","연남로 65-1"
"서울특별시 마포구 연남동","561-28","0561","0028","현대하이파크","70.68","46.73","202004","1","47,800","2","2008","연남로5길 21"
"서울특별시 마포구 염리동","149-14","0149","0014","행복신양염리2차","16.36","14.08","202004","17","38,000","5","2020","백범로25길 9-1"
"서울특별시 마포구 합정동","434-10","0434","0010","(434-10)","24.72","13.86","202004","11","19,000","5","2011","포은로2길 9"
"서울특별시 마포구 합정동","429-35","0429","0035","굿모닝빌","38.52","24","202004","11","28,500","4","2010","월드컵로7안길 7"
"서울특별시 마포구 합정동","389-11","0389","0011","대명풀하우스","28.08","17.52","202004","25","26,900","2","2014","양화로1길 54"
"서울특별시 마포구 합정동","440-18","0440","0018","대명풀하우스3","17.23","9.3","202004","4","14,500","4","2013","월드컵로7길 105"
"서울특별시 마포구 합정동","438-13","0438","0013","대명피렌체3","29.81","19","202004","7","23,000","3","2010","포은로 35-4"
"서울특별시 마포구 합정동","434-14","0434","0014","무지개빌라(434-14)","26.77","15.34","202004","2","21,000","3","1994","월드컵로7길 89"
"서울특별시 마포구 합정동","438-18","0438","0018","삼성빌라(438-18)","31.77","18.3","202004","7","20,800","3","1993","희우정로 34"
"서울특별시 마포구 합정동","437-30","0437","0030","샤인빌","16.15","12.21","202004","30","13,000","3","2011","포은로2가길 22"
"서울특별시 마포구 합정동","430-12","0430","0012","영진하이츠빌라","49.44","28.13","202004","18","19,500","-1","1992","월드컵로5길 44-8"
"서울특별시 마포구 합정동","430-18","0430","0018","파크쉐르빌","29.64","20.6","202004","23","27,500","2","2014","월드컵로5길 36-5"
"서울특별시 마포구 합정동","389-27","0389","0027","한성그린빌라","68.04","38.3","202004","1","41,500","3","1993","양화로1길 52"
"서울특별시 마포구 합정동","375-3","0375","0003","한올빌라A","27.96","22.05","202004","4","24,500","1","1990","양화진길 15"
"서울특별시 마포구 합정동","434-31","0434","0031","합정한강타운","29.53","18.41","202004","4","20,000","4","2008","포은로2길 21"
"서울특별시 마포구 합정동","434-35","0434","0035","현대빌라(434-35)","35","25.9","202004","11","21,000","1","1990","월드컵로7길 75"
"서울특별시 서대문구 남가좌동","5-343","0005","0343","(5-343)","46.81","50.5","202004","27","10,700","2","1981","명지대1나길 33"
"서울특별시 서대문구 남가좌동","5-343","0005","0343","(5-343)","46.81","50.5","202004","27","10,500","1","1981","명지대1나길 33"
"서울특별시 서대문구 남가좌동","338-36","0338","0036","원이빌라","39.39","19.06","202004","20","9,200","-1","1998","가재울로6길 62"
"서울특별시 서대문구 남가좌동","295-5","0295","0005","좌원상가","20.26","6.3","202004","17","7,000","3","1966","수색로 42"
"서울특별시 서대문구 남가좌동","343-45","0343","0045","하늘드리움","12.38","9.64","202004","23","6,000","1","2012","거북골로 45-6"
"서울특별시 서대문구 남가좌동","340-16","0340","0016","황제빌라B동","76.27","37.64","202004","13","30,400","3","2003","증가로8길 18-10"
"서울특별시 서대문구 북가좌동","74-157","0074","0157","(74-157)","36.92","32.5","202004","30","44,500","-1","1988","증가로23다길 30"
"서울특별시 서대문구 북가좌동","75-8","0075","0008","(75-8)","56.76","32.68","202004","6","50,000","3","1992","거북골로14다길 17"
"서울특별시 서대문구 북가좌동","3-90","0003","0090","금강","61.15","29.09","202004","19","20,100","3","2002","증가로24마길 14"
"서울특별시 서대문구 북가좌동","313-32","0313","0032","금강아트빌","57.11","32.39","202004","23","37,940","4","2017","거북골로20길 33-18"
"서울특별시 서대문구 북가좌동","337-1","0337","0001","기룡하이츠(C동)","54.52","30.84","202004","7","22,500","5","2012","증가로30길 53"
"서울특별시 서대문구 북가좌동","308-9","0308","0009","나성빌라","72.91","35.03","202004","8","31,000","2","2002","거북골로20길 46"
"서울특별시 서대문구 북가좌동","311-13","0311","0013","대림에코빌","34.67","20.62","202004","2","16,400","5","2013","거북골로20길 63-41"
"서울특별시 서대문구 북가좌동","308-21","0308","0021","대명빌라(308-21)","54.26","29.91","202004","25","23,100","2","2001","응암로 67-4"
"서울특별시 서대문구 북가좌동","344-33","0344","0033","동부홈타운","39.6","22.96","202004","20","16,100","5","2011","증가로31길 40"
"서울특별시 서대문구 북가좌동","296-26","0296","0026","동진홈타운(296-26)","36.38","18.22","202004","16","13,500","5","2013","증가로21길 30"
