index,위도,경도,도로명주소,API,교통,마트편의점,교육시설,의료시설,음식점카페,문화공간
821,127.374356771,36.318252893,대전광역시 서구 도마동 사마6길 58,"{'교통': 0, '마트편의점': 33, '교육시설': 84, '의료시설': 86, '음식점카페': 531, '문화공간': 6}",0,33,84,86,531,6
822,127.376189305,36.313670406,대전광역시 서구 도마동 제비네3길 53,"{'교통': 0, '마트편의점': 23, '교육시설': 70, '의료시설': 74, '음식점카페': 409, '문화공간': 7}",0,23,70,74,409,7
823,127.376541812,36.313617658,대전광역시 서구 도마동 제비네6길 47,"{'교통': 0, '마트편의점': 23, '교육시설': 69, '의료시설': 74, '음식점카페': 405, '문화공간': 7}",0,23,69,74,405,7
824,127.380585839,36.318216641,대전광역시 서구 도마동 도마9길 23,"{'교통': 0, '마트편의점': 27, '교육시설': 93, '의료시설': 79, '음식점카페': 525, '문화공간': 3}",0,27,93,79,525,3
825,127.374485627,36.318605211,대전광역시 서구 도마동 사마6길 68,"{'교통': 0, '마트편의점': 35, '교육시설': 83, '의료시설': 86, '음식점카페': 548, '문화공간': 6}",0,35,83,86,548,6
826,127.373412094,36.324223278,대전광역시 서구 도마동 도마로25번길 42-6,"{'교통': 0, '마트편의점': 37, '교육시설': 95, '의료시설': 41, '음식점카페': 483, '문화공간': 3}",0,37,95,41,483,3
827,127.370804321,36.314415564,대전광역시 서구 도마동 도솔6길 73,"{'교통': 0, '마트편의점': 30, '교육시설': 76, '의료시설': 82, '음식점카페': 465, '문화공간': 9}",0,30,76,82,465,9
828,127.378209953,36.319677695,대전광역시 서구 도마동 도산로 124,"{'교통': 0, '마트편의점': 29, '교육시설': 95, '의료시설': 87, '음식점카페': 535, '문화공간': 3}",0,29,95,87,535,3
829,127.376011500,36.313628790,대전광역시 서구 도마동 제비네3길 57,"{'교통': 0, '마트편의점': 23, '교육시설': 72, '의료시설': 74, '음식점카페': 409, '문화공간': 7}",0,23,72,74,409,7
830,127.371481149,36.325591607,대전광역시 서구 도마동 배재로186번길 23-19,"{'교통': 0, '마트편의점': 35, '교육시설': 89, '의료시설': 41, '음식점카페': 400, '문화공간': 3}",0,35,89,41,400,3
831,127.375668531,36.312745449,대전광역시 서구 도마동 제비네7길 45,"{'교통': 0, '마트편의점': 21, '교육시설': 70, '의료시설': 71, '음식점카페': 365, '문화공간': 7}",0,21,70,71,365,7
832,127.372036376,36.320308158,대전광역시 서구 도마동 도학3길 23,"{'교통': 0, '마트편의점': 31, '교육시설': 73, '의료시설': 39, '음식점카페': 477, '문화공간': 5}",0,31,73,39,477,5
833,127.369581498,36.313694622,대전광역시 서구 도마동 배재로54번길 8,"{'교통': 0, '마트편의점': 28, '교육시설': 81, '의료시설': 82, '음식점카페': 418, '문화공간': 7}",0,28,81,82,418,7
834,127.378649952,36.321983231,대전광역시 서구 도마동 도마로 78,"{'교통': 0, '마트편의점': 29, '교육시설': 100, '의료시설': 66, '음식점카페': 566, '문화공간': 3}",0,29,100,66,566,3
835,127.371772158,36.312461051,대전광역시 서구 도마동 도림1길 45,"{'교통': 0, '마트편의점': 26, '교육시설': 89, '의료시설': 92, '음식점카페': 424, '문화공간': 9}",0,26,89,92,424,9
836,127.369400983,36.310623053,대전광역시 서구 도마동 도림6길 41,"{'교통': 0, '마트편의점': 23, '교육시설': 102, '의료시설': 61, '음식점카페': 345, '문화공간': 8}",0,23,102,61,345,8
837,127.369596659,36.310631460,대전광역시 서구 도마동 도림6길 39,"{'교통': 0, '마트편의점': 23, '교육시설': 101, '의료시설': 69, '음식점카페': 346, '문화공간': 8}",0,23,101,69,346,8
