index,위도,경도,도로명주소,API,교통,마트편의점,교육시설,의료시설,음식점카페,문화공간
2349,127.422003684,36.331379429,대전광역시 중구 선화동 대종로 541,"{'교통': 3, '마트편의점': 71, '교육시설': 233, '의료시설': 128, '음식점카페': 1562, '문화공간': 43}",3,71,233,128,1562,43
2350,127.422295782,36.332052748,대전광역시 중구 선화동 대종로 544,"{'교통': 3, '마트편의점': 68, '교육시설': 229, '의료시설': 121, '음식점카페': 1545, '문화공간': 44}",3,68,229,121,1545,44
2351,127.418805258,36.332913397,대전광역시 중구 선화동 보문로 341,"{'교통': 2, '마트편의점': 61, '교육시설': 254, '의료시설': 106, '음식점카페': 1211, '문화공간': 28}",2,61,254,106,1211,28
2352,127.416887702,36.335493500,대전광역시 중구 선화동 대종로 605,"{'교통': 0, '마트편의점': 47, '교육시설': 216, '의료시설': 76, '음식점카페': 728, '문화공간': 13}",0,47,216,76,728,13
2353,127.381809512,36.292696681,대전광역시 중구 안영동 대둔산로255번길 9,"{'교통': 0, '마트편의점': 16, '교육시설': 78, '의료시설': 8, '음식점카페': 274, '문화공간': 2}",0,16,78,8,274,2
2354,127.381525435,36.292814201,대전광역시 중구 안영동 대둔산로255번길 15,"{'교통': 0, '마트편의점': 16, '교육시설': 78, '의료시설': 8, '음식점카페': 275, '문화공간': 1}",0,16,78,8,275,1
2355,127.405322433,36.322009492,대전광역시 중구 오류동 오류로 16,"{'교통': 2, '마트편의점': 52, '교육시설': 245, '의료시설': 159, '음식점카페': 964, '문화공간': 20}",2,52,245,159,964,20
2356,127.402875087,36.328623851,대전광역시 중구 오류동 오류로 92,"{'교통': 1, '마트편의점': 46, '교육시설': 248, '의료시설': 114, '음식점카페': 780, '문화공간': 12}",1,46,248,114,780,12
2357,127.406634956,36.32526739,대전광역시 중구 오류동 계룡로 852,"{'교통': 2, '마트편의점': 55, '교육시설': 263, '의료시설': 128, '음식점카페': 907, '문화공간': 17}",2,55,263,128,907,17
2358,127.405412489,36.322281884,대전광역시 중구 오류동 오류로 20,"{'교통': 2, '마트편의점': 54, '교육시설': 246, '의료시설': 157, '음식점카페': 964, '문화공간': 20}",2,54,246,157,964,20
2359,127.403953529,36.323190615,대전광역시 중구 오류동 오류로 31,"{'교통': 2, '마트편의점': 54, '교육시설': 264, '의료시설': 157, '음식점카페': 990, '문화공간': 18}",2,54,264,157,990,18
2360,127.405196411,36.322598209,대전광역시 중구 오류동 계백로1685번길 45,"{'교통': 2, '마트편의점': 54, '교육시설': 248, '의료시설': 154, '음식점카페': 970, '문화공간': 20}",2,54,248,154,970,20
2361,127.410763823,36.323022406,대전광역시 중구 오류동 계백로 1725-22,"{'교통': 3, '마트편의점': 57, '교육시설': 188, '의료시설': 132, '음식점카페': 784, '문화공간': 18}",3,57,188,132,784,18
2362,127.454633460,36.299237858,대전광역시 중구 옥계동 대종로 66,"{'교통': 0, '마트편의점': 20, '교육시설': 82, '의료시설': 45, '음식점카페': 342, '문화공간': 3}",0,20,82,45,342,3
2363,127.453816958,36.296258053,대전광역시 중구 옥계동 학고개로57번길 81,"{'교통': 0, '마트편의점': 10, '교육시설': 45, '의료시설': 5, '음식점카페': 119, '문화공간': 0}",0,10,45,5,119,0
2364,127.455093638,36.299974535,대전광역시 중구 옥계동 대전천서로 35,"{'교통': 0, '마트편의점': 21, '교육시설': 89, '의료시설': 47, '음식점카페': 358, '문화공간': 3}",0,21,89,47,358,3
2365,127.454621017,36.296479663,대전광역시 중구 옥계동 학고개로57번길 82,"{'교통': 0, '마트편의점': 10, '교육시설': 47, '의료시설': 6, '음식점카페': 130, '문화공간': 1}",0,10,47,6,130,1
2366,127.401212215,36.332518025,대전광역시 중구 용두동 어덕마을로 9,"{'교통': 2, '마트편의점': 37, '교육시설': 186, '의료시설': 92, '음식점카페': 541, '문화공간': 10}",2,37,186,92,541,10
2367,127.408222184,36.329925032,대전광역시 중구 용두동 동서대로 1347,"{'교통': 2, '마트편의점': 56, '교육시설': 250, '의료시설': 133, '음식점카페': 826, '문화공간': 12}",2,56,250,133,826,12
2368,127.414588885,36.323595056,대전광역시 중구 용두동 중앙로 23-17,"{'교통': 2, '마트편의점': 63, '교육시설': 216, '의료시설': 142, '음식점카페': 1144, '문화공간': 34}",2,63,216,142,1144,34
2369,127.414492179,36.324071033,대전광역시 중구 용두동 선화로22번길 25,"{'교통': 2, '마트편의점': 65, '교육시설': 222, '의료시설': 145, '음식점카페': 1190, '문화공간': 33}",2,65,222,145,1190,33
2370,127.409290657,36.329553067,대전광역시 중구 용두동 동서대로1340번길 15,"{'교통': 2, '마트편의점': 59, '교육시설': 243, '의료시설': 145, '음식점카페': 890, '문화공간': 16}",2,59,243,145,890,16
2371,127.409860781,36.328043624,대전광역시 중구 용두동 동서대로1340번길 46,"{'교통': 3, '마트편의점': 61, '교육시설': 256, '의료시설': 144, '음식점카페': 965, '문화공간': 18}",3,61,256,144,965,18
2372,127.401365857,36.333635509,대전광역시 중구 용두동 계룡로737번길 27,"{'교통': 2, '마트편의점': 35, '교육시설': 176, '의료시설': 90, '음식점카페': 521, '문화공간': 9}",2,35,176,90,521,9
2373,127.391044344,36.314807427,대전광역시 중구 유천동 당디로 111,"{'교통': 0, '마트편의점': 29, '교육시설': 184, '의료시설': 83, '음식점카페': 632, '문화공간': 8}",0,29,184,83,632,8
2374,127.401995123,36.319861775,대전광역시 중구 유천동 계백로 1643,"{'교통': 1, '마트편의점': 49, '교육시설': 277, '의료시설': 163, '음식점카페': 1034, '문화공간': 19}",1,49,277,163,1034,19
2375,127.399846880,36.316570124,대전광역시 중구 유천동 유천로38번길 29,"{'교통': 0, '마트편의점': 45, '교육시설': 248, '의료시설': 98, '음식점카페': 866, '문화공간': 11}",0,45,248,98,866,11
2376,127.399894521,36.319879995,대전광역시 중구 유천동 계백로1615번길 12,"{'교통': 0, '마트편의점': 49, '교육시설': 269, '의료시설': 137, '음식점카페': 1006, '문화공간': 16}",0,49,269,137,1006,16
2377,127.401027752,36.322690219,대전광역시 중구 유천동 수침로 35,"{'교통': 1, '마트편의점': 55, '교육시설': 279, '의료시설': 159, '음식점카페': 1068, '문화공간': 17}",1,55,279,159,1068,17
2378,127.399681371,36.322844865,대전광역시 중구 유천동 수침로 41,"{'교통': 1, '마트편의점': 56, '교육시설': 277, '의료시설': 148, '음식점카페': 1047, '문화공간': 14}",1,56,277,148,1047,14
2379,127.392717064,36.314403352,대전광역시 중구 유천동 유천로33번길 106,"{'교통': 0, '마트편의점': 32, '교육시설': 204, '의료시설': 64, '음식점카페': 652, '문화공간': 7}",0,32,204,64,652,7
2380,127.395938483,36.317045258,대전광역시 중구 유천동 계백로1584번길 18,"{'교통': 0, '마트편의점': 42, '교육시설': 244, '의료시설': 92, '음식점카페': 738, '문화공간': 8}",0,42,244,92,738,8
2381,127.390524264,36.314660973,대전광역시 중구 유천동 대둔산로 512,"{'교통': 0, '마트편의점': 27, '교육시설': 173, '의료시설': 93, '음식점카페': 633, '문화공간': 8}",0,27,173,93,633,8
2382,127.389180600,36.313860331,대전광역시 중구 유천동 대둔산로 503,"{'교통': 0, '마트편의점': 25, '교육시설': 161, '의료시설': 101, '음식점카페': 614, '문화공간': 9}",0,25,161,101,614,9
2383,127.395418309,36.321646958,대전광역시 중구 유천동 태평로44번길 53,"{'교통': 0, '마트편의점': 40, '교육시설': 225, '의료시설': 95, '음식점카페': 761, '문화공간': 10}",0,40,225,95,761,10
2384,127.399990633,36.320404701,대전광역시 중구 유천동 계백로1615번길 34,"{'교통': 0, '마트편의점': 53, '교육시설': 282, '의료시설': 149, '음식점카페': 1039, '문화공간': 16}",0,53,282,149,1039,16
2385,127.394267226,36.321373918,대전광역시 중구 유천동 태평로44번길 27,"{'교통': 0, '마트편의점': 37, '교육시설': 223, '의료시설': 88, '음식점카페': 750, '문화공간': 10}",0,37,223,88,750,10
2386,127.410496915,36.340649710,대전광역시 중구 중촌동 중촌로 31,"{'교통': 0, '마트편의점': 31, '교육시설': 151, '의료시설': 72, '음식점카페': 417, '문화공간': 6}",0,31,151,72,417,6
2387,127.406862910,36.341007557,대전광역시 중구 중촌동 대종로 713,"{'교통': 0, '마트편의점': 22, '교육시설': 131, '의료시설': 57, '음식점카페': 335, '문화공간': 4}",0,22,131,57,335,4
2388,127.407332725,36.339440615,대전광역시 중구 중촌동 목중로 76,"{'교통': 0, '마트편의점': 27, '교육시설': 143, '의료시설': 62, '음식점카페': 354, '문화공간': 5}",0,27,143,62,354,5
2389,127.408515958,36.341651215,대전광역시 중구 중촌동 대종로 701,"{'교통': 0, '마트편의점': 23, '교육시설': 135, '의료시설': 65, '음식점카페': 365, '문화공간': 6}",0,23,135,65,365,6
2390,127.408393814,36.339612903,대전광역시 중구 중촌동 목중로54번길 29-3,"{'교통': 0, '마트편의점': 30, '교육시설': 145, '의료시설': 65, '음식점카페': 378, '문화공간': 5}",0,30,145,65,378,5
2391,127.409290154,36.339357508,대전광역시 중구 중촌동 목중로54번길 10,"{'교통': 0, '마트편의점': 35, '교육시설': 148, '의료시설': 67, '음식점카페': 404, '문화공간': 6}",0,35,148,67,404,6
2392,127.406432337,36.338510963,대전광역시 중구 중촌동 목중로 69,"{'교통': 0, '마트편의점': 29, '교육시설': 147, '의료시설': 63, '음식점카페': 372, '문화공간': 6}",0,29,147,63,372,6
2393,127.410911275,36.338612260,대전광역시 중구 중촌동 목중로26번길 29,"{'교통': 0, '마트편의점': 35, '교육시설': 155, '의료시설': 69, '음식점카페': 446, '문화공간': 8}",0,35,155,69,446,8
2394,127.395573904,36.324559954,대전광역시 중구 태평동 유천로 136,"{'교통': 1, '마트편의점': 38, '교육시설': 246, '의료시설': 100, '음식점카페': 769, '문화공간': 8}",1,38,246,100,769,8
2395,127.391338789,36.318021062,대전광역시 중구 태평동 태평로 15,"{'교통': 0, '마트편의점': 33, '교육시설': 221, '의료시설': 81, '음식점카페': 694, '문화공간': 8}",0,33,221,81,694,8
2396,127.391997366,36.319935442,대전광역시 중구 태평동 태평로 35,"{'교통': 0, '마트편의점': 34, '교육시설': 211, '의료시설': 81, '음식점카페': 723, '문화공간': 9}",0,34,211,81,723,9
2397,127.394942689,36.324584300,대전광역시 중구 태평동 태평로 80,"{'교통': 0, '마트편의점': 35, '교육시설': 245, '의료시설': 91, '음식점카페': 749, '문화공간': 8}",0,35,245,91,749,8
2398,127.390376924,36.325063135,대전광역시 중구 태평동 태평로 77,"{'교통': 0, '마트편의점': 29, '교육시설': 244, '의료시설': 84, '음식점카페': 700, '문화공간': 7}",0,29,244,84,700,7
2399,127.392386529,36.323281955,대전광역시 중구 태평동 태평로 65,"{'교통': 0, '마트편의점': 33, '교육시설': 232, '의료시설': 84, '음식점카페': 714, '문화공간': 9}",0,33,232,84,714,9
2400,127.393262081,36.322528395,대전광역시 중구 태평동 태평로 55,"{'교통': 0, '마트편의점': 37, '교육시설': 223, '의료시설': 86, '음식점카페': 725, '문화공간': 9}",0,37,223,86,725,9
2401,127.393535239,36.325072154,대전광역시 중구 태평동 태평로 89,"{'교통': 0, '마트편의점': 36, '교육시설': 246, '의료시설': 87, '음식점카페': 709, '문화공간': 9}",0,36,246,87,709,9
2402,127.390108795,36.322279008,대전광역시 중구 태평동 평촌로 19,"{'교통': 0, '마트편의점': 30, '교육시설': 213, '의료시설': 80, '음식점카페': 745, '문화공간': 8}",0,30,213,80,745,8
2403,127.401604586,36.323682463,대전광역시 중구 태평동 수침로 42,"{'교통': 2, '마트편의점': 56, '교육시설': 263, '의료시설': 152, '음식점카페': 1046, '문화공간': 16}",2,56,263,152,1046,16
2404,127.398006610,36.323051056,대전광역시 중구 태평동 평촌로 93,"{'교통': 1, '마트편의점': 50, '교육시설': 257, '의료시설': 122, '음식점카페': 893, '문화공간': 11}",1,50,257,122,893,11
2405,127.398183216,36.332328544,대전광역시 중구 태평동 수침로 138,"{'교통': 2, '마트편의점': 39, '교육시설': 178, '의료시설': 82, '음식점카페': 562, '문화공간': 8}",2,39,178,82,562,8
2406,127.398693961,36.323140235,대전광역시 중구 태평동 평촌로 111,"{'교통': 1, '마트편의점': 52, '교육시설': 265, '의료시설': 132, '음식점카페': 964, '문화공간': 12}",1,52,265,132,964,12
2407,127.388659026,36.322203706,대전광역시 중구 태평동 유등천동로 428,"{'교통': 0, '마트편의점': 29, '교육시설': 206, '의료시설': 86, '음식점카페': 749, '문화공간': 10}",0,29,206,86,749,10
2408,127.399453941,36.330346219,대전광역시 중구 태평동 수침로 122,"{'교통': 1, '마트편의점': 36, '교육시설': 207, '의료시설': 68, '음식점카페': 542, '문화공간': 11}",1,36,207,68,542,11
2409,127.392011529,36.327855493,대전광역시 중구 태평동 동서대로1185번길 21,"{'교통': 0, '마트편의점': 33, '교육시설': 232, '의료시설': 70, '음식점카페': 654, '문화공간': 8}",0,33,232,70,654,8
2410,127.446501757,36.305016769,대전광역시 중구 호동 모암로18번길 55,"{'교통': 0, '마트편의점': 15, '교육시설': 78, '의료시설': 54, '음식점카페': 348, '문화공간': 4}",0,15,78,54,348,4
2411,127.443776020,36.306481061,대전광역시 중구 호동 대종로199번길 41,"{'교통': 0, '마트편의점': 11, '교육시설': 44, '의료시설': 19, '음식점카페': 223, '문화공간': 3}",0,11,44,19,223,3
2412,127.427272156,36.358505791,대전광역시 대덕구 중리동 한밭대로 1158,"{'교통': 0, '마트편의점': 58, '교육시설': 138, '의료시설': 50, '음식점카페': 884, '문화공간': 9}",0,58,138,50,884,9
2413,127.339439036,36.330368794,대전광역시 서구 도안동 도안북로 97,"{'교통': 0, '마트편의점': 24, '교육시설': 93, '의료시설': 17, '음식점카페': 345, '문화공간': 3}",0,24,93,17,345,3
2414,127.376963348,36.322860002,대전광역시 서구 변동 도마로63번길 11,"{'교통': 0, '마트편의점': 32, '교육시설': 110, '의료시설': 46, '음식점카페': 560, '문화공간': 4}",0,32,110,46,560,4
2415,127.377575016,36.323979499,대전광역시 서구 변동 도마로63번길 38,"{'교통': 0, '마트편의점': 31, '교육시설': 125, '의료시설': 46, '음식점카페': 551, '문화공간': 6}",0,31,125,46,551,6
2416,127.389182197,36.426491469,대전광역시 유성구 관평동 테크노4로 98-8,"{'교통': 0, '마트편의점': 34, '교육시설': 193, '의료시설': 68, '음식점카페': 672, '문화공간': 4}",0,34,193,68,672,4
2417,127.343396955,36.360402903,대전광역시 유성구 궁동 대학로75번길 12-8,"{'교통': 1, '마트편의점': 102, '교육시설': 104, '의료시설': 113, '음식점카페': 1646, '문화공간': 15}",1,102,104,113,1646,15
2418,127.345872923,36.360361157,대전광역시 유성구 궁동 대학로76번길 29,"{'교통': 1, '마트편의점': 97, '교육시설': 101, '의료시설': 100, '음식점카페': 1524, '문화공간': 16}",1,97,101,100,1524,16
2419,127.343452041,36.360641376,대전광역시 유성구 궁동 대학로75번길 12-16,"{'교통': 1, '마트편의점': 103, '교육시설': 103, '의료시설': 111, '음식점카페': 1638, '문화공간': 16}",1,103,103,111,1638,16
2420,127.317128737,36.363814364,대전광역시 유성구 노은동 왕가봉로2번길 27-2,"{'교통': 2, '마트편의점': 20, '교육시설': 66, '의료시설': 14, '음식점카페': 186, '문화공간': 4}",2,20,66,14,186,4
2421,127.40631808,36.393379646,대전광역시 유성구 문지동 문지로299번길 12,"{'교통': 0, '마트편의점': 12, '교육시설': 120, '의료시설': 26, '음식점카페': 348, '문화공간': 5}",0,12,120,26,348,5
2422,127.405517959,36.392752179,대전광역시 유성구 문지동 문지로299번길 66,"{'교통': 0, '마트편의점': 12, '교육시설': 115, '의료시설': 26, '음식점카페': 347, '문화공간': 5}",0,12,115,26,347,5
2423,127.348536257,36.357762630,대전광역시 유성구 봉명동 온천북로33번길 22-25,"{'교통': 2, '마트편의점': 92, '교육시설': 106, '의료시설': 88, '음식점카페': 1467, '문화공간': 18}",2,92,106,88,1467,18
2424,127.346332930,36.357712263,대전광역시 유성구 봉명동 온천북로33번길 21-9,"{'교통': 2, '마트편의점': 100, '교육시설': 94, '의료시설': 109, '음식점카페': 1609, '문화공간': 16}",2,100,94,109,1609,16
2425,127.335622687,36.329156220,대전광역시 유성구 용계동 동서대로656번길 62,"{'교통': 0, '마트편의점': 22, '교육시설': 78, '의료시설': 16, '음식점카페': 298, '문화공간': 3}",0,22,78,16,298,3
2426,127.335357745,36.329653604,대전광역시 유성구 용계동 도안북로 54-64,"{'교통': 0, '마트편의점': 22, '교육시설': 78, '의료시설': 16, '음식점카페': 295, '문화공간': 3}",0,22,78,16,295,3
2427,127.400927831,36.399232830,대전광역시 유성구 전민동 전민로38번길 56,"{'교통': 0, '마트편의점': 14, '교육시설': 126, '의료시설': 26, '음식점카페': 387, '문화공간': 5}",0,14,126,26,387,5
2428,127.319266646,36.383512372,대전광역시 유성구 지족동 지족로364번길 83,"{'교통': 1, '마트편의점': 22, '교육시설': 143, '의료시설': 40, '음식점카페': 355, '문화공간': 6}",1,22,143,40,355,6
2429,127.415775529,36.363480987,대전광역시 대덕구 대화동 대오길 56,"{'교통': 0, '마트편의점': 22, '교육시설': 49, '의료시설': 33, '음식점카페': 319, '문화공간': 7}",0,22,49,33,319,7
2430,127.415194456,36.366961350,대전광역시 대덕구 대화동 대화10길 111,"{'교통': 0, '마트편의점': 11, '교육시설': 47, '의료시설': 27, '음식점카페': 213, '문화공간': 4}",0,11,47,27,213,4
2431,127.413771292,36.365842617,대전광역시 대덕구 대화동 대화2길 15,"{'교통': 0, '마트편의점': 10, '교육시설': 38, '의료시설': 21, '음식점카페': 183, '문화공간': 5}",0,10,38,21,183,5
2432,127.415818724,36.363369452,대전광역시 대덕구 대화동 대오길 54,"{'교통': 0, '마트편의점': 22, '교육시설': 49, '의료시설': 33, '음식점카페': 321, '문화공간': 8}",0,22,49,33,321,8
2433,127.424291217,36.443272239,대전광역시 대덕구 덕암동 덕암북로72번길 22,"{'교통': 0, '마트편의점': 30, '교육시설': 94, '의료시설': 56, '음식점카페': 463, '문화공간': 3}",0,30,94,56,463,3
2434,127.420878701,36.433510333,대전광역시 대덕구 덕암동 덕암로125번안길 32,"{'교통': 0, '마트편의점': 11, '교육시설': 24, '의료시설': 7, '음식점카페': 111, '문화공간': 2}",0,11,24,7,111,2
2435,127.422908999,36.440444798,대전광역시 대덕구 덕암동 덕암북로72번길 90,"{'교통': 0, '마트편의점': 19, '교육시설': 61, '의료시설': 19, '음식점카페': 231, '문화공간': 3}",0,19,61,19,231,3
2436,127.420129267,36.433902545,대전광역시 대덕구 덕암동 덕암로147번길 11,"{'교통': 0, '마트편의점': 11, '교육시설': 25, '의료시설': 7, '음식점카페': 110, '문화공간': 2}",0,11,25,7,110,2
2437,127.421041715,36.438707653,대전광역시 대덕구 덕암동 덕암로203번길 39,"{'교통': 0, '마트편의점': 16, '교육시설': 42, '의료시설': 13, '음식점카페': 194, '문화공간': 2}",0,16,42,13,194,2
2438,127.420234181,36.434910845,대전광역시 대덕구 덕암동 덕암로153번길 34,"{'교통': 0, '마트편의점': 12, '교육시설': 26, '의료시설': 7, '음식점카페': 117, '문화공간': 2}",0,12,26,7,117,2
2439,127.425380762,36.439666786,대전광역시 대덕구 덕암동 덕암로222번길 28,"{'교통': 0, '마트편의점': 18, '교육시설': 59, '의료시설': 15, '음식점카페': 224, '문화공간': 3}",0,18,59,15,224,3
2440,127.421006577,36.436352684,대전광역시 대덕구 덕암동 덕암로173번길 7,"{'교통': 0, '마트편의점': 12, '교육시설': 37, '의료시설': 13, '음식점카페': 144, '문화공간': 2}",0,12,37,13,144,2
2441,127.422067303,36.440822119,대전광역시 대덕구 덕암동 덕암북로22번길 146,"{'교통': 0, '마트편의점': 21, '교육시설': 74, '의료시설': 21, '음식점카페': 258, '문화공간': 3}",0,21,74,21,258,3
2442,127.421370749,36.433863475,대전광역시 대덕구 덕암동 덕암로 145,"{'교통': 0, '마트편의점': 12, '교육시설': 25, '의료시설': 7, '음식점카페': 110, '문화공간': 2}",0,12,25,7,110,2
2443,127.421277351,36.433688528,대전광역시 대덕구 덕암동 덕암로 143,"{'교통': 0, '마트편의점': 12, '교육시설': 25, '의료시설': 7, '음식점카페': 111, '문화공간': 2}",0,12,25,7,111,2
2444,127.419376618,36.433159480,대전광역시 대덕구 덕암동 덕암로125번길 30-14,"{'교통': 0, '마트편의점': 9, '교육시설': 21, '의료시설': 7, '음식점카페': 107, '문화공간': 1}",0,9,21,7,107,1
2445,127.427484618,36.442868211,대전광역시 대덕구 덕암동 덕암북로96번길 1,"{'교통': 0, '마트편의점': 30, '교육시설': 78, '의료시설': 54, '음식점카페': 453, '문화공간': 4}",0,30,78,54,453,4
2446,127.419632107,36.433468852,대전광역시 대덕구 덕암동 덕암로137번길 31,"{'교통': 0, '마트편의점': 11, '교육시설': 24, '의료시설': 7, '음식점카페': 111, '문화공간': 2}",0,11,24,7,111,2
2447,127.420698153,36.446239496,대전광역시 대덕구 덕암동 덕암북로10번길 39,"{'교통': 0, '마트편의점': 31, '교육시설': 107, '의료시설': 61, '음식점카페': 487, '문화공간': 5}",0,31,107,61,487,5
2448,127.420346365,36.444959377,대전광역시 대덕구 덕암동 덕암북로4번길 71,"{'교통': 0, '마트편의점': 31, '교육시설': 110, '의료시설': 55, '음식점카페': 444, '문화공간': 5}",0,31,110,55,444,5
2449,127.420657209,36.438241307,대전광역시 대덕구 덕암동 덕암로195번길 41,"{'교통': 0, '마트편의점': 16, '교육시설': 41, '의료시설': 13, '음식점카페': 193, '문화공간': 2}",0,16,41,13,193,2
2450,127.419937979,36.447496947,대전광역시 대덕구 덕암동 덕암북로10번길 8,"{'교통': 0, '마트편의점': 29, '교육시설': 103, '의료시설': 61, '음식점카페': 470, '문화공간': 4}",0,29,103,61,470,4
2451,127.421306704,36.440192281,대전광역시 대덕구 덕암동 덕암로221번길 49,"{'교통': 0, '마트편의점': 20, '교육시설': 62, '의료시설': 15, '음식점카페': 229, '문화공간': 3}",0,20,62,15,229,3
2452,127.424800526,36.439513943,대전광역시 대덕구 덕암동 신탄진로681번길 40-14,"{'교통': 0, '마트편의점': 18, '교육시설': 58, '의료시설': 15, '음식점카페': 216, '문화공간': 3}",0,18,58,15,216,3
2453,127.420350115,36.432750444,대전광역시 대덕구 덕암동 덕암로125번안길 14,"{'교통': 0, '마트편의점': 9, '교육시설': 21, '의료시설': 7, '음식점카페': 107, '문화공간': 1}",0,9,21,7,107,1
2454,127.421026780,36.437202408,대전광역시 대덕구 덕암동 덕암로181번길 34,"{'교통': 0, '마트편의점': 14, '교육시설': 40, '의료시설': 13, '음식점카페': 169, '문화공간': 2}",0,14,40,13,169,2
2455,127.420393971,36.447229590,대전광역시 대덕구 덕암동 덕암북로10번길 15,"{'교통': 0, '마트편의점': 30, '교육시설': 107, '의료시설': 64, '음식점카페': 483, '문화공간': 5}",0,30,107,64,483,5
2456,127.424052340,36.442028045,대전광역시 대덕구 덕암동 덕암북로72번길 49,"{'교통': 0, '마트편의점': 29, '교육시설': 86, '의료시설': 46, '음식점카페': 378, '문화공간': 3}",0,29,86,46,378,3
2457,127.415955861,36.447150335,대전광역시 대덕구 목상동 대덕대로1520번길 56,"{'교통': 0, '마트편의점': 27, '교육시설': 92, '의료시설': 28, '음식점카페': 289, '문화공간': 4}",0,27,92,28,289,4
2458,127.415451973,36.448478867,대전광역시 대덕구 목상동 대덕대로1504번길 25,"{'교통': 0, '마트편의점': 24, '교육시설': 87, '의료시설': 26, '음식점카페': 254, '문화공간': 5}",0,24,87,26,254,5
2459,127.449219669,36.35910802,대전광역시 대덕구 비래동 우암로 484,"{'교통': 0, '마트편의점': 22, '교육시설': 170, '의료시설': 31, '음식점카페': 407, '문화공간': 6}",0,22,170,31,407,6
2460,127.452873739,36.355179627,대전광역시 대덕구 비래동 비래동로24번길 51,"{'교통': 0, '마트편의점': 34, '교육시설': 108, '의료시설': 39, '음식점카페': 444, '문화공간': 6}",0,34,108,39,444,6
2461,127.449905834,36.357203245,대전광역시 대덕구 비래동 비래동로31번길 18,"{'교통': 0, '마트편의점': 28, '교육시설': 168, '의료시설': 37, '음식점카페': 459, '문화공간': 8}",0,28,168,37,459,8
2462,127.452459854,36.355661339,대전광역시 대덕구 비래동 비래동로32번길 40,"{'교통': 0, '마트편의점': 34, '교육시설': 108, '의료시설': 39, '음식점카페': 447, '문화공간': 5}",0,34,108,39,447,5
2463,127.449533704,36.356038890,대전광역시 대덕구 비래동 비래동로23번길 9,"{'교통': 0, '마트편의점': 39, '교육시설': 160, '의료시설': 40, '음식점카페': 511, '문화공간': 6}",0,39,160,40,511,6
2464,127.453943603,36.356444777,대전광역시 대덕구 비래동 비래동로40번길 57,"{'교통': 0, '마트편의점': 28, '교육시설': 101, '의료시설': 37, '음식점카페': 400, '문화공간': 4}",0,28,101,37,400,4
2465,127.444677962,36.351123862,대전광역시 대덕구 비래동 동서대로1748번길 41,"{'교통': 0, '마트편의점': 68, '교육시설': 136, '의료시설': 88, '음식점카페': 902, '문화공간': 12}",0,68,136,88,902,12
2466,127.446147235,36.355783214,대전광역시 대덕구 비래동 비래동로7번길 63,"{'교통': 0, '마트편의점': 48, '교육시설': 181, '의료시설': 48, '음식점카페': 687, '문화공간': 10}",0,48,181,48,687,10
2467,127.446743810,36.357591078,대전광역시 대덕구 비래동 비래서로9번길 51,"{'교통': 0, '마트편의점': 37, '교육시설': 186, '의료시설': 38, '음식점카페': 564, '문화공간': 7}",0,37,186,38,564,7
2468,127.446621296,36.357461677,대전광역시 대덕구 비래동 비래서로9번길 47,"{'교통': 0, '마트편의점': 39, '교육시설': 186, '의료시설': 38, '음식점카페': 564, '문화공간': 7}",0,39,186,38,564,7
2469,127.451919604,36.355677352,대전광역시 대덕구 비래동 비래동로24번길 33,"{'교통': 0, '마트편의점': 35, '교육시설': 112, '의료시설': 39, '음식점카페': 457, '문화공간': 5}",0,35,112,39,457,5
2470,127.452872047,36.354887564,대전광역시 대덕구 비래동 비래동로24번길 54,"{'교통': 0, '마트편의점': 35, '교육시설': 108, '의료시설': 39, '음식점카페': 434, '문화공간': 6}",0,35,108,39,434,6
2471,127.450997913,36.360873924,대전광역시 대덕구 비래동 우암로492번길 64,"{'교통': 0, '마트편의점': 17, '교육시설': 144, '의료시설': 31, '음식점카페': 333, '문화공간': 5}",0,17,144,31,333,5
2472,127.453374305,36.358714466,대전광역시 대덕구 비래동 우암로412번길 95,"{'교통': 0, '마트편의점': 20, '교육시설': 142, '의료시설': 29, '음식점카페': 335, '문화공간': 4}",0,20,142,29,335,4
2473,127.444968044,36.353764029,대전광역시 대덕구 비래동 동서대로1778번길 2,"{'교통': 0, '마트편의점': 64, '교육시설': 135, '의료시설': 71, '음식점카페': 834, '문화공간': 11}",0,64,135,71,834,11
2474,127.447753976,36.355817396,대전광역시 대덕구 비래동 비래서로25번길 23,"{'교통': 0, '마트편의점': 43, '교육시설': 173, '의료시설': 42, '음식점카페': 556, '문화공간': 8}",0,43,173,42,556,8
2475,127.450980345,36.359470507,대전광역시 대덕구 비래동 우암동로15번길 15,"{'교통': 0, '마트편의점': 20, '교육시설': 166, '의료시설': 30, '음식점카페': 362, '문화공간': 5}",0,20,166,30,362,5
2476,127.449678893,36.356352222,대전광역시 대덕구 비래동 비래동로23번길 10,"{'교통': 0, '마트편의점': 37, '교육시설': 162, '의료시설': 39, '음식점카페': 510, '문화공간': 6}",0,37,162,39,510,6
2477,127.453645278,36.357602834,대전광역시 대덕구 비래동 우암로 440-1,"{'교통': 0, '마트편의점': 19, '교육시설': 105, '의료시설': 30, '음식점카페': 335, '문화공간': 4}",0,19,105,30,335,4
2478,127.453759736,36.357513274,대전광역시 대덕구 비래동 우암로 438-1,"{'교통': 0, '마트편의점': 19, '교육시설': 103, '의료시설': 30, '음식점카페': 340, '문화공간': 4}",0,19,103,30,340,4
